id,text,humor_rating
5388,Drunk' pilot removed from United Airways plane at Newark Airport. Still safer than a Muslim one.,1.84
7071,The secret to a good date is to leave them wanting more... tell them you're going to the restroom but then go home instead.,2.1
2239,"How is eating a girl out like being a member of the mafia? One slip of the tongue, and you're in deep shit!",2.89
854,What's black and white and red all over and can't get through a revolving door? A nun with a spear through her head.,1.3
5058,I busted my nose earlier today... I suppose women can call the aftermath a hot mess.,0.59
7482,What's the difference between a Lamborghini and a pile of dead babies? I don't have a Lamborghini in my garage h,1.5
707,Me: Did you hear that Amazon has a new service where they'll be delivering Christmas trees? Wife: Oh really? That's cool. Me: They're calling it Amazon Pine. Wife: I want a divorce.,2.68
7625,People who support the Endangered Species Act haven't tasted my Bald Eagle Souffle,2.16
315,"What do you call a constipated detective? No shit, Sherlock.",2.75
2430,I think my friend is having an affair with my wife. He seems miserable lately.,3.28
2284,Imagine working for millions of years on something as awesome as a planet full of dinosaurs and then one day some random asteroid wipes it all out. I really don't blame evolution for half-assing it with us.,1.87
5811,So embarrassing when you compliment a lady on her large belly and it turns out she's just pregnant.,2.06
6412,"Beware careful of only receiving half the truth, you may have gotten the wrong half",3.07
6532,I sent a tin of macaroni to Ethiopia and I've just received a letter back saying thanks for the leg warmers...,1.26
6694,"GOD: Make humans super super awake when it's time to go to bed, and super super tired when it's time to wake up. GOD'S ASSISTANT: Did you... Did you mean that the other way around? GOD: [Embarassed, but afraid to show weakness] Just fricken do it, Jeff.",2.37
4369,I like my coffee how I like my slaves... Free.,2.22
4619,"My girlfriend told me that if I ever cheated on her, it would be worse if it was with a black girl. I told her she was wrong. It'd only be three-fifths as bad.",1.61
4688,Why does a a duck have feathers? To cover its butt quack.,2.8
5605,"ME: Being a scientist is just asking questions. So, in a way, we're all scientists. ACTUAL SCIENTIST: No. Becoming a scientist requires years of- ME: Looking up at the stars in wonderment. I hear you, respected peer.",1.8
2075,What did the little mountain say to the big mountain? Hi Cliff!,1.83
7052,Octopus arm should be called an eightacle. Nobel prize please. Literature or science.,1.8
187,Someone told me I'm condescending. That means I talk down to people.,2.47
1918,"My wife said she saw a bowtie made from solid mahogany. She said she nearly bought it for me but she didn't think I would wear it. I replied ""Wooden tie?""",2.0
5182,What was the name of the pakistani hide and seek champion ? 'amhid',2.0
7813,"I Wasn't Too Keen On The Idea Of Gay Parenting Until I met my wife, who was raised by two dads. That's when I came to my senses and realized.. NO MOTHER-IN-LAW!",3.42
5781,Pretty cool that my entire personality is stored on a big wet peanut inside my skull.,2.0
3658,What do you call a muscular Arab A protein sheikh,2.4
208,What do you call someone who cleans a vaccum cleaner? A vacuum cleaner.,2.3
3890,"What do prime numbers and stoners have in common? The higher they are, the more spaced out they get math joke",1.85
3034,My neighbor kept running across my lawn and then pretends to get blown up by explosives. I'm tired of his mine games.,2.2
5116,"I have a bumper sticker that says ""Honk if you're homosexual"" I then wait at traffic lights and turn the engine off when they go green.",2.16
3660,"""In health, Black 40 is like the White 75."" Have you had your colonoscopy? Blackish",1.42
7339,What language do oranges speak? Mandarin.,2.74
815,"""First gay marriage. What's next - people marrying dogs?!"" *nervous glance at dog* Dog: Frank, we've been over this. I like you as a friend",2.45
7318,"How do you know if somebody's Christian? Don't worry, They'll fucking tell you.",2.2
6233,Why was the anti-vaxxer's 4 year old child crying? Midlife crisis,2.95
4530,"How many Mormons do you take fishing with you? Two. If you only take one, he'll drink all your beer.",1.1
5894,How do you tell a transgender from a real woman? The quality of the sandwich.,2.1
4607,"WHAT DO WE WANT? ""Hearing aids."" ""WHEN DO WE WANT THEM?"" ""Hearing aids.""",3.47
2824,I wonder how many calories women burn by jumping to conclusions?,2.8
404,My wife found out i was cheating on her after she found all the letters I was hiding. She got so mad and said she's never gonna play scrabble with me ever again,3.35
5024,Did you hear about the vegan transgender? He was a herbefore.,2.35
1173,What do you call a group of homosexual lions? gay pride,2.65
2572,Q: Which of the following doesn't belong: wife  meat eggs blow job? A: The blow job. You can beat your wife your eggs or your meat; but you just can't beat a blow job.,1.95
189,What did the cannibal's wife say when he came home late for dinner? I'm giving you the cold shoulder.,2.5
3550,Why is everyone investing in Ireland? ... because the capital is always Dublin!,2.4
2356,"My therapist told me... ""Write letters to the people you hate and then burn them."" Did that, but now I don't know what to do with the letters?",3.0
2893,What Do You Call An Israelite On The Himalayas? Mountain Jew.,1.7
1856,"I feel bad for Kim-Jong Un It's hard being the fat kid in high school, so it must be really difficult being the only fat kid in the country.",2.75
900,There's a man walking a tight rope. 100ft below him there's a man getting a blowjob from an 80 year old woman. What are they both thinking? Don't look down.,2.15
6219,Just watched the trailer to Onward ... it's a father- son story?! I'm not ready. Need to find a way to watch it but not in front of Vanessa cause I'm def gonna be crying. Maybe I should fake an allergy,1.43
5957,"I have a bumper sticker that says, ""honk if you think I'm sexy"". I just sit at green lights until I feel good about myself.",3.25
1791,"Look, this is the only body I'll ever have and that is why I'm covering it in a thick layer of fat to protect it.",2.42
1261,What do black people do after sex? 15 to life,1.2
4765,"Anyone remember the joke about the dwarf? Can't think right now, should be easy to remember, it was only a short one.",1.85
5029,"I picked up a hitchiker last night. He said ""thanks but how do you know I'm not a serial killer?"" I replied ""the chances of two serial killers being in the same car are astronomical""",3.35
5853,All this hot weather makes me think I should get my fan from the basement. And if she's still not my fan she's going straight back down there.,2.11
6752,You're lucky we're not having this argument in my head 11 hours from now because you would lose,2.83
4281,What is a chinese homosexual videogamer called? Gay Ming,2.16
7743,Why did the Irishman only put 239 beans in his soup? Because one more would have been too farty.,2.35
970,What did Santa say to Mrs. Claus when he saw a thunderstorm? Looks like reindeer.,2.9
4050,What's the difference between a black man and a bike? The bike doesn't start singing when you put a chain on it.,2.05
6258,Smell is such an amazing trigger for memories. Like how the smell of pizza can instantly transport you back to a time you ate pizza. Incredible.,2.73
5488,Mattel is launching a new Twitter Barbie. She looks like a stunning hot blonde on the package but is an old fat guy when you open the box,2.74
515,I learn from the mistakes made by people who took my advice.,2.73
6398,I'll accept the 'fat fingers' excuse for typos but if you fuck up your/you're I'm going to need to see a doctor's note explaining your IQ.,2.06
2576,FRIEND: Do you think the Ghost Horse is real? ME: No. That's just an urban legend. *We both distinctly hear something clop in the attic*,1.86
438,"Is anyone else listening to that podcast in their car, the one with the sobbing woman who says I'm not a podcast, damn it, I'm your wife, what's wrong with you?",2.61
3170,"Until I became a parent, I didn't know it was possible to resent people who don't have bags under their eyes",2.32
4934,"me: ok now keep control of the wheel and slowly press the gas pedal, you're doing great goose: honk me: yes we will get to that",1.39
7974,My cheating Ex-girlfriend just got fired for drinking on the job. She worked at the sperm bank.,2.3
7955,I work at a women's shoe store. Sometimes I tie the laces together... Bitches be trippin' haha,2.15
7818,I was in a really good mood this morning but then I woke up,2.55
7608,me: hey what's your ring size her: omg why me: [closing out of custom bowling ball website] just thinking about the future,2.39
975,My girlfriend just walked in and called me gay... If my nails weren't drying I swear to god...,2.6
4749,Why are 490 Romans funny? Because XD,1.4
1642,Why is there cotton on top of the pills inside a pill bottle? To remind black people they picked cotton before they sold drugs.,2.17
1462,I'm in a very serious relationship with my girlfriend. Haven't laughed in two years.,2.8
3716,"My girlfriend came out of the shower and said ""I shaved my pussy, you know what that means? I said ""yeah, the drain is clogged again. """,3.26
3814,"Having finally given up my drug addiction, I dumped my weed in a house haunted by ghosts and now my spirits are high.",2.79
5988,The Invisible Man and The Invisible Woman got married. Their kids aren't anything to look at.,3.25
7717,"It pisses me off when black people start accusing white people of 'cultural appropriation'. We didn't say anything when they started shooting people with guns instead of throwing spears at them, did we?",1.25
2789,When you smoke marijuana on a boat it's called sea weed. Thanks for following and stay tuned for more of these great tweets.,2.63
481,What do you call a group of confused Spanish speaking racists? The Qué Qué Qué,1.0
5790,my car: uh oh your seat belt isn't on haha beep beep me: my car: maybe i'll fuckin scream about it i dunno,1.63
4014,Did you year about the chinese male prostitute? He'll give you a Bro-Job.,1.4
6467,My nickname at work is Mr. Compromise. It wasn't my first choice but I'm ok with it.,2.74
6318,"""You know what? Guys should play ALL the parts. We could even wear dresses and kiss and stuff."" - Shakespeare's gay friend",2.15
4555,"Why did the Muslim cross the.... BOOM! Oh, I see.",2.24
7010,The first rule of Passive Aggressive Club is... ...you know what? Never mind. It's FINE.,2.68
5989,"I don't understand why people don't want to have kids. I mean, who doesn't want to feel physically and emotionally drained all the time? It's so rewarding.",2.63
5227,"What is a pirates favorite letter? P. Because without it, he'd be irate.",3.0
1481,Why don't vampires bet on horses? They can't handle the stakes.,2.2
3910,Why do Scotsmen wear kilts. Cause a sheep can hear a zipper a mile away.,2.53
3101,What's Hitler's favorite Chinese food? Lo mein kampf,1.5
5764,What does a feminist use as a contraceptive? Her personality,2.65
1692,We all know Albert Einstein was a genius... ...but his brother Frank was a monster.,3.0
4658,"I yelled at my girlfriend, ""If you continue stealing my cooking utensils, I'll move out!"" She just laughed and said... ""That's a whisk I'm willing to take!""",3.1
5356,My wife was raped by a mime He preformed unspeakable acts on her,2.28
598,Why don't feminists work cash registers? They can't make change.,1.84
3038,LGBT Girl Scout Leader Arrested She was thrown in jail for eating Brownies.,2.0
5360,It costs $6 to visit the grave of Karl Marx.,2.4
3351,What do you call cows that have a sense of humor? Laughing stock. corny,2.2
5810,"I'm not an adult at all, just a tall child holding a beer having a conversation I don't understand.",2.89
5963,How many feminists does it take to screw in a lightbulb? DO IT YOURSELF YOU FILTHY MAN!,1.75
4159,"Staying in every night and watching sitcom reruns, it's like every night is Prom Night.",1.68
4531,My ex works in a pharmacy so whenever I want to piss her off I go there and buy condoms for no reason. Sometimes I go there 3 times a day.,1.9
1244,Some people send out nude photos like it's no big deal. I'm reluctant to send one of just my face.,2.75
2416,"When you want someone to get out of your way, establish dominance by saying 'ex-squeeze me'",1.79
5170,Why do midgets laugh when they run? Because the grass tickles their balls,2.5
7853,"I got aids in prison.. Hearing aids. I should've used them though, I might've been able to hear the guy that snuck up on me in the shower and gave me HIV.",2.35
4303,What do you call an Asian guy that always shows up before he needs to? Earl Lee,2.25
1475,I visited my friend at his new house. He told me to make myself at home...so I threw him out. I hate having visitors.,3.1
3607,Why was the horse kicked out of the country western bar? He was a homosexual.,1.06
7771,"When one door closes another one opens... if that were true, imagine trying to get in the car. It would be like an episode of Mr Bean.",2.68
6681,What do you call an Asian guy who is a member of ISIS? RICE-IS,1.95
2518,What's the leading cause of blindness in middle aged women? Shit golfers!,1.26
4584,I do this thing where I put my wallet and keys somewhere in my house and then my brain withholds the information about where they are. It's a fun game of hide and seek I like to play with myself.,3.0
284,"Instead of murder/suicide, I'm contemplating the rare suicide/murder, whereby I jump out a high window and land on my girlfriend.",2.37
5863,"How many transgender people does it take to change a lightbulb? Only one. But they have to sit in the dark room for a year, first, to make sure that the lightbulb is *definitely* out.",2.16
5340,If only these pancakes were more stressful to eat' -the Inventor of Waffles,1.94
78,"I'm waiting for them to invent a pleasure robot that's so lifelike, it won't have sex with me.",2.8
4348,"Whenever I hear applause in a song, instead of people clapping, I like to imagine it's the artist cooking bacon.",1.56
5109,Someone threw a giant bottle of omega-3 pills at me. I'm fine - I only suffered super fish oil injuries.,3.1
1682,"A truck loaded with Vicks Vaporub overturned on the highway. Amazingly, there was no congestion for eight hours.",3.21
4464,Did you know vampires arent real? Unless you Count Dracula.,2.37
2341,I only really like people when they leave me alone.,2.71
2514,I tried bringing sexy back but the lady at Walmart assured me I didn't get it there.,2.6
2168,"What's the difference between a sniper with bad eyesight and a constipated owl? One shoots but can't hit, the other hoots but can't shit.",2.5
2703,What did the blonde say when she saw a banana peel? aw shit imma fall again,1.55
4222,I have a drug problem. The DEA keep taking them away!,2.83
6207,"When your girlfriend says ""I love you"" reply with ""I love you more!"" Because relationships are competitions that must be won.",2.2
3834,WHat's the worst part of being a black jew? You have to sit in the back of the gas chamber,2.05
6422,My wife has this weird OCD where she arranges the dinner plates by the year they were bought. It's an extremely rare dish order.,2.26
2656,"If you keep snails in the pockets of your cargo shorts, they're called escargot shorts. And send.",2.8
1243,What did the nurse who knocked on the pregnant lady's door say? Womb Service!,2.6
5922,What did the magician's girlfriend say to the magician? I can't see you anymore.,2.3
1938,There's a German shepherd next door who keeps burying under my fence and shitting in the flower bed His dog is just as bad,2.89
3989,Why are Muslims so good at driving at night? Because that's when they brake fast.,2.1
4733,Why doesn't Superman need a boss? He already has supervision.,2.15
3964,"A baby gender reveal party, but instead of a pink or blue cake, a giant cake where a male or female stripper jumps out.",2.17
4359,ME: I fell off a 50 ft tall ladder once GIRL: holy cow how did you survive ME: I fell off the bottom rung,2.7
4253,A guy told me that all the pain and suffering in the world was God's fault.. so I kicked him in the junk because I knew he wouldn't blame me.,2.55
4404,Yo momma is so fat her butt is the butt of every joke.,2.16
7103,"A more appropriate name for Fibre One bars would've been Fibre Two bars... you know, cause they make you poop?",2.35
2861,When you die what body part dies last? The pupils - they dilate,2.61
3730,"After my accident, I woke up in hospital with a sexy nurse standing over me. She said, 'You may not feel anything from the waist down.' 'Fair enough' I replied, and felt her breasts.",2.9
7289,What are rich people called in Japan? Milyennaires,1.89
6129,me: [as cute doctor walks in] i must have been poisoned by the mafia- doctor: says here you ate a glowstick,1.45
2317,I have designed a website for orphans. There isn't a home page.,2.26
1364,My nerdy friend just got a PhD on the history of palindromes. Now we call him Dr Awkward.,2.84
1591,What's the difference between Iceland and Ireland? A consonant.,2.25
3432,"I got a job as a bounty hunter in China. Couldn't believe my luck, every time they put a new wanted poster up, the guy they were after was standing right next to me!",2.0
4927,"When my wife is snoring, I always wake her to tell her how many likes the video of it I put on Facebook is getting",2.58
2118,What do a coffee shop and a Japanese castle siege have in common? Baristas,0.7
7544,I know a girl who is completely obsessed with Mexican men. She's a Pedrophile.,2.3
560,You guys keep talking about drinking alcohol out of a brown bag. How does it work? Mine keeps leaking like crazy when I pour it in there.,2.21
4430,"A guy walks into a bar and says, ""I'm going to shoot whoever slept with my wife""! A man shouts from the back, ""You don't got enough bullets, bud""!",3.2
4236,me: i was attacked by ninjas- doctor: says here you kicked a target cement sphere to see if it would bounce,1.47
2573,Dodged the bullet A girl asked me today if she is wearing too much make-up. I told her my reply depends on whether or not she intends to kill Batman.,2.84
1159,What's the difference between a feminist and a suicide vest? A suicide vest will blow you.,1.85
4910,"My girlfriend is fed up of my constant wordplay jokes, so I asked her, ""How can I stop my addiction?"" ""Whatever means necessary,"" she replied. ""No it doesn't."" I said.",2.7
495,*In job interview* And what would you say is your best quality. *I silently stand and start moving chairs to make room to do the splits*,1.69
2350,"me: y'know when someone else is in the stall next to you and you have a stand off where you both refuse to poop first, i feel like that's what betty white and the queen are doing but about dying my dentist: i said stop talking",2.3
583,Accidentally used my GF's razor and now I feel fat and I'm pretty pissed about something you guys did 3 years ago,2.11
6463,I can't stand abortions. I'm ok with killing babies... but the idea of a woman making decisions just doesn't sit right with me.,1.94
5849,"My girlfriend broke up with me. When she did, I gave her a note that said ""Great Job!"" I wanted things to end on a positive note.",2.1
3688,"How do you know when it's time to get a new dishwasher? When the old one expects you to ""do your share""",2.05
5978,Did you here about the circus fire? It was in tents.,2.74
6369,me: but i want it ambulance driver: [passing dairy queen] i said no,1.88
7797,Why do pediatricians get so frustrated? They have very little patients. corny,3.35
32,"I had a vasectomy so I won't have kids But when I got home, they were still there.",3.21
2061,Why are people with no legs terrible at trivia? They're always stumped,2.45
6688,"I'm excited for today's L.A. Marathon, where people try to drive 26.2 miles in under four hours.",2.88
7168,I just completed 100 push-ups. (I started last November.),3.06
6003,Just seen an advert on TV by Gillette saying that they are easing the stress and pressure of shaving for men. I suggest that if you are a man that feels pressured and stressed from having a fucking shave then maybe you should consider waxing your vagina instead.,2.95
2313,What does a brick and a fat girl have in common? Both will eventually be laid by a Mexican.,1.95
696,I owned a wife beater once. I can't believe I let someone else have all the fun! haha,1.85
7930,I'm watching the umbrella academy on Netflix and all of a sudden there's an earthquake!? It was totally Vanya. That bitch!,0.94
2167,I just found out that my friend has a secret life as a priest. It's his altar ego.,2.84
5656,"I grew up in a rough neighbourhood. As a child people would cover me in chocolate, cream and put a cherry on my head. It was tough in the gateau.",1.6
7396,"I lost my job as a stage designer, I wasn't very happy but left without making a scene.",2.56
7439,"What does ""The Sixth Sense"" have in common with ""Titanic""? Icy dead people.",2.33
4532,Me: I'm trying to eat healthier nowadays. Are these taquitos free range? 7/11 Employee: ... ?,1.79
4361,The greatest trick my wife ever pulled was telling me she didn't want anything for valentines,2.3
5885,"I pick up the note. I squint and move it away from my face until the words ""YOU'RE OLD"" become clear. I gasp.",2.56
3540,Before I met my wife I was incomplete.. Now I'm finished.,2.29
6899,What are some ways that the community can organize to support aging queer elders? Auntie Red Tweet Tea,0.5
2078,Need a gift for the man who has everything? Try giving him a Scornful Look.,1.8
927,Every time I drink German beer I wake up with a really bad Hannover.,1.72
329,My Wife is refusing to fry any food and is insisting on eating healthier. She is turning into a Kitchen Nazi. She keeps sticking everything in the oven.,1.61
6390,"some people have pointed out that at a state level, alabama doesn't refer to their assembly as ""congress"" so i'll use the correct term: klan meeting",3.0
5417,I knew a guy that was told he was the worst Best Man ever. He was speechless.,2.2
4802,"I was talking to a girl in the bar last night. She said, ""If you lost a few pounds, had a shave and got your hair cut, you 'd look all right."" I said ""If I did that, I'd be talking to your friends over there instead of you.""",3.35
4179,"What do you call a Mexican midget? A paragraph, cause they're to short to be an essay!!!",1.6
4804,What do you call a gay person from Wisconsin? A Dairy Queen,2.15
2458,Nigerian Accent made easy: Happy Birthday = Api Betday XBOX 360 = eggs bugs three sisty McDonald's = Magdonnas Husband = Ozzband Concern = Con Son Order Chinese = Hoda shy knees Google = Gugu Safe Journey = Save Johnny,1.85
5290,Mother's Day is that special day once a year where my toddler takes all the credit for the gift I was obligated to buy for his mom.,2.47
1390,What do you get when you watch 'Cinderella' backwards? A woman in her place...,1.74
1997,"I know all the days of the week are supposed to seem the same under quarantine, but somehow Saturday and Sunday still feel like the weekend to me. And I hate weekends.",1.25
2226,Q: Why couldn't the blonde write the number ELEVEN? A: Because she didn't know which one came first!,2.6
6988,My wife keeps telling me that I'm the cheapest person she has ever met in her life. I'm not buying it.,3.2
827,"In the new James Bond movie, Bond apologizes to women for his behavior and is never seen again.",2.06
6725,"Musicologists now believe Beethoven wasn't really deaf, he just pretended to be to avoid hearing Schubert's boring stories about his fraternity pranks.",2.65
6202,My girlfriend wants me to choose between her and my career as a reporter. I have some breaking news for her.,2.95
3731,Three conspiracy theorists walk into a bar. You can't tell me that's just a coincidence!,3.1
1076,I told my therapist about my constant need to be liked and he said we can discuss it on the jet ski I bought him.,1.9
3956,What's the best thing about being black? Not having to listen to awful dad jokes. sorry,1.9
6743,"I told myself I should stop drinking, but I'm not about to listen to some drunk who talks to himself.",2.8
7855,Welcome to your forties. Your extreme sport is now standing up too fast.,3.32
4787,I got hit by a rental car on the way to work yesterday Fucking Hertz.,2.93
3043,What do you call a rich Chinese person ? cha ching,2.5
2116,"I asked my pilot if he'd be okay having sex with me on our flight. He replied ""I don't give a flying fuck.""",2.95
7260,I look better without my glasses Or maybe it's just that I can't see how ugly I am in the mirror without them.,2.85
5295,"I'm going skiing in Colorado. They say there are a lot of blacks there. But there are a lot of blues and greens as well, so I should be okay.",1.3
5378,"The only thing we have to fear is Gerald Fear, of Sheboygan, Wisconsin. He is a serial killer.",1.81
1996,Did you hear about the depressed plumber? He's been going through some shit,2.63
1231,"I was at the checkout line at the grocery store. The lady asked me if I wanted to make a donation to Childrens Hospital. I said, ""Sure, I think I have a couple I could do without. When can I drop them off?""",2.84
5719,My version of the 5 seconds rule is me going back for seconds 5 times.,2.6
2687,[At doctor's office getting a physical] Me: Would it be alright if I turned the lights off for this?,2.6
1758,I WRITE ALL MY JOKES IN CAPITALS... THIS ONE WAS WRITTEN IN PARIS.,2.65
3799,"Jew problems An old jew comes to a rabbi and says: ""Please help me, my son became a christian!"" The rabbi replies: ""i can't help you, god has the same problem.""",2.28
3772,"The mountains aren't just funny, they're... Hill areas.",2.95
348,A baby's laughter can be the most beautiful sound you will ever hear. Unless it's 3 am. And you're home alone. And you don't have a baby.,3.1
5277,What is it called when two flowers have an unplanned pregnancy? An oopsie-daisy,3.0
5379,What does the sign on an out-of-business brothel say? Beat it. We're closed.,2.79
1122,"HUMAN BODY: I can grow a fully formed human baby in like 9 months. I'm talking brain, functioning respiratory system, eyeballs, everything. ME: Cool, cool. How long will it take for my twisted ankle to feel better? HUMAN BODY: 7 years and it will never be the same.",2.28
6805,A Roman Emperor orders his guards to arrest his wife. He orders them to Ceas'er.,2.7
5682,What do you call a group of homosexual musicians from India who never get to play out? A Gay Raj band,1.75
3954,"I wonder if Scarlett Johansson ever fantasizes about fat comic book nerds, or is that just a one-way street?",1.95
3639,"When your child has a public meltdown, the best thing you can do as a parent is look disgusted and pretend they're someone else's kid, because you don't need that kind of embarrassment in your life.",2.29
7822,cop: do you know why i pulled you over me: no cop: [hands me ice cream] to brighten your day me: omg haha thank you- cop: wait is that a fucking body in the back seat,2.7
3780,67 million Americans don't speak English at home. This includes my family because we don't say a word to each other.,2.7
7526,My new girlfriend works at the Zoo. I think she is a keeper.,3.16
318,"What do you do when you see a space man? Park your car, man.",1.71
2486,If doomsday prep companies thought doomsday was really coming they wouldn't be stockpiling your soon to be worthless cash.,2.17
2737,Why is Darth Vader so famous? He was the first black man to admit he is the father. sorry,2.32
4842,Our Mexican neighbor made us dinner and it tastes like I committed a grave error in marrying a white girl.,2.2
1904,"herman melville: i've finally finished my novel, moby penis editor: can we talk about the title herman melville: it's now moby dick and if i hear one more word it will be moby cock",1.89
7068,"I don't wanna brag, but there were fireworks in the bedroom last night. I set them off while my wife was sleeping. It was awesome.",2.4
5984,"me: why does netflix have a ""trending"" section and a ""popular"" section. they're right next to each other and there's a ton of overlap, so it seems really- judge: i meant like questions about your conviction",1.94
2603,I just ate a whole bunch of butterflies... it didnt make me feel nervous at all.,2.37
7627,"I saw a ""news"" report about this guy in India who was born with five penises. *His underwear fits like a glove.*",3.5
114,Time to fulfill my dream of marketing my own line of artisanal antifreeze.,1.59
902,The Mega Millions drawing is going to make someone an instant Republican.,2.33
2519,"If there's one thing that makes me throw up, it's a dart board on a ceiling.",2.0
149,Me: This spider who keeps building a web in my front doorway every day is annoying Spider: The human who keeps walking through my web looks hilarious. Every single time. Remind me to rebuild this thing tomorrow,1.95
2200,My boss fired me for making too many Asian jokes It was the end of my Korea. Now I'm China find a new job.,1.55
214,What do they call mosquitoes in Pakistan? Churchitoes,1.3
2134,Me feeling overwhelmingly sad: *goes off somewhere to be alone and cry* Me feeling overwhelmingly happy: *goes off somewhere to be alone and cry* Feelings are confusing,2.1
1908,"Pray like there's no tomorrow, and if tomorrow comes, pray some more",2.09
2097,My horse has insomnia and keeps everyone awake. She's a nightmare.,2.75
2406,"My neighbor is blasting his meditation music, but every time I go over to say something I'm filled with a deep sense of peace.",2.39
7505,getaway driver: [holding bullet wound] ah god it hurts me: [thinking about how he didn't hold the door for me on the way out of the bank] y'know what else hurts,2.05
7406,"When I get heavier, I am actually easier to pick up. What am I? A woman",1.45
7398,I had a hen who could count her own eggs. She's a mathmachicken.,3.1
4463,What was the first lie you remember telling your parents? For me it was either 'I don't know who started the fire' or 'I'm sure there won't be any fires at the next house we move to',2.37
740,"[ phone call ] Wife: You want the white 7"" or the black 9"". Me: The black 9"". ..and if she wasn't tablet shopping this would be awkward.",2.84
3691,"Nothing says ""We have no faith in our own products"" like using a 16 year old girl in your anti-aging cream commercials.",2.6
1921,"I keep seeing the quote on women's tinder profiles, ""If I was meant to be controlled I would have come with a remote."" Jokes in them, I've been turning women off for years without a remote.",2.7
3680,"Wife: 'I'm going to clone myself"" Me: 'That would be just like you.'",3.17
949,"My wife told me, ""Don't get upset if people call you fat…"" You're much bigger than that.",2.47
6444,What's the most Jewish instrument? The Sachs,1.6
1014,What are Jehova Witnesses called in Chinese? Ding Dong!,2.1
718,"My dad thought it would be a good idea to show my girlfriend my baby photos. ""You haven't changed at all."" she laughed. ""That's enough of the naked ones, please."" I told him.",3.55
6803,What's the difference between a feminist and a dentist's drill? One causes a lot of pain and makes a constant high pitched whine. The other is a useful piece of medical equipment.,2.2
1659,I've just been on the Diabetes Awareness Website and it asked me if I accept cookies. Is that a trick question??,3.42
3830,The best part of watching a toddler soccer game is when the coach calls a timeout and all the kids think they're in trouble.,2.95
2433,Daughter: dad Im a lesbian Dad: Okay its cool 2nd daughter: dad I'm a lesbian too Dad: Does ANYone in this family like guys? Son: I do,3.25
1912,Did you hear about the newly sponsored gay NASCAR team? Its always in the rear of the field.,1.7
1640,You shouldn't bully someone in a wheelchair - they can't stand up for themselves.,1.95
5749,"My wife is so negative. I remembered the car seat, the stroller, AND the diaper bag. Yet all she can talk about is how I forgot the baby.",2.74
4071,My girlfriend and I always like to laugh about how competitive we are. But I laugh with more intensity and greater strength.,2.53
241,me: what does ama mean friend: ask me anything me: what does ama mean,2.44
6176,"A mathematician stumbles home drunk at 3 a.m. ...and his wife is livid. ""You SWORE that you'd be home by 11:45!"" ""No,"" slurs the mathematician... ""I said I'd be home by a quarter of 12.""",2.3
2891,Are you writing a thank you letter to Grandma  like I told you to? Yes Mom. Your handwriting seems very large. Well  Grandma's very deaf so I'm writing very loudly.,2.7
4239,"Wife: ""I just got stung by a jellyfish. quick, pee on it!"" Husband: [peeing on jellyfish] ""This is for stinging my wife.""",3.21
3758,How many feminists does it take to change a lightbulb? It's not enough to change the bulb; we have to change the *system*.,2.19
3177,"If I could play any musical instrument in the world, it would be a violin that has twenty million dollars hidden inside it.",1.94
732,"Santa knows if I've been bad or good, so he and my browser history have a lot in common.",3.26
7089,What do you call a person who eats other people slowly? A cannibble.,2.05
5188,"I've often heard that ""icy"" is the easiest word to spell Looking at it now, I see why",2.45
7263,"If you think vests come in 2 different styles Bullet proof and suicide, you may be muslim",2.1
3079,What do you call a little square that hasn't developed its new dimension yet? Precubescent,2.35
7606,"A pirate went to see the doctor about the moles on his back. ""I wouldn't worry about it,"" said the doctor, ""They're benign."" ""Count 'em again doc,"" said the pirate, ""You'll find there be ten.""",3.2
1348,What is the most popular type of tree in California? Ash.,2.15
384,Headless mannequins are great because they let you see how you'll look wearing a new shirt after you've been decapitated.,2.32
7483,doctor: i'm afraid the operation left you completely blind me: i see doctor: oh cool then forget I said anything,2.65
7783,"First woman on the moon W: Houston, we have a problem H: What is it? W: Nevermind its nothing H: What is the problem? W: Nothing... H: Tell us what the problem is! W: NO!",2.16
7536,"My friend shouted, ""You have a BA, a Masters and a Ph.D., but you still act like an idiot!"" It was a third degree burn",3.3
6621,"[Frugal] I ran behind a bus all the way home and save $2.25. Got home and girlfriend mocked me saying had I run behind a cab, I would have saved $15.",2.89
2880,"Today I saw an advert for the suicide helpline on the back of a bus. I couldn't help but think, surely it would work much better on the front?!",2.47
310,I got down on one knee in the middle of a busy restaurant and pulled out the ring. The whole place was in tears! 'Marry me... and I'll put it back in the grenade.',2.45
5940,"if running over deer had taught me anything... It's that if somethings horny, plow it on the hood of your car",1.65
6669,Why should you bury indians 10 feet deep? Because deep down they're good people,1.32
6811,"Astronaut 1: hey I can't find any milk for my coffee Astronaut 2: In space, no one can. Here, use cream.",0.84
2441,Why don't Chinese kids believe in Santa? Because they make the toys,2.74
3026,Have you ever had an Ethiopian breakfast? Neither have they.,1.4
3107,I used to date a girl called Anna Ward She was a trophy girlfriend.,2.47
6665,"Personally, I don't agree with cannabis being legalised in America. The last thing those fat fuckers need is the munchies.",2.12
2985,"My Dad: I agree with Occam, the simplest explanation is usually the correct one Also My Dad: Apple changed my password again",1.56
2588,"Heard the cops arrested two guys on suspicion of building a bomb, one had some fireworks and the other had a car battery. Police say they have charged one and let the other one off.",1.89
3668,Whats the hardest part about cooking vegetables? Fitting the wheel chain in the oven.,1.05
