id_a,id_b,text_a,text_b,rating_a,rating_b,expected
96,5465,What do you call 2000 mockingbirds? Two kilomockingbirds (credit goes to my old physics book),TIME Magazine just announced its Person of the Year: it's sourdough bread.,2.8,1.5,A
3802,1225,"Two gay guys are hanging out, and one says to the other, ""Hey, let's play hide and go seek! Loser gets fucked in the ass... I'll be behind the couch.""",The April showers brought May flowers. *I light a cigarette* I don't know why we didn't see those June bees coming.,2.0,1.33,A
5113,4970,"When it comes to tipping cows, I always like to leave at least a 15% gratuity.","I just found the worst page in the entire dictionary. What I saw was disgraceful, disgusting, dishonest, and disingenuous.",2.15,2.41,B
7245,5220,Racism is a subjective matter there are no black and white solutions,Why would anyone ever think gay people tear apart the fabric of society? They love fabric.,2.18,2.55,B
4993,7261,"Wife: I'm pregnant. Dad: Hi pregnant, I'm dad. Wife: No, you're not.","The best assemble-yourself furniture comes with a few spare screws, spare bolts, and a pint of O-positive blood.",2.8,2.21,A
7269,3354,"The main reason I've never joined a religious cult is I'm not a fan of Kool-aid, other than that I totally would.",What was Hitler's least favourite month? Jew-ne,2.53,1.95,A
1035,6453,Why do the French like to eat snails so much? They can't stand fast food.,Q: Why couldn't the blonde manage to make Ice-Cubes? A: She couldn't find the recipe.,2.79,1.68,A
6573,746,What am I? What has six tits and three teeth? The night shift at the Waffle House.,me: [rolling over for the 40th time in the middle of the night] the monster under my bed: will you shut the fuck up,1.6,2.74,B
1012,6653,Science gave us skyscrapers and airplanes... Religion brought them together,Therapist: I went to school for years and paid thousands of dollars to help people cope with their problems Therapy dog: *licks itself,2.12,2.89,B
5669,7490,My ex girlfriend never made me feel wanted. Until I murdered her.,*I blow out the birthday candles* FRIEND: What did you wish for? ME: [After wishing everyone on earth would learn to mind their own business] Nothing. Wishing is stupid.,1.88,2.33,B
1373,4983,What do Mexican Zombies eat? Re-fried brains.,"It's a good thing they didn't let me name the constellations because I would've named them like ""freckles"" and ""a bunch of spilled rice"".",2.35,1.95,A
4983,3997,"It's a good thing they didn't let me name the constellations because I would've named them like ""freckles"" and ""a bunch of spilled rice"".",Why couldnt Helen Keller drive? Because she's a woman.,1.95,2.1,B
7261,1873,"The best assemble-yourself furniture comes with a few spare screws, spare bolts, and a pint of O-positive blood.",[first date] Her: I like older men who are youthful in the bedroom. Me: (trying to impress) I'm almost 40 and my favorite position in bed is the fetal position.,2.21,2.65,B
42,3362,"BIKER: What should we name the gang? OTHER BIKER WHO IS ACTUALLY A REALLY TALENTED WRITER BUT WAS NEVER ENCOURAGED AS A CHILD TO PURSUE HIS GIFT SO HE FOUND COMMUNITY WITH A ROUGH BUT LOYAL GROUP OF GUYS: How about... The Hell's Angels. BIKER: Damn, man. Yes.",I once thought I had a Japanese friend. But it was just my imagine Asian,1.76,2.79,B
1321,110,"Did you know that Princess Diana was on her cell phone when she died? She was also on the dashboard, the windscreen, the roadside...",[Group Therapy in Insane Asylum] Therapist: Let's talk about the desires we have to hurt people. Psycho 1: I want to kill people Psycho 2: I want to eat people Psycho 3: I want to post Game Of Thrones spoilers Psycho 1 and 2: What is wrong with you? That is really messed up.,1.35,2.74,B
802,7157,Policeman: I've had my eye on you for some time now. Young Lady: That's funny. I thought you were arresting me for speeding.,We got a fridge with an ice maker because it's nice to have ice on demand and hear suspicious noises in your house at 3 in the morning,1.65,2.37,B
3821,7490,"Twitter announced they will let advertisers target users based on the emojis they tweet. Bring it on, poop companies.",*I blow out the birthday candles* FRIEND: What did you wish for? ME: [After wishing everyone on earth would learn to mind their own business] Nothing. Wishing is stupid.,2.55,2.33,A
1343,7214,When is International Men-Frequently-Mistaken-For-Women Day?,You ever stick your dick in pecan pie? It's fucking nuts.,1.35,2.9,B
4808,3085,Have you ever wondered why white racist jokes are so shit? Because they were written by blacks.,"I saw two blind dudes fighting the other day and I yelled ""I'm rooting for the one with the knife!"" Both of them ran away.",1.7,2.55,B
2461,416,What's the best reason to date a pornstar? You never have to meet her father.,"Webster's defines ""cliche"" as ""starting a speech with 'Webster's defines'""",1.7,2.4,B
4993,5614,"Wife: I'm pregnant. Dad: Hi pregnant, I'm dad. Wife: No, you're not.",What seperates black people and white people? The bars. Shoutout to my bud Treyvon for this joke from almost 7 years ago.,2.8,1.75,A
325,4651,Serious question: when did the Dark Web and the normal one switch places?,How many dead prostitutes does it take to change a light bulb? None. Dead prostitutes can't screw,1.76,2.35,B
4466,7566,"I gave my daughter a watch for her birthday. She thought it was so cool and when she showed it to the next door neighbour, he asked, ""That's a pretty watch you've got there! Does it tell you the time?"" She laughed: 'No, this is an old fashioned watch. You have to look at it!'",I can't believe I had my wife in tears this morning for something so small and trivial. All I did was rub an onion in her eyes.,2.45,2.3,A
3311,6453,My Arabic neighbours are expecting.....they are having Ha-bibi.,Q: Why couldn't the blonde manage to make Ice-Cubes? A: She couldn't find the recipe.,2.21,1.68,A
7322,1152,The thesaurus is a writer's best friend because most of us don't know how to make real friends.,"Mechanic: you need a new carburetor Me: you can call it a buretor, I know lots about cars, I'm like you",2.25,1.84,A
1750,7357,"Before marriage, a man yearns for the woman he loves. After marriage, the Y becomes silent.",My wife says I'm the cheapest man in the world. I'm not buying it.,2.29,3.1,B
4538,5338,"""Daddy, there's a monster in the kitchen!"" my daughter screamed. I can't believe she's gone this long before seeing her mum without makeup!!",What's the difference between a leper and a tree? A tree has limbs.,2.55,1.95,A
5062,2907,What's brown and runny? Usain Bolt.,"What does your mom and my fantasy football team have in common? As soon as I put money on them, they suck.",2.05,2.9,B
6114,5898,[Jews being led out of Egypt] Woman: *mumbles* 40 years? He couldn't just stop & ask directions? Moses: WHO SAID THAT? NO MANNA FOR YOU!,Ever since i started wearing camo all the time... My girlfriend said she can't see me anymore.,2.2,2.3,B
3612,1741,Is that mine? I was walking down the street when I saw black guy with a laptop. Is that mine? I thought. It looks exactly like mine... but that can't be... Mine should be at home cleaning my shoes.,"It's been proven that girls reach the age of puberty earlier than boys. Girls develop tits around the age of 13, boys around the age of 40",1.6,1.95,B
5025,7916,If you Google 'How do I stop receiving Pottery Barn catalogs?' the top result is a page with instructions for faking your own death.,Why do gay men always have candles near their asses? So the gerbils can find their way out.,3.26,1.15,A
5750,7413,US has serious problem with illegal immigrants. If you don't believe me ask any Native American.,I really feel like I could be a good detective if they just gave me a badge and a gun and let me do my thing.,2.07,1.27,A
5469,2722,I just found out that a gay friend of mine is OCD He was the last person I expected to get upset about something not being straight.,How did Rihanna find out Chris Brown was cheating on her? She found another woman's lipstick on his knuckles.,2.84,2.4,A
1459,4344,What do you call a bunch of crows inside a tent? Murder within tent.,"One zebra says to the other, ""I'm going to check out that patch of nice green grass over there . . . . . . I'll be white black.""",2.95,2.3,A
4964,3592,ME AFTER 2 GLASSES OF WINE: This beautiful life is meant to be enjoyed! Let us feast and make merry! ME AFTER 4 GLASSES OF WINE: I have 938 worst enemies and I will now name them all.,Restraining order Why did Mary get a restraining order against Black Beard the Pirate? He kept trying to plunder her booty.,1.94,2.15,B
4143,5321,Me: I bet I'd make a great superhero Also Me: (sees a family with car trouble parked on the side of the road) I'm sure someone else will help them,What has three letters and starts with gas? A car.,2.71,2.58,A
6041,5482,"To this day, the boy that used to bully me at school still takes my lunch money. On the plus side, he makes great Subway sandwiches.",Accidentally swallowed some Scrabble tiles last night. My next shit could spell trouble,2.6,3.0,B
5615,1953,If I don't perfect human cloning... I won't be able to live with myself.,"I met a feminist in the bar, and she told me about the Dwayne Johnson rule. I should only say things to her that I would be comfortable saying to Dwayne Johnson. That sounded like a good rule, so I told her: ""Your chest is fucking epic.""",2.37,2.5,B
2774,408,What does a turtle and a pedophile have in common? They both want to get there before the hare does. ROFL,all gay people open this ㅤㅤ god is a woman,1.6,0.27,A
2410,5731,"My dad once told me that if I put a potato in my swim trunks, I would attract more women... He forgot to tell me to put the potato in the front.",Whats the most popular event at the Special Olympics? Downs Hill Skiing.,3.35,1.82,A
487,4795,me: [gasp] santa! what are you doing here santa: oh ho ho i was just- my mom: [turning on light] you get the fuck out of here santa: linda he deserves to know who his dad is,"COOKBOOK: 1 cup blood, 1/2 cup the white stuff on the corner of an old man's mouth, 3 tablespoons powdered farts, one green pepper. ME: Ew green pepper.",2.26,1.8,A
755,858,"Can someone recommend a great at home online workout where I just need some hand weights and a mat. Also i have a treadmill. Not like bands and a trampoline please, I am only one human woman","Having recently given up drugs life is quite boring, I now need a wife of substance to abuse.",1.45,1.5,B
659,3326,"ME: Herman Melville wasn't appreciated until he died. WRITER: Thanks, that means a lot. ME: [in my head] I need to make my threats clearer","We transitioned our toddler from his crib to a big boy bed today and I cried harder than he did, but at least I wasn't overly emotional about it.",2.16,1.0,A
3670,84,"What's the process for applying to a job at Hooters? They just give you a bra and say ""Here, fill this out.""",Twitter: You need to have more conversations with other users in order to be successful on Twitter Me: *closes Twitter account*,2.35,2.31,A
2995,7378,As I looked into her eyes I felt my knees go weak and my stomach turned to butterflies. That's when I realized I'd drugged the wrong glass.,What do you call a hooker that was shot by a sniper? 360 hoscope,2.65,1.8,A
2953,7748,The lottery gives you a 1 in 200 million chance you won't go to work tomorrow. Alcohol gives you 1 in 5...,My favourite word is snigger It allows me to be sracist without speople sthinking I'm a sbad sperson,2.24,1.8,A
6671,1308,"pros of android -sometimes you have a stylus -that's it -rent is coming up and you just ate a hot pocket with an ice cream scoop -do your dishes -you have to work in 3 hours pros of iphone -you have 1,000 fewer dollars -animated emojis are fun -how is the battery dead again",You can always predict what antigay protesters will say. But never how they'll spell it.,1.65,1.94,B
6267,7094,Took my family to the Renaissance Fair on Saturday; today we are all laid up with melancholy humours.,"A pirate's wife asks him what body part he'd be most okay with losing The pirate thinks and replies, ""my spine!"" ""Why?"" says his wife, a little surprised ""Because it's holding me back!""",2.35,3.15,B
6427,1203,"A fire broke out at a Weight Watchers meeting last night. Members could be heard screaming, ""Walk for your lives!""","History has forgotten the name of the man that invented the ""Lazy Susan"", but it conveniently still remembers the name of his ex-wife.",1.95,2.84,B
1343,5321,When is International Men-Frequently-Mistaken-For-Women Day?,What has three letters and starts with gas? A car.,1.35,2.58,B
597,6168,"[Water cooler] -Looks like you had a wild weekend! How'd you get the scratches? *flash back to me bathing my cat* -Uh, this chick bro. Yeah.",I think my girlfriend has a blind fetish. Last night she said we should stop seeing each other.,1.85,2.85,B
2119,4677,Why did the lady with multiple personality disorder share her food with a friend? Because Sharon is Karen.,"Today I got pulled over by a cop. When he walked up, I pulled out my 9mm. Once he stopped laughing, he wrote me up for indecent exposure...",2.1,1.9,A
6025,7991,My father was a conjoined twin so his brother was ... My uncle on my father's side.,I once toasted the bride and groom at a Pakistani wedding. All I did was push the button on the drone control.,2.94,1.21,A
7234,2386,"BRAIN: Oh my, this food is really spicy. We should probably do something to cool down the mouth. BODY: Don't worry, I got this. *Sweat starts pouring out of forehead* BRAIN: I was thinking more the mouth... BODY: More you say? *Sweat starts pouring out of back and armpits*",Where's the best place in America to shop for a football kit? New Jersey!,2.17,2.31,B
4204,1570,The only time you should sing “happy birthday” slowly is when you’re using it to time your hand washing,"People make such a big deal about vegans, but I don't get it. I've never had a beef with one.",1.36,2.95,B
2620,1818,"Why do people say ""fat people are lazy""? Fat people get themselves food, I'm skinny because I'm too lazy to get myself food.",My uncle was crushed by a piano.... His funeral was very low key.,2.15,2.6,B
416,4352,"Webster's defines ""cliche"" as ""starting a speech with 'Webster's defines'""","After marriage, most couples have a honeymoon period. Mine got hers as we got on the plane.",2.4,1.79,A
7850,7422,"After winning the game, I decided to throw the ball to the spectators. Apparently that's frowned upon in bowling.","My friend went bald years ago, but still carries his old comb with him. He just can't part with it.",3.15,2.56,A
3640,2140,"When I get old, instead of a walker, I'll use a shopping cart to help me walk... people will think Im homeless, and I probably will be.",I watched Bohemian Rhapsody and was sad to think that Freddie Mercury died of AIDS just before it became treatable. I then watched Rocketman and was sad to think that AIDS is now treatable.,1.68,1.59,A
1717,3362,"interviewer: i think that's it, do you have any questions for me me: do you think i could kick bob the builder's ass",I once thought I had a Japanese friend. But it was just my imagine Asian,1.79,2.79,B
4427,6112,me: [absolutely killing it on harmonica] taco bell cashier: are you gonna order,"In an effort 2 squash some posers, my daughter is helping me start an Instagram profile. Chk it out. Hint: it's just my name",1.94,1.17,A
1044,2936,"Martin Short, Steve Martin, and Tom Hanks have 'colonoscopy parties' every other year. They arrive at Steve's house around 5 PM the night before to prepare and travel together the next day to get their colonoscopies.",What is a terrorist his favourite car? A Citroen C4 h,1.33,0.65,A
3323,6614,"I was in a liquor store and an employee asked me ""Do you need help?"" I said ""Yes, but I'm going to get whiskey instead""",My wife caught me cross dressing and said it was over So I packed her shit and left.,3.26,2.47,A
7556,4764,I once thought I had a Japanese friend. But it was just my imagine Asian.,"This is the ideal time in the season to either plant tomatoes or enter into a land war with Russia, I forget which.",2.1,1.28,A
1691,4528,I can't believe I forgot to go to the gym today. That's 7 years in a row now.,Why is there such a shortage of teachers in Africa? Teacher's aides,3.4,1.74,A
2995,3131,As I looked into her eyes I felt my knees go weak and my stomach turned to butterflies. That's when I realized I'd drugged the wrong glass.,What's the difference between my ex girlfriend and ebola? At least Ebola will finish me off,2.65,2.5,A
6187,3085,After years of being unsuccessful at finding 'snuff videos' on the Dark Web. I found a great new source. Local American news programs.,"I saw two blind dudes fighting the other day and I yelled ""I'm rooting for the one with the knife!"" Both of them ran away.",1.53,2.55,B
6061,6168,Why are redneck murders hard to solve? No dental records and the DNA is all the same.,I think my girlfriend has a blind fetish. Last night she said we should stop seeing each other.,3.11,2.85,A
6436,2651,me: I redecorated our room so bear with me her: swear to me that there isn't a bear in there me: [unlocking the koala room] there is technically not a bear in here,What's the difference between a gay man and a freezer? Freezer doesn't fart when you pull the meat out.,2.2,2.35,B
836,5018,I'm the Michael Jordan of lazy sports analogies.,I started wearing skinny jeans because they're fashionable and I was tired of my wife respecting me as a man.,2.0,1.8,A
4613,3412,"This lesbian couple came into my restaurant with a newborn baby in their arms. ""He's so cute,"" I said as I tickled his forehead... ""Boy or girl ?"" ""'It' will decide for itself once it's 12 years old,"" they hissed.",My wife can't find her hair clips but she remembers what I said 6 months ago on Tuesday the 24th at 5:30pm. FFS.,2.0,2.95,B
4920,450,"Whats fat on the bottom, skinny on the top, and has ears? Mountains! ...what? You've never head of mountaineers?","This year, I'm breaking with tradition a little and stuffing my turkey with delusions of grandeur.",2.1,1.28,A
2549,5112,"Gay guys don't listen to girls talk either, but we do have the good sense to say ""I know, right?!"" while we wait for our turn to talk.","Yo mama so fat, when she went to Hogwarts for the first time, the sorting hat said ""Awwwwww hell 'naw!!""",1.95,1.35,A
1308,835,You can always predict what antigay protesters will say. But never how they'll spell it.,You should never ask a woman if she's pregnant... the best way to find out is by subtly asking her for a urine sample so you can test it with a pregnancy stick.,1.94,2.11,B
4154,4462,What did the sheep say when he saw his girlfriend? Baaaaaeeeee!,I do believe that “pithy” is the faggiest word possible in existence.,1.9,0.8,A
7035,4510,"When I eat raisins, I feel like I'm chomping up some grape's grandmother.","I had a blind date once, her name was ..::..::.:::::...:::::",2.3,2.45,B
7300,3191,"Weekends are all about relaxing. And by relaxing, I mean running errands with my wife and being told about how we need to get our life in order.","To the woman who keeps pounding on my door at night, I'm not letting you out!",1.89,2.15,B
7513,58,I proposed to my Mexican girlfriend but she said... I wasn't the Juan.,"Ten years after my death, my best friend finally opens the package I left him in my will. He's confused by the empty box. He wonders if there's been a mistake. Then, he smells the fart. Laughing, my ghost can now rest in peace.",2.15,2.5,B
7233,4533,"What's black, blue and doesn't look too well? Stevie Wonder",What do you call Watson when Sherlock isn't around? Holmeless,1.58,3.0,B
3018,1593,How many Americans does it take to screw a lightbulb? None. Their President outsources the job to India.,What does a catholic eat at the movies? Pope-Corn,2.85,1.9,A
1241,6619,Why is nostalgia like grammar? We find the present tense and the past perfect.,"What did the French man say when he tripped down the stairs? ""Eiffel."" corny",3.07,2.25,A
7806,5288,[first date] Her: Oh.... who's this that you brought with you? Me: This is my emotional support mother Mom: You're doing great sweetie (gives me thumbs up),What do you call an Egyptian spine manipulator? A Cairo-practor,2.24,2.4,B
4243,324,what do you call an arab vegatarian a muslim fondalentalist,I got my wife something special for our Anniversary. She looked after my Downs Syndrome cousin while I went to the pub with my mates.,1.25,1.89,B
2566,6100,"I miss the rites of spring from my childhood, the snow melting, the birds chirping, me being cut from the baseball team.","Call a woman beautiful a hundred times... Call a woman beautiful hundred times, and she won't remember. But call her fat just *one* time, and she'll never forget. Because elephants never forget.",2.83,2.44,A
3395,7845,Come on Pizza!!! I'm dying here. Pepperoni Dreaming,me: i'm completely open to criticism my co-worker: you should probably drink more water me: you should probably eat balls kevin,1.36,2.85,B
3783,6222,What is a Muslims favorite type of vinegar? BalIslamic,I love waking up to the sound of birds arguing with their spouses.,1.42,2.95,B
2149,2909,Why are Mormons more like Muslims than they are like Christians? Christians are not-for-prophet organizations.,What's the definition of endless love? Stevie Wonder and Ray Charles playing tennis.,1.89,1.45,A
6919,6724,What do you call a marine who can't swim? A submarine. corny,"When my wife always asks me if she looks frumpy, I can honestly tell her no, because I have no idea what frumpy means.",1.9,2.72,B
2706,1074,"""Well, nana"" I said. ""This is where you will be staying eventually. Do you like it?"" ""Will you fuck off and let me visit your grandads grave in peace"" she shouted.","Guy runs into a bar, yells ""Quick! How tall is a penguin?"" Bartender says ""Three feet tall."" Guy says ""Oh my God! I just ran over a nun!""",2.26,2.1,A
1844,337,"When I cook, I only use the freshest herbs and vegetables to f*** up the recipe.",[when someone compliments me] Me: I'm not sure how to respond to the reverse ball busting that is happening right now.,2.24,2.06,A
2826,186,What do you call a fat pirate? A vast matey.,"Here's a FedEx joke - actually, you'll get it tomorrow",2.2,3.21,B
6031,2502,They said the term 'Chinese virus' is racist... Then they said the term 'Kung Flu' is racist... So from now on I'm calling it 'Wu Ping Cough',What do you call an Irish J-Pop singer? Rady O'Gaga,2.1,1.63,A
1663,6648,"I once dated a girl with a twin People asked me how I could tell them apart. It was simple, Jill colored her nails purple and bob had a cock",me: i wish i were the most beautiful person in the world genie: ok [snaps fingers] me: [blushing] omg nothing has changed genie: i tried but you're just so ugly,3.15,2.47,A
7080,7979,"There are 37 genders. Male, female and 35 kinds of faggot.","""Big Brother is watching you..."" I said to my feminist daughter. ""Fuck off Dad, I don't want to hear about any of your deranged right-wing conspiracy theories"" ""No, not that, I mean I went to change a light bulb in Timmy's wardrobe and found his peephole""",1.89,1.83,A
7586,3308,"Who needs a phone to distract you from reality, when you have plenty of imaginary arguments in your head to keep you busy.",Just witnessed a white girl take a selfie with her coffee in Starbucks. I always heard the legends but never thought I'd see it in the wild.,2.28,1.4,A
6271,3326,"I went to the bar last night and saw a really fat woman dancing on a table. I said, ""Good legs."" The girl giggled and said, ""Do you really think so?"" I said, ""Definitely! Most tables would have collapsed by now.""","We transitioned our toddler from his crib to a big boy bed today and I cried harder than he did, but at least I wasn't overly emotional about it.",3.05,1.0,A
5200,7453,What's the difference between a pizza and a black man? The pizza can feed a family of 4.,me: [drops an ice cube] the tribe of ants that live under my fridge: we have been blessed with a gift from the overworld my brothers,1.9,2.74,B
487,581,me: [gasp] santa! what are you doing here santa: oh ho ho i was just- my mom: [turning on light] you get the fuck out of here santa: linda he deserves to know who his dad is,BIRD IN A BIRDBATH: Chirp chirp chirp. BIRD IN A PUDDLE ON THE GROUND: You fucking sellout.,2.26,2.21,A
7296,6719,Accidentally called 911. Set my house on fire to not look stupid.,"Yesterday my wife thought she saw a cockroach in the kitchen, she sprayed everything down and cleaned thoroughly. Today I'm putting a cockroach in the bathroom.",3.05,3.4,B
2178,6941,I left Stephen Hawking like 8 voice mail messages before I realised he'd picked up every time.,"By law, you are allowed to hit your child as long as you don't leave a red mark. Which is why I only hit black kids.",2.32,1.58,A
5402,4,"Yo mama so fat when she went to Walmart, she tripped on Walgreens, and landed right on target",Told my mom I hit 1200 Twitter followers. She pointed out how my brother owns a house and I'm wanted by several collection agencies. Oh ma!,1.95,2.11,B
6322,5511,I have to ask... Is the rainbow the symbol of homosexuals because it's bent over?,Women will not date a guy who lives with his mother but they will date a guy who lives with his wife. Idiots.,2.45,2.89,B
4964,6484,ME AFTER 2 GLASSES OF WINE: This beautiful life is meant to be enjoyed! Let us feast and make merry! ME AFTER 4 GLASSES OF WINE: I have 938 worst enemies and I will now name them all.,I drink water throughout the day to stay hydrated and also just in case someone says something shocking so I can spit it out.,1.94,2.35,B
5910,7465,What do you get when you mix alcohol and literature? Tequila Mockingbird,How can you spot a Jewish Ethiopian? He's got a Rolex around his waist.,2.63,1.26,A
4136,7016,Someone broke into my house last night and stole my Limbo stick. How low can you get?,Shout-out to our moms that be coming in clutch as grandmas to help us out with the twins. Alsoâ y'all be driving us crazy!!! Lol Love you,2.6,1.3,A
2968,3833,"What do you call a fat, smelly hermaphodite who gives blow jobs under the bridge for a nickel? Well, YOU call her mom.",*At a party* STRANGER: Are you that guy who brags about weird shit? ME: No I'm the guy who takes the longest baths in the city.,1.35,2.3,B
1458,4646,"What lies on its back, 100 feet in the air? A dead centipede.",The greatest trick the devil ever pulled was a 1080 quadruple kickflip down a big flight of stairs. The Bible left it out intentionally because it was awesome.,2.8,2.68,A
548,1636,"What do you say when your lesbian daughter brings home her girlfriend? ""Are you going to be staying for dinner or eating out?""",My girlfriend left me because she couldn't handle my OCD. I told her to close the door five times on her way out.,2.15,3.4,B
6950,2119,"I got the words ""jacuzzi"" and ""yakuza"" confused on my trip to Japan Now I'm in hot water with the Japanese mafia",Why did the lady with multiple personality disorder share her food with a friend? Because Sharon is Karen.,2.5,2.1,A
1973,1838,How long does it take for a black woman to poop? Nine months.,My wife thinks I don't give her enough privacy. At least that's what she said in her diary.,1.61,3.4,B
7413,4920,I really feel like I could be a good detective if they just gave me a badge and a gun and let me do my thing.,"Whats fat on the bottom, skinny on the top, and has ears? Mountains! ...what? You've never head of mountaineers?",1.27,2.1,B
6109,4901,Whenever I see a hot girl on the streets I'm like HOLY CRAP I'M OUTSIDE.,I hate how your family stops giving you money for your birthday as you get older. I need it more now than when I was 7 Auntie Barbara. I'm starving.,1.44,3.1,B
4243,4990,what do you call an arab vegatarian a muslim fondalentalist,Q. How can you tell if someone is half Catholic and half Jewish? A. When he goes to confession he takes a lawyer with him.,1.25,2.5,B
2831,6761,My doctor diagnosed me with cancer and Alzheimer's. At least it isn't cancer.,"A suicide bomber says to his apprentice: ""Watch carefully I can only do this once!""",2.67,3.05,B
7177,1156,What's the difference between an illegal Mexican and an autonomous robot...? Nothing... they were both made to steal American jobs.,"How many dead whores does it take to change a light bulb? More than three, I still can't reach it.",1.75,0.95,A
1383,7152,A disabled woman's guide dog has just shit all over the footpath near my house. So I've done the responsible thing and proceeded to video her whilst she struggles to clean it up.,"*Realizing I have a captive audience* ME: So... why do they call it an ambulance? Am i right? If people die on the way to the hospital, do they call it a wasbulance? PARAMEDIC: Sir, every word you say makes a little more blood squirt out of you.",1.79,2.74,B
7152,1068,"*Realizing I have a captive audience* ME: So... why do they call it an ambulance? Am i right? If people die on the way to the hospital, do they call it a wasbulance? PARAMEDIC: Sir, every word you say makes a little more blood squirt out of you.",What is the Terminators Muslim name? Al Bi Baq,2.74,2.75,B
7338,4786,Why are muslim charities the worst to donate to? Because they are for prophet.,"The signs of fall are here: The leaves are turning yellow, the temperature is dropping, Green Day are getting ready to retreat to their September hibernation...",1.68,1.69,B
6322,6210,I have to ask... Is the rainbow the symbol of homosexuals because it's bent over?,"Dear Santa -- For 2017, all I want is a SLIM body and a BIG FAT bank account. Please don't mix it up like last year.",2.45,2.85,B
2351,6984,"1 rabbit can make 1,000+ babies in its life DATE: how do you know that *shouting over deafening hopping sounds from the attic* INTERNET",What do Nazi Germany and vaginas have in common? Their tendency to subjugate poles.,1.47,1.45,A
2653,1564,"""someday this will all be yours"" I say to my dogs, waving my arms wildly across a half empty plate of mexican food",My girlfriend treats me like God. She ignores my existence and only talks to me when she needs something.,2.26,2.9,B
7775,194,I hate people who are superficial... especially the ones who are weird looking.,"Whenever I get new followers, I try to tweet something really disappointing so they know what they're in for.",1.4,2.76,B
3288,3720,"I keep my head held high because I know there's a beautiful deaf, mute & blind woman out there that's going to find me irresistible one day.",Toddlers have it made. Imagine being so free from worrying about your appearance that you're not even bothered a bit that you're only wearing only one sock.,2.78,2.4,A
4960,517,What is an amputees favorite movie? Armageddon.,I'm one of those lucky people who can eat whatever they want and get a huge gut,1.55,2.5,B
1741,903,"It's been proven that girls reach the age of puberty earlier than boys. Girls develop tits around the age of 13, boys around the age of 40",What do a horny ornithologist and a Na'vi buff have in common? They both get turned on by blue tits.,1.95,1.25,A
2921,836,MARRIAGE COUNSELOR: What is it that you are both most fearful of? WIFE: I just...[sobbing]...don't want the kids to suffer ME: Eels,I'm the Michael Jordan of lazy sports analogies.,1.94,2.0,B
7578,4328,I've been prescribed anti-gloating cream. I can't wait to rub it in.,"Want to drive women wild with your tongue? Simple... All you have to say is ""Have you put weight on?""",3.5,1.8,A
6051,7644,What if a butterfly got a tramp stamp of a trashy white girl?,"Did you know you can tell the gender of an ant by throwing it in water? If it sinks, girl ant. If it floats, buoyant.",2.39,2.6,B
6953,5806,What do you get if you put a duck in a cement mixer? Quacks in the pavement.,Song Titles (Are Cooler When Part of the Title Is In Parentheses),2.11,2.0,A
6136,5480,"I just heard a dried up grape won the lottery, got a supermodel girlfriend and won a brand new car. I guess everything happens for a raisin.",What do you call a fat relative around Halloween? A plump-kin,1.84,2.35,B
7152,6370,"*Realizing I have a captive audience* ME: So... why do they call it an ambulance? Am i right? If people die on the way to the hospital, do they call it a wasbulance? PARAMEDIC: Sir, every word you say makes a little more blood squirt out of you.",What do you call a group of obese gender reassigned persons? Trans fats.,2.74,2.75,B
4964,6112,ME AFTER 2 GLASSES OF WINE: This beautiful life is meant to be enjoyed! Let us feast and make merry! ME AFTER 4 GLASSES OF WINE: I have 938 worst enemies and I will now name them all.,"In an effort 2 squash some posers, my daughter is helping me start an Instagram profile. Chk it out. Hint: it's just my name",1.94,1.17,A
5300,4538,"Black people love boom boxes .. I hate to generalize, but it's their stereotype ;-)","""Daddy, there's a monster in the kitchen!"" my daughter screamed. I can't believe she's gone this long before seeing her mum without makeup!!",1.54,2.55,B
4549,3472,"My wallet is like an onion. When I open it, it makes me cry.",Children are amazing. My 1 year old got a hold of the TV remote for 5 seconds and in that time somehow managed to change the default menu language to Vulcan.,2.95,2.5,A
4329,4427,Why did the prostitute join the Mormon church? She wanted a high paying missionary position.,me: [absolutely killing it on harmonica] taco bell cashier: are you gonna order,2.85,1.94,A
58,7748,"Ten years after my death, my best friend finally opens the package I left him in my will. He's confused by the empty box. He wonders if there's been a mistake. Then, he smells the fart. Laughing, my ghost can now rest in peace.",My favourite word is snigger It allows me to be sracist without speople sthinking I'm a sbad sperson,2.5,1.8,A
6617,7152,I've spent the past week learning escapology... I need to get out more...,"*Realizing I have a captive audience* ME: So... why do they call it an ambulance? Am i right? If people die on the way to the hospital, do they call it a wasbulance? PARAMEDIC: Sir, every word you say makes a little more blood squirt out of you.",2.25,2.74,B
1388,3097,Got insomnia? My trick for falling asleep is to let my wife pick the movie and I'm out in less than 5 mins.,What do you get when you cross a policeman with a skunk ? Law and odor.,2.5,2.45,A
2648,1399,"A fat woman just served me at McDonalds... ... and said ""Sorry about the wait"". I replied and said ""Don't worry, you'll lose it eventually"".",*writes inspirational post about not letting the behaviour of others determine your happiness *gets upset when no one retweets it,2.3,2.56,B
7245,7269,Racism is a subjective matter there are no black and white solutions,"The main reason I've never joined a religious cult is I'm not a fan of Kool-aid, other than that I totally would.",2.18,2.53,B
7916,6342,Why do gay men always have candles near their asses? So the gerbils can find their way out.,"What did the Jewish pirate say when he heard his wife died? Argh, shiva me timbers",1.15,1.63,B
