chosen,rejected,source
"Wife: honey I want you to whisper dirty things in my ear! Husband: kitchen, living room, dining room, patio...","If I could play any musical instrument in the world, it would be a violin that has twenty million dollars hidden inside it.",haha
"Whenever someone gets upset about bad grammar, comfort them by saying 'they're they're'",What do you call a lesbian that turned straight A hasbien,haha
I have a drug problem. The DEA keep taking them away!,"""In health, Black 40 is like the White 75."" Have you had your colonoscopy? Blackish",haha
"What's the difference between a used tire and 365 used condoms?  One's a Goodyear, the other's a great year.","Nurse: Doctor, Doctor, there's an invisible man in the waiting room! Doctor: Well, go in there and tell him that I can't see him!",jester
"They have free mints in the movie theater bathrooms. Wife: ""GROSS, who eats mints from the bathroom?!"" Me: (Mouth full of mints) ""I KNOW!""",Tinder is the Night' Update A Fitzgerald Novel Hashtags With Only One Response,haha
What does garlic do when it gets hot? It takes its cloves off.,"Guys are like “they/them” is too confusing, but then are experts at Settlers of Catan.",haha
People who support the Endangered Species Act haven't tasted my Bald Eagle Souffle,*Being dragged from the halls of power again* GRAVES SHOULD BE VERTICAL IT WOULD SAVE SO MUCH SPACE JUST LET ME SHOW YOU,haha
Did you hear about the vegan transgender? He was a herbefore.,Don't you think that when people take the hyphen out of a smiley it looks like someone with Down Syndrome :),haha
You only have enough time to say one word to Edgar Allan Poe who is about to walk into a tree. What do you say? Poetry,"me: why does netflix have a ""trending"" section and a ""popular"" section. they're right next to each other and there's a ton of overlap, so it seems really- judge: i meant like questions about your conviction",haha
"There once was a man and a woman that both  got in  a terrible car wreck. Both of their vehicles   were completely destroyed, buy fortunately, no one  was   hurt.  In thankfulness, the woman said to the  man, 'We are both okay, so we should celebrate. I have   a  bottle of wine in my car, let's open it.'          So the woman got the bottleout of the car, and  handed it to the man. The man took a really big drink,  and handed the woman the bottle. The  woman  closed the bottle and put it down. The man  asked,   'Aren't you going to take a drink?'   The woman cleverly replied,  'No, I think I'll  just  wait for the cops to get here.'","A dog walks into Western Union and asks the clerk to send a telegram. He fills out a form on which he writes down the telegram he wishes to send: """"Bow wow wow, Bow wow wow.""""  The clerk says, """"You can add another 'Bow wow' for the same price.""""  The dog responded, """"Now wouldn't that sound a little silly?",jester
"A guy goes into confession and says to the priest, """"Father, I'm 80 years old, widower, with 11 grandchildren. Last night I met two beautiful flight attendants. They took me home and I made love to both of them. Twice.""""  The priest said: """"Well, my son, when was the last time you were in confession?""""  """"Never Father, I'm Jewish.""""  """"So then, why are you telling me?""""  """"I'm telling everybody.",Did you hear that Clinton has announced there is a new national bird?   The spread eagle.,jester
"As a pre-med student, I had to take a difficult class in physics. One day our professor was discussing a particularly complicated concept. A student rudely interrupted to ask, """"Why do we have to learn this stuff?"""" """"To save lives."""" The professor responded quickly and continued the lecture. A few minutes later, the same student spoke up again. """"So how does physics save lives?"""" he persisted. """"It usually keeps the idiots like you out of medical school,"""" replied the professor.","Q: How do you keep a computer programmer in the  shower all day long?  A: Give them a shampoo with a label that says """"rinse, lather, repeat"""".",jester
"A pirate went to see the doctor about the moles on his back. ""I wouldn't worry about it,"" said the doctor, ""They're benign."" ""Count 'em again doc,"" said the pirate, ""You'll find there be ten.""",Q: Why do Mormon women stop having babies at 35? A: Because 36 would be too many.,haha
"The Pope dies and, naturally, goes to heaven. He's met by the reception committee, and after a whirlwind tour he is told that he can enjoy any of the myriad of recreations available. He decides that he wants to read all of the ancient original text of the Holy Scriptures, so he spends the next eon or so learning languages. After becoming a linguistic master, he sits down in the library and begins to pour over every version of the Bible, working back from most recent """"Easy Reading"""" to the original script. All of a sudden there is a scream in the library. The Angels come running in only to find the Pope huddled in his chair, crying to himself and muttering, """"An 'R'! The scribes left out the 'R'.""""  A particularly concerned Angel takes him aside, offering comfort, asks him what the problem is and what does he mean.  After collecting his wits, the Pope sobs again, """"It's the letter 'R'. They left out the 'R'. The word was supposed to be CELEBRATE!","Out in the backwoods of some midwestern state, little Johnny arrives at school an hour late.  Teacher: """"Why are you so late, John?"""" Johny : """"My big brother got shot in the ass."""" (the teacher corrects his speech) Teacher: """"Rectum."""" Johnny : """"Wrecked him!? Hell, It damn near killed him!",jester
"A preist, a 12-year-old kid, and the smartest guy in the world are on a plane. The pilot screams, """"The plane is going down! You have to jump!"""" He then grabs a parachute and jumps off, leaving only two more parachutes on the plane. The smartest guy in the world says, """"I have to go. I mean, I'm the smartest guy in the world!"""" He grabs a parachute, and jumps. The priest then looks at the 12-year-old kid, and says, """"Go, my son. You have a long life to live."""" The kid calmly responds: """"Dude, chill. We'll be fine. The 'smartest guy in the world' took my backpack.","How many teddybears does it take to change a lightbulb?  It takes only one teddybear, but it takes a whole lot of lightbulbs.",jester
Someone threw a giant bottle of omega-3 pills at me. I'm fine - I only suffered super fish oil injuries.,Why does Kim Jong Un love books. Because he's the glorious Reader,haha
"A group of  managers were given the assignment to measure the height of a flagpole. So they go out to the flagpole with ladders and tape measures, and they're falling off the ladders, dropping the tape measures - the whole thing is just a mess. An engineer comes along and sees what they're trying to do, walks over, pulls the flagpole out of the ground, lays it flat, measures it from end to end, gives the measurement to one of the managers and walks away. After the engineer has gone, one manager turns to another and laughs. """"Isn't that just like an engineer, we're looking for the  height and he gives us the length.","Q: If a person who speaks three languages is called """"tri-lingual,"""" and a person who speaks two languages is called """"bi-lingual,"""" what do call a person who only speaks one language?  A: American!",jester
"Q: How do you keep a computer programmer in the  shower all day long?  A: Give them a shampoo with a label that says """"rinse, lather, repeat"""".",How many feminists does it take to screw in a light bulb? That's not funny.,jester
My mate sold me a guitar for ¬£5... No strings attached haha,What do you call a cowshed in Arabic? A Mubarak,haha
"My girlfriend said to me, ""I'm seeing another man."" I said, ""Well, try rubbing your eyes or something.""",What do you call an overweight homosexual? Jigglypuff.,haha
A half hour visit from my 2 toddlers will do more damage to your house than inviting over 35 drunk strangers.,"Paddy wanted to buy a Labrador.. Mick said ""Fuck that, have you seen how many of their owners go blind!""",haha
Q: Why do Mormon women stop having babies at 35? A: Because 36 would be too many.,Why was the horse kicked out of the country western bar? He was a homosexual.,haha
"A truck loaded with Vicks Vaporub overturned on the highway. Amazingly, there was no congestion for eight hours.",Give a white man a fish and he'll eat for a day. Give a black man a fishing rod and he'll fish your car keys through your letterbox.,haha
"A lawyer opened the door of his BMW, when suddenly a car came along and hit the door, ripping it off completely.  When the police arrived at the scene, the lawyer was complaining bitterly about the damage to his precious BMW.   """"Officer, look what they've done to my Beeeeemer!!!"""", he whined.   """"You lawyers are so materialistic, you make me sick!!!""""  retorted the officer.  """"You're so worried about your stupid BMW, that you didn't even notice that your left arm was ripped off!!!""""   """"Oh my gaaaad..."""", replied the lawyer, finally noticing the bloody left shoulder where his arm once was.  """"Where's my Rolex???!!!!",Chuck Norris' calendar goes straight from March 31st to April 2nd; no one fools Chuck Norris.,jester
"A man arrives at the gates of heaven. St. Peter asks, """"Religion?""""  The man says, """"Methodist."""" St. Peter looks down his list, and says,  """"Go to room 24, but be very quiet as you pass room 8.""""   Another man arrives at the gates of heaven. """"Religion?"""" """"Baptist."""" """"Go to room 18, but be very quiet as you pass room 8.""""   A third man arrives at the gates. """"Religion?"""" """"Jewish."""" """"Go to room 11, but be very quiet as you pass room 8.""""  The man says, """"I can understand there being different rooms for different religions, but why must I be quiet when I pass room 8?"""" St. Peter tells him, """"Well the Catholics are in room 8,  and they think they're the only ones here.","When most people claim to be """"killing time"""", it's only an expression. When Chuck Norris kills time, the minutes actually cease to exist.",jester
"A man is driving in the country one evening when his car stalls and won't start. He goes up to a nearby farm house for help, and because it is suppertime he is asked to stay for supper. When he sits down at the table he notices that a pig is sitting at the table with them for supper and that the pig has a wooden leg. As they are eating and chatting, he eventually asks the farmer why the pig is there and why it has a wooden leg. """"Oh,"""" says the farmer, """"that is a very special pig. Last month my wife and daughter were in the barn when it caught fire. The pig saw this, ran to the barn, tipped over a pail of water, crawled over the wet floor to reach them and pulled them out of the barn safely. A special pig like that, you just don't eat it all at once!","When most people claim to be """"killing time"""", it's only an expression. When Chuck Norris kills time, the minutes actually cease to exist.",jester
"A teacher is explaining to her class how different languages use  negatives differently.  She says, """"In all languages, a positive followed by a negative or a negative followed by a positive makes a negative.  In some languages, two negatives together make a positive, while in others they make a negative.  But in no language do two positives make a negative.""""    One of the students puts up his hand and says, """"Yeah, right.","Nurse: Doctor, Doctor, there's an invisible man in the waiting room! Doctor: Well, go in there and tell him that I can't see him!",jester
"A man arrives at the gates of heaven. St. Peter asks, """"Religion?""""  The man says, """"Methodist."""" St. Peter looks down his list, and says,  """"Go to room 24, but be very quiet as you pass room 8.""""   Another man arrives at the gates of heaven. """"Religion?"""" """"Baptist."""" """"Go to room 18, but be very quiet as you pass room 8.""""   A third man arrives at the gates. """"Religion?"""" """"Jewish."""" """"Go to room 11, but be very quiet as you pass room 8.""""  The man says, """"I can understand there being different rooms for different religions, but why must I be quiet when I pass room 8?"""" St. Peter tells him, """"Well the Catholics are in room 8,  and they think they're the only ones here.",What's the difference between a MacIntosh and an Etch-A-Sketch?   You don't have to shake the Mac to clear the screen.,jester
"A Panda bear walks into a bar.  Sits down at a table and orders a beer  and a double cheeseburger.  After he is finished eating, he pulls out a gun and rips the place with gunfire.  Patrons scatter and dive under chairs and tables as the bear runs out the door.  After ensuring that no one is hurt,  the bartender races out the door, and calls after the bear """"What the hell did you do that for?""""  The bear calls back, """"I'm a Panda bear.  Look it up in the dictionary.""""    The bartender returns, pulls out his dictionary.  panda : \Pan""""da\, n. (Zo[""""o]l.) A small Asiatic mammal (Ailurus fulgens) having fine soft fur. It is related to the bears, and inhabits the mountains of Northern India. Eats shoots and leaves.","Person 1: Hey, wanna hear a great knock-knock joke? Person 2: Sure, What is it? Person 1: Okay, you start. Person 2: Knock-knock. Person 1: Who's there? Person 2: … Person 1: Hah!",jester
The main reason I've joined so many religious cults is because I have a hard time turning down a refreshing cup of Kool-Aid.,All out of clean spoons so I guess I'll just eat this fat free yogurt with my gun.,haha
"Judy was having trouble with her computer, so she called Tony, the computer guy, over to her desk. Tony clicked a couple buttons and solved the problem. As he was walking away, Judy called after him, """"So, what was wrong?"""" And he replied, """"It was an ID Ten T Error."""" A puzzled expression ran riot over Judy's face. """"An ID Ten T Error? What's that...in case I need to fix it again?"""" He gave her a grin...""""Haven't you ever heard of an ID Ten T Error before?"""" """"No,"""" replied Judy. """"Write it down,"""" he said, """"and I think you'll figure it out.""""(She wrote...) I D 1 0 T",Q. Did you hear about the dyslexic devil worshiper?   A. He sold his soul to Santa.,jester
"May I take your order?"""" the waiter asked.   """"Yes, how do you prepare your chickens?""""   """"Nothing special sir,"""" he replied. """"We just tell them straight out that they're going to die.",Q. What is orange and sounds like a parrot?    A. A carrot.,jester
My daughter wanted a Cinderella themed birthday party. So I made her and all her friends clean the house for 2 hours.,"And the award for the best neckwear goes to...Well, would you look at that, it's a tie!",haha
"One day, three men went to a shrine to ask the Father for forgiveness. The first man went to the Father...First Man: """"Father, Father, I have sinned!"""" Father: """"What have you done?"""" First Man: """"I have lied!"""" Father: """"Drink the holy water and you will be saved."""" And so the man drank the water and was """"saved."""" The second man went up to the Father... Second Man: """"Father, Father, I have sinned!"""" Father: """"What have you done?"""" Second Man: """"I have stolen from the jeweler's!"""" Father: """"Drink the holy water and you will be saved."""" And so the second man drank the holy water and was """"saved."""" The third man went up to the Father... Third Man: """"Father, Father, I have sinned!"""" Father: """"What have you done?"""" Third Man: """"I peed in the holy water!","A dog walks into Western Union and asks the clerk to send a telegram. He fills out a form on which he writes down the telegram he wishes to send: """"Bow wow wow, Bow wow wow.""""  The clerk says, """"You can add another 'Bow wow' for the same price.""""  The dog responded, """"Now wouldn't that sound a little silly?",jester
"So, you don't trust a doctor to stitch you up? Fine. Suture self.",me: but i want it ambulance driver: [passing dairy queen] i said no,haha
"They have free mints in the movie theater bathrooms. Wife: ""GROSS, who eats mints from the bathroom?!"" Me: (Mouth full of mints) ""I KNOW!""",What Do You Call An Israelite On The Himalayas? Mountain Jew.,haha
Dave drowned. So at the funeral we got him a wreath in the shape of a lifesaver. It's what he would have wanted.,What kind of batteries do Canadians get the most excited about? AA,haha
"A new business was opening and one of the owner's friends wanted to send him flowers for the occasion. They arrived at the new business site and the owner read the card, """"Rest in Peace."""" The owner was angry and called the florist to complain. After he had told the florist of the obvious mistake and how angry he was, the florist replied, """"Sir, I'm really sorry for the mistake, but rather than getting angry, you should imagine this: somewhere there is a funeral taking place today, and they have flowers with a note saying, 'Congratulations on your new location!'","A horse walks into a bar. Bartender says: """"So, why the long face?",jester
"A little boy goes to his dad and asks, """"What is politics?""""His dad says, """"Well son, let me try to explain it this way: I'm the breadwinner of the family, so let's call me capitalism. Your Mom, she's the administrator of the money, so we'll call her the government. We're here to take care of your needs, so we'll call you the people. The nanny, we'll consider her the working class. And your baby brother, we'll call him the future. Now, think about that and see if that makes sense."""" So the little boy goes off to bed thinking about what dad had said. Later that night, he hears his baby brother crying, so he gets up to check on him. He finds that the baby has severely soiled his diaper. So the little boy goes to his parents' room and finds his mother sound asleep. Not wanting to wake her, he goes to the nanny's room. Finding the door locked, he peeks in the keyhole and sees his father in bed with the nanny. He gives up and goes back to bed. The next morning, the little boy says to his father, """"Dad, I think I understand the concept of politics now."""" The father says, """"Good, son. Tell me in your own words what you think politics is all about."""" The little boy replies, """"Well, while capitalism is screwing the working class, the government is sound asleep, the people are being ignored and the future is in deep shit.",Why are there so many Jones's in the phone book? Because they all have phones.,jester
"Just a thought ..  Before criticizing someone, walk a mile in their shoes.    Then when you do criticize them,  you will be a mile away and have their shoes !",How many feminists does it take to screw in a light bulb? That's not funny.,jester
Welcome to your forties. Your extreme sport is now standing up too fast.,My friend from Mexico got bit by a mosquito.. he could not figure out why his American friend was not receiving bites as well. I told him the bugs were hungry for Mexican tonight.,haha
"There once was a man and a woman that both  got in  a terrible car wreck. Both of their vehicles   were completely destroyed, buy fortunately, no one  was   hurt.  In thankfulness, the woman said to the  man, 'We are both okay, so we should celebrate. I have   a  bottle of wine in my car, let's open it.'          So the woman got the bottleout of the car, and  handed it to the man. The man took a really big drink,  and handed the woman the bottle. The  woman  closed the bottle and put it down. The man  asked,   'Aren't you going to take a drink?'   The woman cleverly replied,  'No, I think I'll  just  wait for the cops to get here.'","Out in the backwoods of some midwestern state, little Johnny arrives at school an hour late.  Teacher: """"Why are you so late, John?"""" Johny : """"My big brother got shot in the ass."""" (the teacher corrects his speech) Teacher: """"Rectum."""" Johnny : """"Wrecked him!? Hell, It damn near killed him!",jester
"Wife: honey I want you to whisper dirty things in my ear! Husband: kitchen, living room, dining room, patio...","I'd rather be a samurai than a ninja. You can be a badass samurai well into your 50s, but your career as a ninja is over the minute you hit your mid 30s and your bones start cracking when you walk",haha
"As a pre-med student, I had to take a difficult class in physics. One day our professor was discussing a particularly complicated concept. A student rudely interrupted to ask, """"Why do we have to learn this stuff?"""" """"To save lives."""" The professor responded quickly and continued the lecture. A few minutes later, the same student spoke up again. """"So how does physics save lives?"""" he persisted. """"It usually keeps the idiots like you out of medical school,"""" replied the professor.",How many feminists does it take to screw in a light bulb? That's not funny.,jester
"There once was a man and a woman that both  got in  a terrible car wreck. Both of their vehicles   were completely destroyed, buy fortunately, no one  was   hurt.  In thankfulness, the woman said to the  man, 'We are both okay, so we should celebrate. I have   a  bottle of wine in my car, let's open it.'          So the woman got the bottleout of the car, and  handed it to the man. The man took a really big drink,  and handed the woman the bottle. The  woman  closed the bottle and put it down. The man  asked,   'Aren't you going to take a drink?'   The woman cleverly replied,  'No, I think I'll  just  wait for the cops to get here.'",Q: Do you know the difference between an intelligent male and the Sasquatch?  A: There have been actual reported sightings of the Sasquatch.,jester
My wife asked me to give her some peace and quiet last night whilst she made dinner. So I took the batteries out of the smoke alarm.,What did Barack say to Michele when he asked her to marry him? I don't wanna be Obama self.,haha
"I had a vasectomy so I won't have kids But when I got home, they were still there.",What are some ways that the community can organize to support aging queer elders? Auntie Red Tweet Tea,haha
If pro- is the opposite of con- then congress must be the opposite of progress.,What do you get when you run over a parakeet with a lawnmower?  Shredded tweet.,jester
I'm allergic to bread but eat it anyway. I'm a gluten for punishment.,You always have to be extra careful when driving through a predominantly black neighborhood at night. Because black people are super hard to see in the dark.,haha
"How many Irishmen does it take to change a lightbulb?  Two, one to hold the lightbulb and the other to drink until the room spins.",Jack Bauer can get McDonald's breakfast after 10:30.,jester
"I asked my wife for the newspaper, but she said, ""Just use my iPad."" That spider never knew what hit it.",My 6 yr old just asked if I'm a happy wife.. her cover is blown I think she might be working for the other side,haha
"A Briton, a Frenchman and a Russian are viewing a painting of Adam and Eve frolicking in the Garden of Eden. """"Look at their reserve, their calm,"""" muses the Brit. """"They must be British."""" """"Nonsense,"""" the Frenchman disagrees. """"They're naked, and so beautiful. Clearly, they are French."""" """"No way! They have no clothes and no shelter,"""" the Russian points out, """"They have only an apple to eat, and they are being told they live in a paradise. Obviously, they are Russian.",Q: Do you know the difference between an intelligent male and the Sasquatch?  A: There have been actual reported sightings of the Sasquatch.,jester
"A radio conversation of a US naval  ship with Canadian authorities ...   Americans: Please divert your course 15 degrees to the North to avoid a collision.  Canadians: Recommend you divert YOUR course 15 degrees to the South to  avoid a collision.  Americans: This is the Captain of a US Navy ship.  I say again, divert  YOUR course.  Canadians: No.  I say again, you divert YOUR course.  Americans: This is the aircraft carrier USS LINCOLN, the second largest ship in the United States' Atlantic Fleet. We are accompanied by three destroyers, three cruisers and numerous support vessels. I demand that you change your course 15 degrees north, that's ONE FIVE DEGREES NORTH, or counter-measures will be undertaken to ensure the safety of this ship.  Canadians: This is a lighthouse.  Your call.",Q. What is orange and sounds like a parrot?    A. A carrot.,jester
"(A) The Japanese eat very little fat and suffer fewer heart attacks than the British or Americans. (B) On the other hand, the French eat a lot of fat and also suffer fewer heart attacks than the British or Americans. (C) The Chinese drink very little red wine and suffer fewer heart attacks than the British or Americans. (D) The Italians drink excessive amounts of red wine and also suffer fewer heart attacks than the British or Americans.(E) Conclusion: Eat and drink what you like. It's speaking English that kills you.",What do you get when you run over a parakeet with a lawnmower?  Shredded tweet.,jester
"After my recent prostate exam, which, I must say, was the most thorough I've ever had, the doctor left and the nurse came in. As she shut the door, she asked me a question I didn't want to hear. She said... ""Who was that guy who just left?""",Wife: I think I've lost weight. My underwear don't fit anymore. They're all too big. Me: (flashback to when I was listening to natural woman and wearing her underwear) That's.... uh... awesome!,haha
"The Chukcha (Russian Eskimo) phones up the Russian Parliament Building.   A guard answers.  Chukcha:  """"What is required to become Parliament member?"""" Guard:  """"What are you, an idiot?"""" Chukcha:  """"Is it required?",Q:  What did the blind person say when given some matzah?  A:  Who the hell wrote this?,jester
"In an interview with David Letterman, Carter passed along an anecdote of a translation problem in Japan. Carter was speaking at a business lunch in Tokyo, where he decided to open his speech with a brief joke. He told the joke, then waited for the translator to announce the Japanese version. Even though the story was quite short, Carter was surprised by how quickly the interpreter was able to re-tell it. Even more impressive was the reaction from the crowd. Carter thought the story was cute, but not outright hilarious, yet the crowd broke right up. Carter was very flattered. After the speech, Carter wanted to meet the translator to ask him how he told the joke. Perhaps there is better way to tell the joke? When Carter asked how the joke had been told in Japanese, the translator responded, """"I told them, 'President Carter has told a very funny joke. Please laugh now.'","Q: How many stalkers does it take to change a light bulb?  A: Two. One to replace the bulb, and the other to watch it day and night.",jester
"Do you believe in life after death?"""" the boss asked one of his employees.""""Yes, sir,"""" the new recruit replied. """"Well, then, that makes everything just fine..."""" the boss went on. """"After you left early yesterday to go to your grandmother's funeral, she stopped in to see you.","How many teddybears does it take to change a lightbulb?  It takes only one teddybear, but it takes a whole lot of lightbulbs.",jester
"An American tourist goes into a restaurant in Spain and orders the specialty of the house. When his dinner arrives, he asks the waiter what it is. """"These, senor,"""" replied the waiter in broken English, """"are the testicles of the bull killed in the ring today."""" The tourist swallowed hard but tasted the dish and thought it was delicious. So he comes back the next evening and orders the same item. When it is served, he says to the waiter, """"These testicles...are much smaller than the ones I had last night."""" """"Yes, senor,"""" replied the waiter, """"You see...the bull, he does not always lose.","A horse walks into a bar. Bartender says: """"So, why the long face?",jester
"My girlfriend is fed up of my constant wordplay jokes, so I asked her, ""How can I stop my addiction?"" ""Whatever means necessary,"" she replied. ""No it doesn't."" I said.","me: ok now keep control of the wheel and slowly press the gas pedal, you're doing great goose: honk me: yes we will get to that",haha
"How do you know if somebody's Christian? Don't worry, They'll fucking tell you.",What do a nearsighted gynecologist and a healthy dog have in common? 84% of their dna,haha
"Wife: ""I just got stung by a jellyfish. quick, pee on it!"" Husband: [peeing on jellyfish] ""This is for stinging my wife.""",How do Jews fight? With JewJitsu,haha
"My dad thought it would be a good idea to show my girlfriend my baby photos. ""You haven't changed at all."" she laughed. ""That's enough of the naked ones, please."" I told him.","Why did the Muslim cross the.... BOOM! Oh, I see.",haha
"A man joins a big corporate empire as a trainee. On his very first day of work, he dials the pantry and shouts into the phone: """"Get me a coffee, quickly!"""" The voice from the other side responds, """"You fool, you've dialed the wrong extension! Do you know who you're talking to, dumbo?"""" """"No,"""" replied the trainee.""""It's the CEO of the company, you fool!"""" The trainee shouts back, """"And do YOU know who YOU are talking to, you fool?!"""" """"No."""" replied the CEO indignantly. """"Good!"""" replied the trainee, and puts down the phone.","They asked the Japanese visitor if they have elections in his country.   """"Every Morning"""" he answers.",jester
"A Midget Walked Past Me On The Sidewalk Today Wearing A Shirt That Said ""I Hate Black People"" ...I thought to myself ""Well damn- thats a little racist.",What Should You Do After Ireland Wins The World Cup Turn off Fifa and go to bed,haha
"What do you call a constipated detective? No shit, Sherlock.","Husband: ""Oh the weather is lovely today. Shall we go out for a quick jog?"" Wife: ""Hahaha, I love the way you pronounce Shall we go out and have a cake'!""",haha
"My girlfriend came out of the shower and said ""I shaved my pussy, you know what that means? I said ""yeah, the drain is clogged again. ""","I got chatting to a black chick in the pub last night and she asked if I fancied taking her home. ""Fuck off"" I told her "" I'm not driving to Africa at this time of night"".",haha
"When my three-year-old son opened the birthday gift from his grandmother, he discovered a water pistol. He squealed with delight and headed for the nearest sink. I was not so pleased. I turned to Mom and said, """"I'm surprised at you. Don't you remember how we used to drive you crazy with water guns?"""" Mom smiled and then replied...""""I remember.","When most people claim to be """"killing time"""", it's only an expression. When Chuck Norris kills time, the minutes actually cease to exist.",jester
When applying for new jobs state under illnesses and disabilities that you have narcolepsy and Tourettes. Not only can you sleep on the job but if anybody tries to wake you up you can tell them to fuck off.,"me: ok now keep control of the wheel and slowly press the gas pedal, you're doing great goose: honk me: yes we will get to that",haha
"What a woman says:  """"This place is a mess!  C'mon, You and I need to clean up, Your stuff is lying on the floor and you'll have no clothes to wear, if we don't do laundry right now!""""  What a man hears:  blah, blah, blah, blah, C'mon blah, blah, blah, blah, you and I blah, blah, blah, blah, on the floor blah, blah, blah, blah, no clothes blah, blah, blah, blah, RIGHT NOW!","Once upon a time, two brooms fell in love and decided to get married. Before the ceremony, the bride broom informed the groom broom that  she was expecting a little whiskbroom. The groom broom was aghast!  """"How is this possible?"""" he asked. """"We've never swept together!",jester
"A man, recently completing a routine physical examination receives a phone call from his doctor.  The doctor says, """"I have some good news and some bad news.""""  The man says, """"OK, give me the good news first.""""  The doctor says, """"The good news is, you have 24 hours to live.""""  The man replies, """"Shit!  That's the good news?  Then what's the bad news?""""  The doctor says, """"The bad news is, I forgot to call you yesterday.","Q: How many stalkers does it take to change a light bulb?  A: Two. One to replace the bulb, and the other to watch it day and night.",jester
"Wife: ""I just got stung by a jellyfish. quick, pee on it!"" Husband: [peeing on jellyfish] ""This is for stinging my wife.""","Success is 50% inspiration, 50% perspiration, and 50% THE SECRET PERCENTAGE INCREASER MACHINE.",haha
"Clinton returns from a vacation in Arkansas and walks down  the steps of Air Force One with two pigs under his arms.  At the bottom of the steps, he says  to the honor guardsman, """"These are genuine Arkansas Razor-Back Hogs.  I got this one for Chelsea and this one for Hillary.""""    The guardsman replies, """"Nice trade, Sir.",What do you get when you run over a parakeet with a lawnmower?  Shredded tweet.,jester
"They have free mints in the movie theater bathrooms. Wife: ""GROSS, who eats mints from the bathroom?!"" Me: (Mouth full of mints) ""I KNOW!""",What do you call an overweight homosexual? Jigglypuff.,haha
"It is said that the Welsh were the first to use condoms, by making them out of sheep intestines. But the English perfected this technique by removing them from the sheep first.",What do you call an Asian penguin? A penguyen,haha
"Until I became a parent, I didn't know it was possible to resent people who don't have bags under their eyes","Paddy wanted to buy a Labrador.. Mick said ""Fuck that, have you seen how many of their owners go blind!""",haha
"(A) The Japanese eat very little fat and suffer fewer heart attacks than the British or Americans. (B) On the other hand, the French eat a lot of fat and also suffer fewer heart attacks than the British or Americans. (C) The Chinese drink very little red wine and suffer fewer heart attacks than the British or Americans. (D) The Italians drink excessive amounts of red wine and also suffer fewer heart attacks than the British or Americans.(E) Conclusion: Eat and drink what you like. It's speaking English that kills you.","A horse walks into a bar. Bartender says: """"So, why the long face?",jester
"An elderly couple is in church. The wife says to the husband, ""I've let out one of those silent farts, what do I do?"" The husband says, ""Change the battery in your hearing aid.""",Give a white man a fish and he'll eat for a day. Give a black man a fishing rod and he'll fish your car keys through your letterbox.,haha
"On the first day of college, the Dean addressed the students, pointing out some of the rules:  """"The female dormitory will be out-of-bounds for all male students and the male dormitory to the female students. Anybody caught breaking this rule will be finded $20 the first time."""" He continued, """"Anybody  caught breaking this rule the second time will be fined $60. Being caught a third time will cost you a fine of $180. Are there any questions ?""""  At this point, a male student in the crowd inquired: """"How much for a season pass ?","Q.	What's O. J. Simpson's Internet address?  A.	Slash, slash, backslash, slash, slash, escape.",jester
"A radio conversation of a US naval  ship with Canadian authorities ...   Americans: Please divert your course 15 degrees to the North to avoid a collision.  Canadians: Recommend you divert YOUR course 15 degrees to the South to  avoid a collision.  Americans: This is the Captain of a US Navy ship.  I say again, divert  YOUR course.  Canadians: No.  I say again, you divert YOUR course.  Americans: This is the aircraft carrier USS LINCOLN, the second largest ship in the United States' Atlantic Fleet. We are accompanied by three destroyers, three cruisers and numerous support vessels. I demand that you change your course 15 degrees north, that's ONE FIVE DEGREES NORTH, or counter-measures will be undertaken to ensure the safety of this ship.  Canadians: This is a lighthouse.  Your call.","A woman has twins, and gives them up for adoption.  One of them goes to a family in Egypt and is named """"Amal.""""  The other goes to a  family in Spain; they name him """"Juan.""""  Years later, Juan sends a picture of himself to his mom.  Upon receiving the picture, she tells her husband that she wishes she also had a picture of Amal.   Her husband responds, """"But they are twins-if you've seen Juan, you've seen   Amal.",jester
I'm so excited to finally get a dad bod It's the first time I've ever had a father figure,Eminem is afraid of giraffes. He doesn't like their necks.,haha
"My neighbor is blasting his meditation music, but every time I go over to say something I'm filled with a deep sense of peace.","I know all the days of the week are supposed to seem the same under quarantine, but somehow Saturday and Sunday still feel like the weekend to me. And I hate weekends.",haha
Boss: Where were you born? Santa : India. Boss: which part? Santa : What 'which part'? Whole body was born in India.,Eminem is afraid of giraffes. He doesn't like their necks.,haha
"A lawyer was caught jerking off in a grocery store. The arresting officer asked the lawyer ""Why did you do it? Aren't you afraid of going to jail?"" The lawyer responded, ""I knew I'd get myself off""",my car: uh oh your seat belt isn't on haha beep beep me: my car: maybe i'll fuckin scream about it i dunno,haha
"One day the first grade teacher was reading the story of the Three Little Pigs to her class. She came to the part of the story where the first pig was trying to accumulate the building materials for his home. She read, """"...and so the pig went up to the man with the wheelbarrow full of straw and said, 'Pardon me sir, but may I have some of that straw to build my house?'"""" The teacher paused then asked the class, """"And what do you think that man said?"""" One little boy raised his hand and said, """"I know...he said, 'Holy Shit! A talking pig!'",Q: Do you know the difference between an intelligent male and the Sasquatch?  A: There have been actual reported sightings of the Sasquatch.,jester
