post_id,domain,expected,prediction,is_correct,score_ratio,raw_response,thinking
xbw71o,askacademia_validation,B,B,True,3.0,<answer>B</answer>,
xbw71o,askacademia_validation,A,A,True,2.0,<answer>A</answer>,
xbw71o,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
xbw71o,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
xbw71o,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
xbw71o,askacademia_validation,B,B,True,3.0,<answer>B</answer>,
xbw71o,askacademia_validation,B,B,True,3.0,<answer>B</answer>,
xbw71o,askacademia_validation,A,A,True,3.0,<answer>A</answer>,
xbw71o,askacademia_validation,A,A,True,3.0,<answer>A</answer>,
xbw71o,askacademia_validation,A,A,True,3.0,<answer>A</answer>,
xbw71o,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
myxn1k,askacademia_validation,A,B,False,3.0,<answer>B</answer>,
myxn1k,askacademia_validation,B,B,True,2.125,<answer>B</answer>,
myxn1k,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
gm3zk2,askacademia_validation,B,B,True,2.1333333333,<answer>B</answer>,
gm3zk2,askacademia_validation,A,A,True,9.1428571429,<answer>A</answer>,
gm3zk2,askacademia_validation,A,B,False,3.0,<answer>B</answer>,
hqqxlw,askacademia_validation,A,A,True,2.6257309942,<answer>A</answer>,
hqqxlw,askacademia_validation,A,B,False,2.2058823529,<answer>B</answer>,
hqqxlw,askacademia_validation,A,B,False,2.8846153846,<answer>B</answer>,
hqqxlw,askacademia_validation,A,A,True,3.75,<answer>A</answer>,
hqqxlw,askacademia_validation,A,A,True,8.3333333333,<answer>A</answer>,
hqqxlw,askacademia_validation,B,B,True,15.0,<answer>B</answer>,
hqqxlw,askacademia_validation,A,B,False,2.09375,<answer>B</answer>,
hqqxlw,askacademia_validation,A,A,True,2.5769230769,<answer>A</answer>,
hqqxlw,askacademia_validation,A,B,False,2.4814814815,<answer>B</answer>,
hqqxlw,askacademia_validation,A,A,True,2.9130434783,<answer>A</answer>,
hqqxlw,askacademia_validation,A,A,True,3.35,<answer>A</answer>,
hqqxlw,askacademia_validation,A,A,True,3.35,<answer>A</answer>,
hqqxlw,askacademia_validation,B,B,True,3.9411764706,<answer>B</answer>,
hqqxlw,askacademia_validation,A,A,True,3.5263157895,<answer>A</answer>,
hqqxlw,askacademia_validation,A,B,False,4.7857142857,<answer>B</answer>,
hqqxlw,askacademia_validation,B,B,True,6.7,<answer>B</answer>,
hqqxlw,askacademia_validation,B,B,True,7.4444444444,<answer>B</answer>,
hqqxlw,askacademia_validation,B,B,True,7.4444444444,<answer>B</answer>,
hqqxlw,askacademia_validation,A,B,False,7.4444444444,<answer>B</answer>,
hqqxlw,askacademia_validation,B,B,True,9.5714285714,<answer>B</answer>,
hqqxlw,askacademia_validation,B,B,True,9.5714285714,<answer>B</answer>,
hqqxlw,askacademia_validation,B,B,True,13.4,<answer>B</answer>,
hqqxlw,askacademia_validation,A,A,True,11.1666666667,<answer>A</answer>,
hqqxlw,askacademia_validation,A,A,True,2.35,<answer>A</answer>,
hqqxlw,askacademia_validation,A,A,True,9.4,<answer>A</answer>,
hqqxlw,askacademia_validation,B,B,True,2.0588235294,<answer>B</answer>,
hqqxlw,askacademia_validation,B,B,True,2.5,<answer>B</answer>,
hqqxlw,askacademia_validation,B,B,True,3.5,<answer>B</answer>,
hqqxlw,askacademia_validation,A,A,True,3.8888888889,<answer>A</answer>,
hqqxlw,askacademia_validation,B,B,True,3.8888888889,<answer>B</answer>,
hqqxlw,askacademia_validation,A,A,True,5.0,<answer>A</answer>,
hqqxlw,askacademia_validation,A,A,True,5.0,<answer>A</answer>,
hqqxlw,askacademia_validation,B,B,True,7.0,<answer>B</answer>,
hqqxlw,askacademia_validation,B,B,True,3.2,<answer>B</answer>,
hqqxlw,askacademia_validation,B,B,True,3.5555555556,<answer>B</answer>,
hqqxlw,askacademia_validation,B,B,True,3.5555555556,<answer>B</answer>,
hqqxlw,askacademia_validation,A,B,False,4.5714285714,<answer>B</answer>,
hqqxlw,askacademia_validation,A,A,True,6.4,<answer>A</answer>,
hqqxlw,askacademia_validation,A,A,True,2.8888888889,<answer>A</answer>,
hqqxlw,askacademia_validation,B,B,True,5.2,<answer>B</answer>,
hqqxlw,askacademia_validation,A,A,True,2.7,<answer>A</answer>,
hqqxlw,askacademia_validation,B,B,True,3.0,<answer>B</answer>,
hqqxlw,askacademia_validation,A,A,True,3.0,<answer>A</answer>,
hqqxlw,askacademia_validation,B,B,True,3.0,<answer>B</answer>,
hqqxlw,askacademia_validation,A,A,True,3.8571428571,<answer>A</answer>,
hqqxlw,askacademia_validation,A,A,True,3.8571428571,<answer>A</answer>,
hqqxlw,askacademia_validation,A,A,True,5.4,<answer>A</answer>,
hqqxlw,askacademia_validation,B,B,True,4.5,<answer>B</answer>,
hqqxlw,askacademia_validation,A,B,False,2.3,<answer>B</answer>,
hqqxlw,askacademia_validation,B,B,True,2.5555555556,<answer>B</answer>,
hqqxlw,askacademia_validation,A,A,True,4.6,<answer>A</answer>,
hqqxlw,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
hqqxlw,askacademia_validation,A,A,True,2.2222222222,<answer>A</answer>,
hqqxlw,askacademia_validation,A,B,False,2.2222222222,<answer>B</answer>,
hqqxlw,askacademia_validation,A,A,True,4.0,<answer>A</answer>,
hqqxlw,askacademia_validation,A,A,True,4.0,<answer>A</answer>,
hqqxlw,askacademia_validation,B,B,True,3.4,<answer>B</answer>,
hqqxlw,askacademia_validation,B,A,False,2.1111111111,<answer>A</answer>,
hqqxlw,askacademia_validation,A,A,True,3.8,<answer>A</answer>,
hqqxlw,askacademia_validation,A,B,False,2.0,<answer>B</answer>,
hqqxlw,askacademia_validation,A,A,True,2.0,<answer>A</answer>,
hqqxlw,askacademia_validation,A,A,True,2.8,<answer>A</answer>,
hqqxlw,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
pqhqkb,askacademia_validation,A,A,True,2.2857142857,<answer>A</answer>,
pqhqkb,askacademia_validation,B,B,True,3.2,<answer>B</answer>,
pqhqkb,askacademia_validation,B,B,True,5.3333333333,<answer>B</answer>,
pqhqkb,askacademia_validation,A,A,True,5.3333333333,<answer>A</answer>,
pqhqkb,askacademia_validation,B,B,True,8.0,<answer>B</answer>,
pqhqkb,askacademia_validation,B,B,True,3.6666666667,<answer>B</answer>,
pqhqkb,askacademia_validation,A,B,False,2.4,<answer>B</answer>,
pqhqkb,askacademia_validation,A,A,True,4.0,<answer>A</answer>,
pqhqkb,askacademia_validation,B,A,False,2.4,<answer>A</answer>,
pqhqkb,askacademia_validation,B,A,False,4.0,<answer>A</answer>,
pqhqkb,askacademia_validation,B,A,False,4.0,<answer>A</answer>,
pqhqkb,askacademia_validation,A,B,False,6.0,<answer>B</answer>,
b8an5s,askacademia_validation,A,A,True,2.1428571429,<answer>A</answer>,
b8an5s,askacademia_validation,A,A,True,3.75,<answer>A</answer>,
b8an5s,askacademia_validation,B,B,True,2.75,<answer>B</answer>,
hfumcg,askacademia_validation,B,A,False,2.0909090909,<answer>A</answer>,
hfumcg,askacademia_validation,B,A,False,14.1538461538,<answer>A</answer>,
hfumcg,askacademia_validation,A,B,False,18.4,<answer>B</answer>,
hfumcg,askacademia_validation,A,A,True,6.7692307692,<answer>A</answer>,
hfumcg,askacademia_validation,A,A,True,8.8,<answer>A</answer>,
hfumcg,askacademia_validation,A,A,True,5.4615384615,<answer>A</answer>,
hfumcg,askacademia_validation,B,B,True,7.1,<answer>B</answer>,
hfumcg,askacademia_validation,A,A,True,11.8333333333,<answer>A</answer>,
hfumcg,askacademia_validation,B,A,False,2.5,<answer>A</answer>,
hfumcg,askacademia_validation,B,B,True,3.8461538462,<answer>B</answer>,
hfumcg,askacademia_validation,A,A,True,5.0,<answer>A</answer>,
hfumcg,askacademia_validation,A,B,False,8.3333333333,<answer>B</answer>,
hfumcg,askacademia_validation,A,A,True,8.3333333333,<answer>A</answer>,
hfumcg,askacademia_validation,A,B,False,2.35,<answer>B</answer>,
hfumcg,askacademia_validation,A,A,True,3.6153846154,<answer>A</answer>,
hfumcg,askacademia_validation,A,A,True,4.7,<answer>A</answer>,
hfumcg,askacademia_validation,B,B,True,7.8333333333,<answer>B</answer>,
hfumcg,askacademia_validation,A,B,False,2.35,<answer>B</answer>,
hfumcg,askacademia_validation,B,A,False,3.6153846154,<answer>A</answer>,
hfumcg,askacademia_validation,A,B,False,4.7,<answer>B</answer>,
hfumcg,askacademia_validation,B,A,False,7.8333333333,<answer>A</answer>,
hfumcg,askacademia_validation,B,A,False,7.8333333333,<answer>A</answer>,
hfumcg,askacademia_validation,B,B,True,7.8333333333,<answer>B</answer>,
hfumcg,askacademia_validation,A,B,False,15.6666666667,<answer>B</answer>,
hfumcg,askacademia_validation,B,A,False,2.4,<answer>A</answer>,
hfumcg,askacademia_validation,B,B,True,2.7692307692,<answer>B</answer>,
hfumcg,askacademia_validation,A,B,False,3.6,<answer>B</answer>,
hfumcg,askacademia_validation,A,B,False,6.0,<answer>B</answer>,
hfumcg,askacademia_validation,B,B,True,6.0,<answer>B</answer>,
hfumcg,askacademia_validation,B,B,True,6.0,<answer>B</answer>,
hfumcg,askacademia_validation,A,B,False,12.0,<answer>B</answer>,
hfumcg,askacademia_validation,A,B,False,2.6923076923,<answer>B</answer>,
hfumcg,askacademia_validation,B,B,True,3.5,<answer>B</answer>,
hfumcg,askacademia_validation,A,B,False,5.8333333333,<answer>B</answer>,
hfumcg,askacademia_validation,A,A,True,5.8333333333,<answer>A</answer>,
hfumcg,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
hfumcg,askacademia_validation,A,A,True,3.3333333333,<answer>A</answer>,
hfumcg,askacademia_validation,A,B,False,2.5,<answer>B</answer>,
hfumcg,askacademia_validation,A,A,True,2.5,<answer>A</answer>,
hfumcg,askacademia_validation,B,B,True,2.5,<answer>B</answer>,
hfumcg,askacademia_validation,A,A,True,5.0,<answer>A</answer>,
hfumcg,askacademia_validation,A,B,False,2.6666666667,<answer>B</answer>,
hfumcg,askacademia_validation,A,A,True,2.6666666667,<answer>A</answer>,
hfumcg,askacademia_validation,A,A,True,2.6666666667,<answer>A</answer>,
hfumcg,askacademia_validation,B,A,False,5.3333333333,<answer>A</answer>,
hfumcg,askacademia_validation,B,B,True,2.3333333333,<answer>B</answer>,
hfumcg,askacademia_validation,B,B,True,2.3333333333,<answer>B</answer>,
hfumcg,askacademia_validation,A,A,True,2.3333333333,<answer>A</answer>,
hfumcg,askacademia_validation,B,B,True,4.6666666667,<answer>B</answer>,
hfumcg,askacademia_validation,B,B,True,2.6666666667,<answer>B</answer>,
hqf0k6,askacademia_validation,A,A,True,2.4,<answer>A</answer>,
hqf0k6,askacademia_validation,B,B,True,4.1739130435,<answer>B</answer>,
hqf0k6,askacademia_validation,A,A,True,5.6470588235,<answer>A</answer>,
hqf0k6,askacademia_validation,A,A,True,9.6,<answer>A</answer>,
hqf0k6,askacademia_validation,A,A,True,12.0,<answer>A</answer>,
hqf0k6,askacademia_validation,A,A,True,48.0,<answer>A</answer>,
hqf0k6,askacademia_validation,A,B,False,5.0,<answer>B</answer>,
hqf0k6,askacademia_validation,A,B,False,2.125,<answer>B</answer>,
hqf0k6,askacademia_validation,A,A,True,8.5,<answer>A</answer>,
hqf0k6,askacademia_validation,B,B,True,5.0,<answer>B</answer>,
hqf0k6,askacademia_validation,B,B,True,4.0,<answer>B</answer>,
hqf0k6,askacademia_validation,B,B,True,2.5,<answer>B</answer>,
hqf0k6,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
hqf0k6,askacademia_validation,A,A,True,2.0,<answer>A</answer>,
g8wf1o,askacademia_validation,A,A,True,8.6363636364,<answer>A</answer>,
g8wf1o,askacademia_validation,A,A,True,2.5416666667,<answer>A</answer>,
g8wf1o,askacademia_validation,B,B,True,5.5454545455,<answer>B</answer>,
g8wf1o,askacademia_validation,A,A,True,12.2,<answer>A</answer>,
g8wf1o,askacademia_validation,B,B,True,2.1818181818,<answer>B</answer>,
g8wf1o,askacademia_validation,B,B,True,4.8,<answer>B</answer>,
g8wf1o,askacademia_validation,A,A,True,3.6,<answer>A</answer>,
g8wf1o,askacademia_validation,A,A,True,3.0,<answer>A</answer>,
g8wf1o,askacademia_validation,A,B,False,3.6,<answer>B</answer>,
g8wf1o,askacademia_validation,B,B,True,2.4,<answer>B</answer>,
g8wf1o,askacademia_validation,A,A,True,2.0,<answer>A</answer>,
p1oij8,askacademia_validation,B,B,True,2.4090909091,<answer>B</answer>,
p1oij8,askacademia_validation,B,B,True,4.4166666667,<answer>B</answer>,
p1oij8,askacademia_validation,B,B,True,7.5714285714,<answer>B</answer>,
p1oij8,askacademia_validation,B,B,True,53.0,<answer>B</answer>,
p1oij8,askacademia_validation,B,B,True,2.375,<answer>B</answer>,
p1oij8,askacademia_validation,B,A,False,4.0714285714,<answer>A</answer>,
p1oij8,askacademia_validation,A,B,False,28.5,<answer>B</answer>,
p1oij8,askacademia_validation,B,A,False,3.1428571429,<answer>A</answer>,
p1oij8,askacademia_validation,B,B,True,5.0,<answer>B</answer>,
p1oij8,askacademia_validation,A,A,True,10.0,<answer>A</answer>,
p1oij8,askacademia_validation,A,B,False,2.75,<answer>B</answer>,
p1oij8,askacademia_validation,A,B,False,2.75,<answer>B</answer>,
p1oij8,askacademia_validation,A,A,True,2.2,<answer>A</answer>,
p1oij8,askacademia_validation,A,A,True,5.5,<answer>A</answer>,
p1oij8,askacademia_validation,A,B,False,5.5,<answer>B</answer>,
p1oij8,askacademia_validation,B,B,True,2.5,<answer>B</answer>,
p1oij8,askacademia_validation,B,B,True,2.5,<answer>B</answer>,
p1oij8,askacademia_validation,A,A,True,2.0,<answer>A</answer>,
p1oij8,askacademia_validation,B,B,True,5.0,<answer>B</answer>,
p1oij8,askacademia_validation,B,B,True,5.0,<answer>B</answer>,
p1oij8,askacademia_validation,A,B,False,2.0,<answer>B</answer>,
p1oij8,askacademia_validation,A,B,False,2.0,<answer>B</answer>,
p1oij8,askacademia_validation,A,B,False,4.0,<answer>B</answer>,
p1oij8,askacademia_validation,A,B,False,4.0,<answer>B</answer>,
p1oij8,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
p1oij8,askacademia_validation,A,A,True,2.0,<answer>A</answer>,
p1oij8,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
p1oij8,askacademia_validation,A,B,False,2.5,<answer>B</answer>,
p1oij8,askacademia_validation,B,B,True,2.5,<answer>B</answer>,
p1oij8,askacademia_validation,A,A,True,2.0,<answer>A</answer>,
p1oij8,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
dixi3u,askacademia_validation,B,B,True,6.9459459459,<answer>B</answer>,
dixi3u,askacademia_validation,A,B,False,3.1891891892,<answer>B</answer>,
dixi3u,askacademia_validation,A,B,False,3.5757575758,<answer>B</answer>,
dixi3u,askacademia_validation,B,B,True,6.2105263158,<answer>B</answer>,
dixi3u,askacademia_validation,A,B,False,19.6666666667,<answer>B</answer>,
dixi3u,askacademia_validation,A,B,False,3.3333333333,<answer>B</answer>,
dixi3u,askacademia_validation,B,B,True,3.3333333333,<answer>B</answer>,
dixi3u,askacademia_validation,B,A,False,2.0,<answer>A</answer>,
dixi3u,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
dixi3u,askacademia_validation,A,B,False,3.0,<answer>B</answer>,
dixi3u,askacademia_validation,B,B,True,3.0,<answer>B</answer>,
dixi3u,askacademia_validation,A,A,True,4.0,<answer>A</answer>,
dixi3u,askacademia_validation,B,A,False,2.5,<answer>A</answer>,
dixi3u,askacademia_validation,B,A,False,2.5,<answer>A</answer>,
sec3l4,askacademia_validation,B,B,True,4.2307692308,<answer>B</answer>,
sec3l4,askacademia_validation,B,B,True,2.2307692308,<answer>B</answer>,
sec3l4,askacademia_validation,A,B,False,3.0,<answer>B</answer>,
sec3l4,askacademia_validation,A,B,False,4.0,<answer>B</answer>,
sec3l4,askacademia_validation,A,A,True,3.0,<answer>A</answer>,
sec3l4,askacademia_validation,A,A,True,6.0,<answer>A</answer>,
sec3l4,askacademia_validation,A,A,True,2.0,<answer>A</answer>,
sec3l4,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
s1l1qh,askacademia_validation,B,B,True,3.3333333333,<answer>B</answer>,
s1l1qh,askacademia_validation,A,A,True,2.6666666667,<answer>A</answer>,
s1l1qh,askacademia_validation,B,B,True,2.6666666667,<answer>B</answer>,
s1l1qh,askacademia_validation,A,A,True,2.6666666667,<answer>A</answer>,
s1l1qh,askacademia_validation,B,A,False,2.3333333333,<answer>A</answer>,
s1l1qh,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
s1l1qh,askacademia_validation,A,A,True,2.0,<answer>A</answer>,
s1l1qh,askacademia_validation,A,A,True,2.0,<answer>A</answer>,
s1l1qh,askacademia_validation,A,B,False,2.0,<answer>B</answer>,
s1l1qh,askacademia_validation,A,B,False,2.5,<answer>B</answer>,
s1l1qh,askacademia_validation,A,B,False,2.5,<answer>B</answer>,
s1l1qh,askacademia_validation,A,B,False,2.5,<answer>B</answer>,
6fogal,askacademia_validation,B,B,True,3.5,<answer>B</answer>,
a5bgqz,askacademia_validation,A,A,True,2.2647058824,<answer>A</answer>,
a5bgqz,askacademia_validation,B,B,True,4.5294117647,<answer>B</answer>,
a5bgqz,askacademia_validation,A,B,False,2.4411764706,<answer>B</answer>,
a5bgqz,askacademia_validation,A,A,True,2.59375,<answer>A</answer>,
a5bgqz,askacademia_validation,A,B,False,3.9523809524,<answer>B</answer>,
a5bgqz,askacademia_validation,A,B,False,4.8823529412,<answer>B</answer>,
a5bgqz,askacademia_validation,B,A,False,6.9166666667,<answer>A</answer>,
a5bgqz,askacademia_validation,A,A,True,27.6666666667,<answer>A</answer>,
a5bgqz,askacademia_validation,B,B,True,3.0,<answer>B</answer>,
a5bgqz,askacademia_validation,B,A,False,3.7058823529,<answer>A</answer>,
a5bgqz,askacademia_validation,A,B,False,21.0,<answer>B</answer>,
a5bgqz,askacademia_validation,B,B,True,10.6666666667,<answer>B</answer>,
a5bgqz,askacademia_validation,A,A,True,4.0,<answer>A</answer>,
a5bgqz,askacademia_validation,B,B,True,2.3333333333,<answer>B</answer>,
a5bgqz,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
d0nk36,askacademia_validation,B,B,True,2.1875,<answer>B</answer>,
uzl6bn,askacademia_validation,A,A,True,5.4,<answer>A</answer>,
uzl6bn,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
uzl6bn,askacademia_validation,B,B,True,2.5,<answer>B</answer>,
uzl6bn,askacademia_validation,B,B,True,2.5,<answer>B</answer>,
uzl6bn,askacademia_validation,B,A,False,2.8571428571,<answer>A</answer>,
rot1ac,askacademia_validation,A,A,True,3.2368421053,<answer>A</answer>,
rot1ac,askacademia_validation,A,A,True,6.8333333333,<answer>A</answer>,
rot1ac,askacademia_validation,A,B,False,2.1111111111,<answer>B</answer>,
rot1ac,askacademia_validation,B,B,True,2.1666666667,<answer>B</answer>,
fus0qe,askacademia_validation,B,B,True,2.3333333333,<answer>B</answer>,
fus0qe,askacademia_validation,B,B,True,2.3333333333,<answer>B</answer>,
fus0qe,askacademia_validation,A,B,False,2.3333333333,<answer>B</answer>,
fus0qe,askacademia_validation,B,A,False,2.3333333333,<answer>A</answer>,
x4xa5z,askacademia_validation,A,B,False,8.0,<answer>B</answer>,
x4xa5z,askacademia_validation,A,B,False,12.0,<answer>B</answer>,
x4xa5z,askacademia_validation,A,B,False,2.3333333333,<answer>B</answer>,
x4xa5z,askacademia_validation,A,B,False,3.5,<answer>B</answer>,
x4xa5z,askacademia_validation,B,A,False,2.0,<answer>A</answer>,
naczk,askacademia_validation,A,A,True,2.3333333333,<answer>A</answer>,
oqrh0t,askacademia_validation,B,B,True,8.25,<answer>B</answer>,
oqrh0t,askacademia_validation,A,A,True,2.5,<answer>A</answer>,
oqrh0t,askacademia_validation,A,A,True,2.5,<answer>A</answer>,
rk5c6t,askacademia_validation,A,A,True,36.6666666667,<answer>A</answer>,
rk5c6t,askacademia_validation,A,A,True,2.0869565217,<answer>A</answer>,
rk5c6t,askacademia_validation,B,B,True,2.6666666667,<answer>B</answer>,
rk5c6t,askacademia_validation,B,B,True,4.8,<answer>B</answer>,
rk5c6t,askacademia_validation,A,A,True,6.8571428571,<answer>A</answer>,
rk5c6t,askacademia_validation,A,B,False,9.6,<answer>B</answer>,
rk5c6t,askacademia_validation,B,B,True,16.0,<answer>B</answer>,
rk5c6t,askacademia_validation,B,A,False,12.0,<answer>A</answer>,
rk5c6t,askacademia_validation,B,B,True,12.0,<answer>B</answer>,
rk5c6t,askacademia_validation,B,B,True,9.6,<answer>B</answer>,
rk5c6t,askacademia_validation,A,B,False,16.0,<answer>B</answer>,
rk5c6t,askacademia_validation,B,B,True,24.0,<answer>B</answer>,
rk5c6t,askacademia_validation,A,B,False,14.0,<answer>B</answer>,
rk5c6t,askacademia_validation,A,B,False,21.0,<answer>B</answer>,
rk5c6t,askacademia_validation,B,B,True,10.6666666667,<answer>B</answer>,
rk5c6t,askacademia_validation,A,A,True,10.6666666667,<answer>A</answer>,
rk5c6t,askacademia_validation,A,A,True,16.0,<answer>A</answer>,
rk5c6t,askacademia_validation,A,B,False,9.0,<answer>B</answer>,
rk5c6t,askacademia_validation,A,B,False,2.3,<answer>B</answer>,
rk5c6t,askacademia_validation,A,B,False,7.6666666667,<answer>B</answer>,
rk5c6t,askacademia_validation,A,B,False,5.75,<answer>B</answer>,
rk5c6t,askacademia_validation,B,A,False,7.6666666667,<answer>A</answer>,
rk5c6t,askacademia_validation,A,B,False,11.5,<answer>B</answer>,
rk5c6t,askacademia_validation,A,B,False,2.5714285714,<answer>B</answer>,
rk5c6t,askacademia_validation,A,B,False,3.6,<answer>B</answer>,
rk5c6t,askacademia_validation,B,B,True,6.0,<answer>B</answer>,
rk5c6t,askacademia_validation,B,A,False,4.5,<answer>A</answer>,
rk5c6t,askacademia_validation,A,B,False,4.5,<answer>B</answer>,
rk5c6t,askacademia_validation,B,B,True,3.6,<answer>B</answer>,
rk5c6t,askacademia_validation,A,B,False,6.0,<answer>B</answer>,
rk5c6t,askacademia_validation,B,B,True,9.0,<answer>B</answer>,
rk5c6t,askacademia_validation,B,B,True,3.3333333333,<answer>B</answer>,
rk5c6t,askacademia_validation,A,B,False,3.3333333333,<answer>B</answer>,
rk5c6t,askacademia_validation,A,B,False,5.0,<answer>B</answer>,
rk5c6t,askacademia_validation,A,A,True,2.6666666667,<answer>A</answer>,
rk5c6t,askacademia_validation,B,A,False,2.0,<answer>A</answer>,
rk5c6t,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
rk5c6t,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
rk5c6t,askacademia_validation,A,B,False,2.6666666667,<answer>B</answer>,
rk5c6t,askacademia_validation,B,B,True,4.0,<answer>B</answer>,
rk5c6t,askacademia_validation,B,B,True,2.3333333333,<answer>B</answer>,
rk5c6t,askacademia_validation,A,B,False,2.3333333333,<answer>B</answer>,
rk5c6t,askacademia_validation,B,A,False,3.5,<answer>A</answer>,
rk5c6t,askacademia_validation,A,A,True,2.5,<answer>A</answer>,
rk5c6t,askacademia_validation,A,A,True,2.0,<answer>A</answer>,
rk5c6t,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
rk5c6t,askacademia_validation,B,B,True,2.5,<answer>B</answer>,
rk5c6t,askacademia_validation,B,A,False,2.0,<answer>A</answer>,
2yeka0,askacademia_validation,B,B,True,3.3333333333,<answer>B</answer>,
2yeka0,askacademia_validation,B,B,True,3.3333333333,<answer>B</answer>,
2yeka0,askacademia_validation,A,A,True,5.0,<answer>A</answer>,
r2fn1n,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
r2fn1n,askacademia_validation,A,B,False,2.25,<answer>B</answer>,
r2fn1n,askacademia_validation,A,A,True,2.5,<answer>A</answer>,
xfol4s,askacademia_validation,B,B,True,3.3333333333,<answer>B</answer>,
xfol4s,askacademia_validation,A,A,True,2.0,<answer>A</answer>,
9ly7n9,askacademia_validation,A,A,True,2.4,<answer>A</answer>,
9ly7n9,askacademia_validation,B,B,True,4.0,<answer>B</answer>,
9ly7n9,askacademia_validation,A,A,True,3.0,<answer>A</answer>,
9ly7n9,askacademia_validation,A,B,False,2.2,<answer>B</answer>,
9ly7n9,askacademia_validation,B,A,False,3.6666666667,<answer>A</answer>,
rsk5er,askacademia_validation,A,A,True,3.1176470588,<answer>A</answer>,
rsk5er,askacademia_validation,A,A,True,3.3125,<answer>A</answer>,
rsk5er,askacademia_validation,A,B,False,2.8,<answer>B</answer>,
rsk5er,askacademia_validation,B,B,True,4.6666666667,<answer>B</answer>,
rsk5er,askacademia_validation,B,B,True,3.3333333333,<answer>B</answer>,
iyr3t0,askacademia_validation,B,B,True,3.0,<answer>B</answer>,
mtwywi,askacademia_validation,B,B,True,2.2222222222,<answer>B</answer>,
mtwywi,askacademia_validation,A,B,False,2.0,<answer>B</answer>,
mtwywi,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
4zs8hj,askacademia_validation,B,A,False,3.44,<answer>A</answer>,
4zs8hj,askacademia_validation,B,A,False,7.1666666667,<answer>A</answer>,
4zs8hj,askacademia_validation,B,A,False,7.8181818182,<answer>A</answer>,
4zs8hj,askacademia_validation,B,A,False,14.3333333333,<answer>A</answer>,
4zs8hj,askacademia_validation,B,A,False,2.0833333333,<answer>A</answer>,
4zs8hj,askacademia_validation,A,B,False,2.2727272727,<answer>B</answer>,
4zs8hj,askacademia_validation,A,B,False,4.1666666667,<answer>B</answer>,
4zs8hj,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
4zs8hj,askacademia_validation,A,B,False,2.2,<answer>B</answer>,
4zs8hj,askacademia_validation,B,A,False,3.6666666667,<answer>A</answer>,
4zs8hj,askacademia_validation,B,B,True,3.6666666667,<answer>B</answer>,
86k1wl,askacademia_validation,A,A,True,2.5,<answer>A</answer>,
86k1wl,askacademia_validation,A,B,False,7.5,<answer>B</answer>,
86k1wl,askacademia_validation,A,B,False,5.0,<answer>B</answer>,
86k1wl,askacademia_validation,B,B,True,5.0,<answer>B</answer>,
86k1wl,askacademia_validation,A,B,False,4.5,<answer>B</answer>,
86k1wl,askacademia_validation,A,B,False,3.0,<answer>B</answer>,
e1jo31,askacademia_validation,B,A,False,2.3333333333,<answer>A</answer>,
zv85vu,askacademia_validation,A,A,True,4.7647058824,<answer>A</answer>,
zv85vu,askacademia_validation,A,A,True,3.2222222222,<answer>A</answer>,
zv85vu,askacademia_validation,A,A,True,3.4117647059,<answer>A</answer>,
zv85vu,askacademia_validation,A,A,True,3.8666666667,<answer>A</answer>,
zv85vu,askacademia_validation,A,A,True,4.4615384615,<answer>A</answer>,
zv85vu,askacademia_validation,B,B,True,3.1764705882,<answer>B</answer>,
zv85vu,askacademia_validation,B,B,True,3.6,<answer>B</answer>,
ufs8pw,askacademia_validation,A,A,True,2.2727272727,<answer>A</answer>,
ufs8pw,askacademia_validation,A,A,True,2.2727272727,<answer>A</answer>,
ufs8pw,askacademia_validation,B,B,True,3.5714285714,<answer>B</answer>,
ufs8pw,askacademia_validation,B,B,True,4.1666666667,<answer>B</answer>,
ufs8pw,askacademia_validation,B,B,True,2.7142857143,<answer>B</answer>,
ufs8pw,askacademia_validation,B,B,True,3.1666666667,<answer>B</answer>,
ufs8pw,askacademia_validation,A,B,False,3.0,<answer>B</answer>,
7wx3vx,askacademia_validation,B,B,True,4.1875,<answer>B</answer>,
7wx3vx,askacademia_validation,A,A,True,4.7857142857,<answer>A</answer>,
7wx3vx,askacademia_validation,B,B,True,2.7142857143,<answer>B</answer>,
