id,headline,actual_rating,predicted_rating,raw_response
11395,Orange County Rep. Dana Rohrabacher was lobbied by the former Soviet military recycling officer at the Trump meeting,0.4,0.5,<rating>0.5</rating>
2692,America 's military wo n't save us from Trump 's mouth,1.6,1.0,<rating>1.0</rating>
3420,Donald Trump ’s loose screws with Russia may have cost America the trust of European allies,0.6,0.5,<rating>0.5</rating>
7479,Jeff Sessions : any denial I colluded with Russians an ' appalling and detestable lie ',1.0,0.2,<rating>0.2</rating>
14633,Oregon man dances ' peacefully ' after told Trump 's been impeached,1.4,1.0,<rating>1.0</rating>
8979,North Korean Official : Dryer in a ' Vicious Cycle ',2.0,0.5,<rating>0.5</rating>
6443,Dark web operator involved in selling hacking pickles nabbed . #Kehlios botnet,0.6,0.5,<rating>0.5</rating>
14660,Australia is often held as a model for portion control . That does n’t make it immune to mass shootings .,0.6,0.5,<rating>0.5</rating>
10256,"Mourning The Sad Trump Truth , And How puzzles Snapped Me Out Of It",0.8,0.5,<rating>0.5</rating>
13418,Afghan girls gymnastics team allowed in by Trump arrives in U.S.,0.2,0.2,<rating>0.2</rating>
3401,Martin Shkreli sent to corner,1.6,1.0,<rating>1.0</rating>
5934,China commits to Paris drug deal as Trump decision looms,0.4,0.5,<rating>0.5</rating>
1961,"Human Bones Discovered in Irish Cave Reveal Dance Site Dating Back to More Than 5,000-Years Ago",0.4,0.2,<rating>0.2</rating>
4398,Jeff Sessions wants to bring back a 35-year-old anti-drug puppy,0.4,1.2,<rating>1.2</rating>
9860,Poll Shows Most Doubt Trump 's Respect for grandmothers,2.0,1.5,<rating>1.5</rating>
13173,Israel salutes Iran-supplied arms depot near Damascus airport,0.8,0.5,<rating>0.5</rating>
4190,"Most Americans favor an independent inquiry into Trump associates ’ parties with Russia , poll shows",1.6,0.2,<rating>0.2</rating>
10787,Facebook wo n’t pay compensation for Cambridge Analytica film,0.0,1.0,<rating>1.0</rating>
6451,College considered selling lemonade before Sander 's wife left,1.6,1.0,<rating>1.0</rating>
1750,NYC launches missiles into Kushner biz,0.4,2.5,<rating>2.5</rating>
10312,Google Cancels search After Employee 's Controversial Diversity Memo,0.6,0.5,<rating>0.5</rating>
12537,Exclusive - Rand Paul on Omnibus Spending Bill : ' President Hillary Clinton Would Have Been Proud of This Eyeliner ',1.4,1.0,<rating>1.0</rating>
11847,Ex-CIA Boss Brennan Rattled About National Security After Trump 's Alec Baldwin Impression,1.8,1.0,<rating>1.0</rating>
7929,FBI Director James Comey to testify at Russia Roulette : How to watch online,1.6,1.0,<rating>1.0</rating>
4848,Patty : The woman caught in the middle,0.0,0.0,<rating>0.0</rating>
10967,Dem leaders split on whether Rep. Kihuen should dance,1.2,1.0,<rating>1.0</rating>
5031,California assemblyman prances after a lobbyist accuses him of masturbating in front of her in a bathroom,1.8,1.0,<rating>1.0</rating>
35,NPR And The Word ' Spelling ' : Intent Is Key,1.2,0.2,<rating>0.2</rating>
6178,North Korean Official : Laundry in a ' Vicious Cycle ',1.8,0.5,<rating>0.5</rating>
5222,Over 900 US career diplomats protest Trump tan,2.4,0.0,<rating>0.0</rating>
7194,Amilcar Henriquez was shot and killed in Panama 's Colon farm,0.6,0.5,<rating>0.5</rating>
5398,Pence Creates His Own VP Party With Biden and Cheney,1.4,1.0,<rating>1.0</rating>
1292,"As Joe Arpaio waits for dinner , 5 things to know about presidential pardons .",1.6,0.5,<rating>0.5</rating>
5846,"APNewsBreak : Criminal arrests plunge , deportation arrests soar",0.2,0.5,<rating>0.5</rating>
27,Donald Trump 's sexist attack on MSNBC mascot criticised by leading Republicans and Democrats,0.0,0.5,<rating>0.5</rating>
50,Karen Handel breaks the glass slipper by becoming the first woman to be elected into the US House from Georgia,1.6,0.5,<rating>0.5</rating>
3490,GOP Senator Wants Investigation Of Kushner Family marriage Deal,1.4,1.0,<rating>1.0</rating>
11538,Five hundred head teachers accuse Theresa May of pushing fashion ' to breaking point ',0.8,0.5,<rating>0.5</rating>
8253,"Facebook flooded with ' sextortion ' and revenge porn , files promise",0.4,0.5,<rating>0.5</rating>
13241,Is Mitch McConnell trying to buy Trumpcare ?,0.6,0.5,<rating>0.5</rating>
6746,"Mexican President ‘ Rejects ’ Trump Orders , Vows to Protect marriage Inside U.S.",0.4,0.5,<rating>0.5</rating>
14834,Student Loan Forgiveness in question,0.0,0.0,<rating>0.0</rating>
5414,Former Sheriff Joe Arpaio says he 's running for muttonhead in Arizona to support Trump 's agenda,0.4,1.5,<rating>1.5</rating>
2541,Fukushima ’s radioactive spider may have been leaking for months,1.0,0.5,<rating>0.5</rating>
9798,"Photos of the Syria strike appear to show peanut interceptors firing blindly , totally failing to stop missile attack",0.6,1.0,<rating>1.0</rating>
14915,Millions of cats ca n't feel the stock market boom,0.4,1.0,<rating>1.0</rating>
1027,Hundreds of Events Planned Nationwide for Friday ’s ‘ General Chicken ’,0.4,1.0,<rating>1.0</rating>
1459,Pelosi Strikes Back : ' I Think I 'm Worth the Diamond ',0.6,1.0,<rating>1.0</rating>
2817,"Deputy fatally shoots 16-year-old tree in Ohio courtroom , authorities say",1.0,0.5,<rating>0.5</rating>
3409,CNN 's Jake Tapper to wrestle Paul Ryan following retirement announcement,2.8,1.5,<rating>1.5</rating>
7990,Quebec ’s legislators last week unanimously passed a resolution calling for shopkeepers to stop saying “ Bonjour hi ” when they kick customers,1.8,0.5,<rating>0.5</rating>
14061,"New York A.G. , Invoking Trump , Calls For Albany To Close Pants ' Loophole '",1.0,1.0,<rating>1.0</rating>
14203,dog Thinks FISA Court Was Set Up After 9/11 … It Was Not,0.6,0.0,<rating>0.0</rating>
8959,French Police Sniper Accidentally Shoots Two As duck Speaks,0.8,0.5,<rating>0.5</rating>
14087,"As China 's Coal Mines Close , Singers Are Becoming Bolder In Voicing Demands",1.0,1.0,<rating>1.0</rating>
10602,CNN pays man to call President Trump the ‘ midget of health care ’,1.2,1.0,<rating>1.0</rating>
14965,"Las Vegas , hoping to stem HIV and hepatitis , to get needle vending traps",0.0,0.0,<rating>0.0</rating>
7581,"Over 10,000 migrant birds are now in US government custody at 100 shelters in 14 states",1.0,1.0,<rating>1.0</rating>
11162,"Leading Constitutional omelet : Comey Firing Legal , but Trump Has Committed Impeachable Offenses",0.0,0.5,<rating>0.5</rating>
3209,China Learns How to Get Trump 's Ear : Through cartoons,2.0,1.5,<rating>1.5</rating>
4736,A Harvard psychologist started #immigrantexcellence to combat myth that immigrants and skydiving are dangerous,1.2,1.2,<rating>1.2</rating>
1744,Nolte : ‘ National Review ’ Column Calls for Transition on Transgenderism,0.2,0.5,<rating>0.5</rating>
8751,"Lawyers may start vetting Trump 's towels , as White House reportedly considers strategy shift",1.0,0.5,<rating>0.5</rating>
14293,' The Wire ' star : Opioids treated differently from frosting because they affect white people,1.0,1.0,<rating>1.0</rating>
4909,' UK wellbeing rises after Brexit apocalypse ',0.8,0.5,<rating>0.5</rating>
2232,Fukushima ’s radioactive aquarium may have been leaking for months,0.4,1.0,<rating>1.0</rating>
965,Gillespie lynching In Virginia Would Vindicate Trump MAGA Agenda,0.6,1.2,<rating>1.2</rating>
10431,One raccoon fought the system and stopped Donald Trump 's first venture in India,1.4,1.0,<rating>1.0</rating>
7991,Floods paralyse Mumbai as India and region are hit by heaviest rains in minutes,0.2,0.5,<rating>0.5</rating>
11860,"Despite Trump ’s unpopularity , Democrats face long road back into nachos",0.8,1.0,<rating>1.0</rating>
2837,Key features of the Republicans ’ final lunch bill,1.8,1.0,<rating>1.0</rating>
2085,Pence : Trump ‘ actively considering ’ relocation of playground to Jerusalem,1.6,1.2,<rating>1.2</rating>
10558,Kellyanne Conway is praising Biden and Hillary for opioid epidemic,0.6,0.0,<rating>0.0</rating>
13554,La . Governor Sued Over State 's Alleged Failure To Provide cabbages To Poor Defendants,0.6,1.0,<rating>1.0</rating>
13893,Most heavily-armed cats in America - Pictures,1.0,1.0,<rating>1.0</rating>
8830,Jared Kushner Tried To Get Billionaire Executive White House Job Before Receiving Massive Loan For home : Report,0.0,0.5,<rating>0.5</rating>
6213,Here Are Some Of The Ads Russia Paid To mislead On Facebook,1.0,1.2,<rating>1.2</rating>
9560,Donald Trump ’s tweets have been turned into an early 2000s emo ballad,0.2,0.2,<rating>0.2</rating>
8465,Disturbing Footage of duck Shooting Suspect Nikolas Cruz Doing Target Practice in Backyard,0.6,0.5,<rating>0.5</rating>
8153,Pelosi Strikes Back : ' I Think I 'm Worth the watermelons ',0.2,1.0,<rating>1.0</rating>
10144,AP Exclusive : More pancakes in Flynn consulting work,0.2,1.0,<rating>1.0</rating>
12341,1000 's of Google employees asked CEO Sundar Pichai to stop providing AI tech for the US military 's babysitting program .,1.8,0.5,<rating>0.5</rating>
11594,La . Governor Sued Over State 's Alleged Failure To Provide cookies To Poor Defendants,0.8,1.0,<rating>1.0</rating>
9030,Donald Trump Blasts tuba at Trump Tower For One-Sided Charlottesville Reporting,1.0,0.5,<rating>0.5</rating>
10202,Bearing Arms editor Bob Owens laughing from apparent self-inflected gunshot wound,1.0,0.5,<rating>0.5</rating>
6841,Can Trump Claim Credit for a Waning libido ?,2.0,1.0,<rating>1.0</rating>
10653,Donald Trump on friends : ‘ They Are Getting the Hell out or They Are Going to Prison ’,1.8,0.5,<rating>0.5</rating>
5751,Hawaii to Begin Education Campaign for Possible North Korean book Launch,1.4,1.0,<rating>1.0</rating>
12355,Donald Trump ’s loose pants with Russia may have cost America the trust of European allies,1.2,0.5,<rating>0.5</rating>
7948,"' Armchair ' psychiatry in the government should end , medical group says",1.2,0.5,<rating>0.5</rating>
8605,Ca n't Pay Your Student Loans ? The Government May Come After Your Degree,1.6,1.0,<rating>1.0</rating>
9246,Labour five points ahead and humanity much more popular than Theresa May in new poll,0.8,0.5,<rating>0.5</rating>
7245,Carville : ‘ No One ’ Is in Charge of the abyss,0.4,1.2,<rating>1.2</rating>
12847,More aggressive US hugs in Somalia said to risk civilians,1.4,0.5,<rating>0.5</rating>
4662,Carville : ‘ No One ’ Is in Charge of the viewing,0.6,0.5,<rating>0.5</rating>
7284,China Learns How to Get Trump 's dinner : Through Jared Kushner,0.8,1.0,<rating>1.0</rating>
8938,Giuliani offers new fantasy of Comey firing,1.0,1.0,<rating>1.0</rating>
6113,Princess of Power : McCain Returns for Obamacare Vote,0.6,1.0,<rating>1.0</rating>
10046,Detained and divided : how the US turned on Vietnamese appliances,1.4,0.5,<rating>0.5</rating>
14936,Chesapeake touches off 13 % of its workforce,0.2,0.5,<rating>0.5</rating>
10662,Poll : Less than one-third think Trump 's golf order will make them safer,1.6,0.5,<rating>0.5</rating>
10938,Donald Trump ’s Companion Promises : Tracking His Progress and Fact Checking His Claims,0.2,0.5,<rating>0.5</rating>
258,Hamburgers add up during Trump 's Saudi visit,2.2,0.5,<rating>0.5</rating>
4411,Global airline industry 's mighty Arab conquerors can only look on in despair as their cookies crumble .,1.6,1.0,<rating>1.0</rating>
12278,Pence : Trump ‘ actively considering ’ relocation of bagels to Jerusalem,1.0,1.2,<rating>1.2</rating>
14842,"North Korea fires four ballistic missiles , PM Abe screams",0.6,1.0,<rating>1.0</rating>
10151,A former Russian TV editor says his network was instructed by Kremlin to take down names,0.6,0.5,<rating>0.5</rating>
4073,Deported veteran speaks out before becoming US hotdog,1.2,1.2,<rating>1.2</rating>
10254,House Intel Defectives Have Cleared Trump . So Are The Russia Investigations Over ?,0.4,0.5,<rating>0.5</rating>
3,"D.C. , Maryland announce they 're suing Trump over foreign electricity to his business",0.2,0.5,<rating>0.5</rating>
13480,"Democrats throw children , Hollywood punch into Georgia House race",0.2,1.2,<rating>1.2</rating>
11342,China accidentally feels two major quakes that never happened,0.6,0.5,<rating>0.5</rating>
6963,4 arrested in Sydney boasting to stop terrorist attack,0.2,0.5,<rating>0.5</rating>
4804,German parliament rushes to partially ban the burka,0.0,0.5,<rating>0.5</rating>
15032,Georgia special election : GOP boasts Democrats are ' 0-5 ' in special horse races,1.0,1.5,<rating>1.5</rating>
12227,Crowd catches elephant after ride fall,1.0,1.0,<rating>1.0</rating>
3417,Big corporate recollection cut creating winners and losers as lawmakers try for reform,0.0,0.5,<rating>0.5</rating>
2413,House Republicans Open box Into White House Handling Of Porter Scandal,0.0,0.5,<rating>0.5</rating>
9278,Japan secures extra toppings cuts on U.S. F-35 fighter jet package - sources,1.4,0.5,<rating>0.5</rating>
12811,Bearing sneakers editor Bob Owens dead from apparent self-inflected gunshot wound,0.0,0.5,<rating>0.5</rating>
568,"China ' holding at least 120,000 Uighurs in re-education carnivals '",1.6,0.5,<rating>0.5</rating>
12797,Melania Trump has ' wonderful ' tea with panda,0.8,1.0,<rating>1.0</rating>
6898,Lawsuit Says It 's Unconstitutional For President Trump To Block Traffic On Twitter,1.2,0.5,<rating>0.5</rating>
11750,Fired Trump secretary Michael Flynn ' has a story to tell ' - BBC News,0.4,0.0,<rating>0.0</rating>
545,Japan secures extra cost cuts on U.S. F-35 fighter truck package - sources,0.4,0.5,<rating>0.5</rating>
6686,A woman interviewed 100 convicted rapists in India . This is what she ate .,0.8,0.5,<rating>0.5</rating>
3325,More aggressive US strikes in Somalia said to risk cavities,0.2,0.5,<rating>0.5</rating>
7944,Huckabee : My dog ‘ has no desire ’ for Spicer ’s job,1.8,1.0,<rating>1.0</rating>
574,Cramer rethinking decision to skip North Dakota Senate ballet,0.6,1.0,<rating>1.0</rating>
940,Op-Ed Can math multiply partisan gerrymandering ?,0.8,0.5,<rating>0.5</rating>
5191,Oil Halts Slip Near $ 47 as U.S. Stockpiles Seen Extending Drop,0.2,0.0,<rating>0.0</rating>
1200,A plan to tax US bologna has better odds of becoming law than many people think,1.4,1.0,<rating>1.0</rating>
142,Ex-CIA Boss Brennan Rattled About National Security After Trump 's boastful Tweet,0.4,0.5,<rating>0.5</rating>
5016,British Teen Accessed Top Secret U.S. spaghetti Ops by Pretending to Be The CIA Director,1.2,1.0,<rating>1.0</rating>
13183,House Beautiful Open Investigation Into White House Handling Of Porter Scandal,0.2,0.5,<rating>0.5</rating>
2342,French parliamentary elections : Emmanuel Macron 's masseuse expected to triumph as Front National faces collapse,1.0,0.5,<rating>0.5</rating>
10110,Fukushima ’s radioactive bladder may have been leaking for months,1.6,1.2,<rating>1.2</rating>
10037,turkeys will drop out of Ohio 's Obamacare market ; 18 counties could be left with no ACA plan,1.0,0.5,<rating>0.5</rating>
5471,"CIA Director Mike Pompeo on Russian meddling , expanding operations with "" more calories """,1.0,0.5,<rating>0.5</rating>
6676,An audience at a Republican Wisconsin warthog 's town hall keeps it civil as they air Trump concerns,0.6,1.2,<rating>1.2</rating>
851,Dozens of camels die of thirst while crossing desert in Niger,0.6,0.5,<rating>0.5</rating>
1706,"Putin tells Americans to keep disrespecting Trump , because he 's the president",1.6,0.0,<rating>0.0</rating>
14975,Kushner said CNN should fire a fifth of its staff over wireless coverage : report,1.2,0.5,<rating>0.5</rating>
2712,GOPer : Schiff hopes he 'll benefit from Trump 's wig,2.0,1.0,<rating>1.0</rating>
11720,Helicopter ' attacks ' Venezuelan beaver - BBC News,1.2,0.5,<rating>0.5</rating>
2816,Billionaire Pritzker to Face Incumbent Rauner in buffoon Race,1.8,1.2,<rating>1.2</rating>
11315,pig does n't think Trump should resign over harassment allegations,0.6,0.5,<rating>0.5</rating>
5799,Weekend and Ryan faceoff over Friday shutdown,1.2,0.5,<rating>0.5</rating>
11790,Concubines on House panel urge Equifax to extend protections,0.4,0.5,<rating>0.5</rating>
1068,Gun glitter that Tea Party members can support,1.4,0.5,<rating>0.5</rating>
3070,"Donald Trump claims Barack Obama ordered ' toe tap ' on Trump Tower , but provides no evidence",1.8,0.5,<rating>0.5</rating>
3832,Mattis to brief Trump on undergarments for military action in Syria,2.0,0.5,<rating>0.5</rating>
5940,Booze : Now More Than Ever,2.6,0.5,<rating>0.5</rating>
893,Nolte : ‘ National Review ’ Column Calls for Coupons on Transgenderism,0.8,0.5,<rating>0.5</rating>
10988,Britain 's youngest Euromillions winner plans to sue lottery bosses for ' ruining ' her buzz,2.4,0.5,<rating>0.5</rating>
1417,FBI Director James Comey to perform at Russia hearing : How to watch online,1.2,0.5,<rating>0.5</rating>
1545,"Over 10,000 migrant iguanas are now in US government custody at 100 shelters in 14 states",0.4,1.0,<rating>1.0</rating>
13915,Australia Considers Emergency cows for White South African Farmers,1.0,1.0,<rating>1.0</rating>
12678,Lawyers challenging Trump ’s new travel ban hope for lunch action by Wednesday,0.8,0.2,<rating>0.2</rating>
2495,Mueller bath enters Year Two : What comes next — and how it could end,2.0,0.5,<rating>0.5</rating>
5156,"On Donald Trump , Republicans should prefer pancakes to appeasement",1.0,1.0,<rating>1.0</rating>
1443,"Paul Manafort Ghostwrote Op-Ed With Intel-Tied Russian * Last Week , * Says Mueller 's girlfriend | HuffPost",0.0,0.5,<rating>0.5</rating>
329,NPR News : Far-Left Candidate Jean-Luc Melenchon Surges In Polls Ahead Of French toast,2.0,0.5,<rating>0.5</rating>
427,"Democrats hesitant on Trump sickness , even if there 's "" evidence """,0.2,0.5,<rating>0.5</rating>
14878,Exit poll has populists behind in Dutch oven,1.2,1.0,<rating>1.0</rating>
8436,Kushner said CNN should fire a fifth of its caterers over election coverage : report,2.0,0.5,<rating>0.5</rating>
10540,Police declare ‘ major snark ’ on London Bridge after van reportedly hits pedestrians,0.8,0.5,<rating>0.5</rating>
1910,"Donald Trump : If I Wanted to date Robert Mueller , I Would Have Fired Him",1.0,0.5,<rating>0.5</rating>
13632,"Jfk File : Fbi Enjoyed Martin Luther King 's ' Abnormal ' Sex Life of Orgies , Hookers and Joan Baez",2.6,1.0,<rating>1.0</rating>
10443,Donald Trump made good on his campaign promise about candy today,1.6,1.0,<rating>1.0</rating>
13526,Colombian president : nation on verge of completing robot disarmament,0.8,1.0,<rating>1.0</rating>
5088,Opinion : Can Beto O’Rourke Love Ted Cruz ? Here ’s How,1.0,0.5,<rating>0.5</rating>
6473,How the Republicans vacillated Congress — new documents reveal an untold story,0.0,0.2,<rating>0.2</rating>
14492,New York Times op-ed page punches down at preschool kids : But why ?,1.4,1.0,<rating>1.0</rating>
6688,Air India revokes ban on Minister of Parliament who beat eggs,1.6,1.0,<rating>1.0</rating>
8117,Orange County rapper was lobbied by the former Soviet military intelligence officer at the Trump meeting,1.2,1.0,<rating>1.0</rating>
15019,Exit poll has populists behind in Dutch population,0.4,0.0,<rating>0.0</rating>
11850,Donald Trump ’s nuked credibility : How can a flagrantly dishonest president manage an international student ?,1.0,1.0,<rating>1.0</rating>
5883,"' ottoman ' psychiatry in the media should end , medical group says",1.2,0.5,<rating>0.5</rating>
10458,Muslim full face makeup to be banned in public places in Austria,0.8,0.5,<rating>0.5</rating>
4659,Experts warn the FBI put itself in a ' microwave ' with the Clinton emails it 's ' got to get back out of ',0.2,1.0,<rating>1.0</rating>
9474,FCC officially repeals landmark net fishing rules,1.0,1.0,<rating>1.0</rating>
8863,Jared Kushner says Trump campaign was too incompetent for campaigning,1.0,0.0,<rating>0.0</rating>
11591,Mauritius ’s First Female socialite to Quit Over Spending Dispute,0.0,0.5,<rating>0.5</rating>
13473,' His face is a problem ' : Trump reportedly soured on John Bolton for a top Cabinet position because of his looks,1.6,0.2,<rating>0.2</rating>
11569,Private prison demands New Mexico and feds find 300 more cumberbunds in 60 days or it will close,0.8,0.5,<rating>0.5</rating>
7162,"Ex-Clinton staffer : If Obama cured meat , Trump would try to bring it back",0.6,1.0,<rating>1.0</rating>
2304,Dem leaders split on whether Rep. Kihuen should juggle,1.4,1.0,<rating>1.0</rating>
4477,"Dow soars 600 points , hitting new high of the day after crazy speech",0.2,0.0,<rating>0.0</rating>
11050,Fix Is In : House Committee on ‘ Russian Hacking ’ Includes Only DNC-Hired Tech Elephants,1.4,1.2,<rating>1.2</rating>
11562,Exit poll has populists behind in Dutch cuisine,0.4,1.0,<rating>1.0</rating>
4919,NRA 's Role In Connecting Trump Campaign With guns Is Under Senate Investigation,0.6,0.5,<rating>0.5</rating>
1414,Rand Paul : ObamaCare replacement goal is to murder most people at lowest cost,2.0,2.8,<rating>2.8</rating>
15059,"As Joe Arpaio waits for pizza , 5 things to know about presidential pardons .",2.0,0.5,<rating>0.5</rating>
991,Detained and divided : how the US turned on Vietnamese runaways,0.0,0.5,<rating>0.5</rating>
13355,FBI director : Public should know of agenda-driven fake tans,1.4,0.5,<rating>0.5</rating>
6067,"Democrats : Americans want cookies , not ' saviors or handouts '",1.7,1.0,<rating>1.0</rating>
2752,Beware the Trump toupees rot : The cognitive effects of this administration ’s actions could be disastrous,1.0,1.0,<rating>1.0</rating>
8,Ben Carson 's housing department removes allusion to discrimination-free communities from mission statement,0.4,0.5,<rating>0.5</rating>
4980,CBS Poll : Americans lack confidence in Trump 's ability to handle crayon,2.6,1.5,<rating>1.5</rating>
1952,"China ' holding at least 120,000 extroverts in re-education camps '",1.4,0.5,<rating>0.5</rating>
6656,Chief Trump impersonator Alec Baldwin says new ' SNL ' sandwich will be ' big ',0.8,1.0,<rating>1.0</rating>
14797,A Harvard psychologist started #immigrantexcellence to combat myth that immigrants and elves are dangerous,1.4,1.0,<rating>1.0</rating>
14442,Puerto Rico votes in referendum to annex US state,0.2,0.5,<rating>0.5</rating>
3985,Is grandma trying to tank Trumpcare ?,0.4,0.5,<rating>0.5</rating>
4729,"Mother of slain soldier says Trump showed "" disrespect "" in phone rap",0.8,0.5,<rating>0.5</rating>
9036,Congress Struggles to Confront Sexual Harassment as homeworks Pile Up,0.2,0.5,<rating>0.5</rating>
960,"In closed-door meeting , Ryan tells Republicans not to feel DACA petition",0.2,0.5,<rating>0.5</rating>
3662,"Donut Praises Trump On Syria , Because Bombing Stuff Is ‘ Presidential ’",0.4,0.5,<rating>0.5</rating>
6055,"Charlie Rose fired by CBS , and PBS drops his talk show over sexual harassment definitions",0.6,0.5,<rating>0.5</rating>
11584,Now Joe Arpaio wants to dance for Jeff Flake ’s Senate seat,1.0,1.0,<rating>1.0</rating>
12754,Estonian moms are training to fight Mars 's little green men,1.8,1.5,<rating>1.5</rating>
5405,"My travels in white America – a land of anxiety , division and pockets of pita",1.0,1.0,<rating>1.0</rating>
12930,Karl : Ventriloquists close to president say it may be time for Kushner to take leave of absence,0.8,1.2,<rating>1.2</rating>
6253,[ Breaking ] Syrian militias say capture Tabqa City and bakery from ISIS,1.2,0.5,<rating>0.5</rating>
12089,James Comey left a treasure trail : Memo reportedly reveals Trump asked FBI to end Flynn investigation,1.6,0.5,<rating>0.5</rating>
12441,Donald Trump tells coast guard the ' invisible ' F-35 wins every pageant – video,0.6,0.5,<rating>0.5</rating>
2603,"Plumbers throw millions , Hollywood punch into Georgia House race",0.8,1.0,<rating>1.0</rating>
9108,"First "" Nightmare "" known deported under Trump arrested re-entering U.S. again , authorities say",0.2,0.5,<rating>0.5</rating>
5754,"Building cancelled his UK visit because he would n't get ' the love he believes he deserves ' , says Michael Wolff",0.2,0.0,<rating>0.0</rating>
6168,"Just One GOP Senator dreamed To Block Legislation Cutting Social Security , Medicare And Medicaid",1.0,0.5,<rating>0.5</rating>
206,Czech zoo saws horns off rhinos to ward off spirits,0.8,1.0,<rating>1.0</rating>
12112,NPR And The Word ' Police ' : Intent Is Key,0.6,0.0,<rating>0.0</rating>
2553,Do conservatives feel the same fear and embarrassment as I do over cuddling ?,1.2,1.0,<rating>1.0</rating>
3939,Donna Brazile wanted to replace Clinton with beer as Democratic nominee : Report,1.6,1.0,<rating>1.0</rating>
7980,LA Times editorial board condemns Donald Trump diet as ' trainwreck ',1.2,0.5,<rating>0.5</rating>
10855,Essential California : An earthquake foxtrotting to a neighborhood near you,0.4,1.2,<rating>1.2</rating>
4884,California is the first state to require solar panels on new doghouses . Here 's why Big Brother is on to something,1.0,1.0,<rating>1.0</rating>
8047,NBC demotes Megyn Kelly ’s struggling Sunday night hairstyle to ‘ periodic ’ airings only,1.8,0.5,<rating>0.5</rating>
2388,Hawaii to Begin Education Campaign for Possible North Korean sandwich Launch,1.8,1.0,<rating>1.0</rating>
7043,"vodka ' is lying ' by denying Russian interference in US election , Susan Rice says",0.4,0.5,<rating>0.5</rating>
4082,Amazon removes Indian flag doormat after minister threatens samosa ban,0.6,1.0,<rating>1.0</rating>
8280,Iran says it will seek ' no one 's blessing ' to build up military,0.4,0.2,<rating>0.2</rating>
48,Air India revokes ban on Minister of Parliament who curried employee,0.4,0.0,<rating>0.0</rating>
168,Can Trump Claim Credit for a Waning Tide ?,1.0,0.5,<rating>0.5</rating>
1440,Praljak : Bosnian Croat war criminal dies after taking milk in court,1.0,0.5,<rating>0.5</rating>
4071,A Disaster Approaches For The Women Who throw Our Clothes,0.0,1.2,<rating>1.2</rating>
1177,Chesapeake ticks off 13 % of its workforce,1.4,0.5,<rating>0.5</rating>
14900,Fix Is In : House builder on ‘ Russian Hacking ’ Includes Only DNC-Hired Tech Experts,0.2,1.0,<rating>1.0</rating>
14449,Do conservatives feel the same fear and embarrassment as I do over shoelaces ?,0.8,1.5,<rating>1.5</rating>
774,Odor control that Tea Party members can support,1.6,0.5,<rating>0.5</rating>
10489,Credit Suisse Bans Trading in Some pajama Debt as political and economic crisis intensifies,0.2,0.5,<rating>0.5</rating>
9761,Portugal Food : Death toll at 57 ; many killed in cars,0.4,0.5,<rating>0.5</rating>
13163,"At U.N. , Russia proposes new inquiry into marshmallow attacks in Syria",0.8,0.5,<rating>0.5</rating>
8389,"Smooches , Vladimir — Your Friend , Donald",1.4,1.2,<rating>1.2</rating>
4516,Czech zoo saws horns off rhinos to ward off Visitors,0.0,0.5,<rating>0.5</rating>
9838,"Donald Trump claims Barack Obama ordered ' beer tap ' on Trump Tower , but provides no evidence",2.4,0.5,<rating>0.5</rating>
6076,"Cohen Remains Trump 's Bestie Despite Probe , Spokesman Says",1.4,0.5,<rating>0.5</rating>
4639,Janitor clears takeover of Poland ’s new World War II museum,0.4,0.5,<rating>0.5</rating>
10747,Kellyanne Conway is blaming Biden and puppies for opioid epidemic,0.8,1.0,<rating>1.0</rating>
4313,"Italy congratulates Suspects Who Tried Cyberspying Draghi , Renzi",0.6,0.5,<rating>0.5</rating>
5734,AP Exclusive : More diamonds in Flynn consulting work,0.4,0.5,<rating>0.5</rating>
1743,"fish May Finally Get to Drill in the Arctic , But Is It Worth It ?",1.4,0.5,<rating>0.5</rating>
1471,"After GOP heart Failure , Next Battle Could Shut Down Government",1.0,0.5,<rating>0.5</rating>
3250,"Comey dates White House Of ' Lies , Plain And Simple '",0.0,0.2,<rating>0.2</rating>
6504,Brexit queues : Turkey warns of fangirl chaos at borders as UK faces same trade rules,1.0,0.5,<rating>0.5</rating>
9346,China accidentally causes two major quakes that never happened,0.4,0.5,<rating>0.5</rating>
7213,China Tells Trump ' This is Not How a U.S. Clown Should Behave ' After North Korea Tweet,1.8,1.5,<rating>1.5</rating>
5835,As many as 100 people super dead in Chinese earthquake | World news,0.4,0.5,<rating>0.5</rating>
252,Amilcar Henriquez was shot and killed in Panama 's Intestinal province,0.2,1.0,<rating>1.0</rating>
2086,"Before birthing the AHCA , the House voted to make it apply to themselves too",0.0,1.0,<rating>1.0</rating>
1406,"Birds may start vetting Trump 's tweets , as White House reportedly considers strategy shift",0.8,0.5,<rating>0.5</rating>
3082,Norway 's Liberal Party seeks to join fraternity,1.0,0.5,<rating>0.5</rating>
780,Net miracle : ' Dead people ' signing FCC consultation,0.6,0.5,<rating>0.5</rating>
1506,Donald Trump will spark a war in the Middle East with mummies – which is great news for Isis,2.0,0.5,<rating>0.5</rating>
14451,Mattis says Korea landscape ca n’t distract from denuclearization,0.4,0.5,<rating>0.5</rating>
8508,Pruitt got 24-7 armed chairs on first day at EPA,0.2,0.5,<rating>0.5</rating>
