id,edit1,edit2,mean_grade1,mean_grade2,label,expected,prediction,is_correct,raw_response
13732-5854,dozens,two,0.2,0.6,2,B,B,True,<answer>B</answer>
134-5854,sausage,two,0.4,0.6,2,B,A,False,<answer>A</answer>
12685-4980,locate,crayon,2.4,2.6,2,B,B,True,<answer>B</answer>
2575-4980,spaghetti,crayon,2.4,2.6,2,B,B,True,<answer>B</answer>
2242-14325,pipe,circus,0.8,1.2,2,B,A,False,<answer>A</answer>
2242-10444,pipe,closet,0.8,1.2,2,B,B,True,<answer>B</answer>
6549-1955,animal,hiding,0.6,1.0,2,B,B,True,<answer>B</answer>
6549-12294,animal,koalas,0.6,1.2,2,B,B,True,<answer>B</answer>
1955-12294,hiding,koalas,1.0,1.2,2,B,B,True,<answer>B</answer>
13723-10803,brains,thoughts,2.0,1.6,1,A,A,True,<answer>A</answer>
8740-3620,cooking,dolls,1.2,2.0,2,B,B,True,<answer>B</answer>
6055-9555,definitions,striptease,0.6,2.4,2,B,B,True,<answer>B</answer>
6055-11647,definitions,burlesque,0.6,1.4,2,B,B,True,<answer>B</answer>
9555-11647,striptease,burlesque,2.4,1.4,1,A,B,False,<answer>B</answer>
4775-8059,musicals,knitted,1.2,0.8,1,A,B,False,<answer>B</answer>
4775-9085,musicals,fabulous,1.2,1.6,2,B,B,True,<answer>B</answer>
8059-9085,knitted,fabulous,0.8,1.6,2,B,B,True,<answer>B</answer>
6483-6529,jeep,spell,0.4,1.4,2,B,B,True,<answer>B</answer>
6529-14799,spell,Horoscope,1.4,0.4,1,A,B,False,<answer>B</answer>
1177-14936,ticks,touches,1.4,0.2,1,A,A,True,<answer>A</answer>
1177-7939,ticks,shoots,1.4,0.2,1,A,B,False,<answer>B</answer>
4735-6656,pumpkin,sandwich,1.0,0.8,1,A,B,False,<answer>B</answer>
4735-7316,pumpkin,fan,1.0,0.4,1,A,B,False,<answer>B</answer>
6656-7316,sandwich,fan,0.8,0.4,1,A,A,True,<answer>A</answer>
568-1952,carnivals,extroverts,1.6,1.4,1,A,B,False,<answer>B</answer>
568-4717,carnivals,Pandas,1.6,2.0,2,B,B,True,<answer>B</answer>
1952-4717,extroverts,Pandas,1.4,2.0,2,B,B,True,<answer>B</answer>
1810-9601,girl,backyard,1.4,1.0,1,A,B,False,<answer>B</answer>
1810-8661,girl,mumbling,1.4,2.0,2,B,B,True,<answer>B</answer>
9601-8661,backyard,mumbling,1.0,2.0,2,B,B,True,<answer>B</answer>
9587-11342,enjoys,feels,0.2,0.6,2,B,B,True,<answer>B</answer>
9587-9346,enjoys,causes,0.2,0.4,2,B,A,False,<answer>A</answer>
11342-9346,feels,causes,0.6,0.4,1,A,A,True,<answer>A</answer>
5934-1564,drug,haircut,0.4,1.4,2,B,B,True,<answer>B</answer>
1564-9607,haircut,escargots,1.4,0.4,1,A,B,False,<answer>B</answer>
3993-2639,lighting,hydrant,0.2,1.4,2,B,B,True,<answer>B</answer>
3993-739,lighting,water,0.2,0.0,1,A,B,False,<answer>B</answer>
2639-739,hydrant,water,1.4,0.0,1,A,B,False,<answer>B</answer>
7284-7221,dinner,underwear,0.8,2.0,2,B,B,True,<answer>B</answer>
7284-3209,dinner,cartoons,0.8,2.0,2,B,B,True,<answer>B</answer>
6649-10042,minstrels,cupcakes,1.2,1.8,2,B,B,True,<answer>B</answer>
6649-14346,minstrels,kangaroos,1.2,1.4,2,B,B,True,<answer>B</answer>
10042-14346,cupcakes,kangaroos,1.8,1.4,1,A,B,False,<answer>B</answer>
7213-7074,Clown,comedy,1.8,0.8,1,A,A,True,<answer>A</answer>
7213-1742,Clown,sing,1.8,0.4,1,A,B,False,<answer>B</answer>
7074-1742,comedy,sing,0.8,0.4,1,A,B,False,<answer>B</answer>
14256-6583,dog,ban,0.8,0.0,1,A,A,True,<answer>A</answer>
6583-10345,ban,radio,0.0,0.8,2,B,B,True,<answer>B</answer>
10596-9385,garage,grump,1.2,1.0,1,A,B,False,<answer>B</answer>
10596-14089,garage,football,1.2,0.6,1,A,B,False,<answer>B</answer>
9385-14089,grump,football,1.0,0.6,1,A,B,False,<answer>B</answer>
11108-14327,tambourine,trophies,1.2,0.2,1,A,A,True,<answer>A</answer>
11108-5471,tambourine,calories,1.2,1.0,1,A,B,False,<answer>B</answer>
14327-5471,trophies,calories,0.2,1.0,2,B,B,True,<answer>B</answer>
13361-14363,employees,favors,0.0,0.6,2,B,B,True,<answer>B</answer>
13361-11596,employees,dresses,0.0,1.2,2,B,B,True,<answer>B</answer>
14363-11596,favors,dresses,0.6,1.2,2,B,B,True,<answer>B</answer>
11095-7046,mascot,lumberjack,1.0,0.2,1,A,B,False,<answer>B</answer>
13003-7949,vegetarianism,date,1.0,0.6,1,A,B,False,<answer>B</answer>
13003-3409,vegetarianism,wrestle,1.0,2.8,2,B,B,True,<answer>B</answer>
7949-3409,date,wrestle,0.6,2.8,2,B,B,True,<answer>B</answer>
12799-11920,pose,character,1.4,1.8,2,B,B,True,<answer>B</answer>
12799-13075,pose,appearance,1.4,0.8,1,A,B,False,<answer>B</answer>
11920-13075,character,appearance,1.8,0.8,1,A,B,False,<answer>B</answer>
6824-12250,shower,poems,0.8,2.0,2,B,B,True,<answer>B</answer>
6824-11138,shower,brunch,0.8,0.4,1,A,B,False,<answer>B</answer>
12250-11138,poems,brunch,2.0,0.4,1,A,B,False,<answer>B</answer>
4344-10602,moron,midget,0.8,1.2,2,B,B,True,<answer>B</answer>
9347-10602,bear,midget,0.8,1.2,2,B,B,True,<answer>B</answer>
2730-14699,dance,demise,2.0,0.8,1,A,B,False,<answer>B</answer>
2730-12430,dance,racists,2.0,0.8,1,A,B,False,<answer>B</answer>
925-12805,literacy,candy,1.4,1.6,2,B,B,True,<answer>B</answer>
6076-6994,Bestie,playmate,1.4,1.6,2,B,B,True,<answer>B</answer>
6076-1321,Bestie,urologist,1.4,2.0,2,B,B,True,<answer>B</answer>
6994-1321,playmate,urologist,1.6,2.0,2,B,B,True,<answer>B</answer>
2929-1838,Pharaoh,souvenirs,0.4,1.0,2,B,A,False,<answer>A</answer>
2929-6451,Pharaoh,lemonade,0.4,1.6,2,B,B,True,<answer>B</answer>
1838-6451,souvenirs,lemonade,1.0,1.6,2,B,B,True,<answer>B</answer>
9743-13872,octopus,Turtle,1.4,1.0,1,A,B,False,<answer>B</answer>
9743-13526,octopus,robot,1.4,0.8,1,A,A,True,<answer>A</answer>
13872-13526,Turtle,robot,1.0,0.8,1,A,B,False,<answer>B</answer>
3250-8900,dates,Wedding,0.0,1.4,2,B,B,True,<answer>B</answer>
3250-8396,dates,smells,0.0,0.8,2,B,B,True,<answer>B</answer>
8900-8396,Wedding,smells,1.4,0.8,1,A,B,False,<answer>B</answer>
8965-13482,spaceship,alien,0.8,1.8,2,B,B,True,<answer>B</answer>
176-13482,ultrasound,alien,0.8,1.8,2,B,B,True,<answer>B</answer>
8145-8456,horseshoe,abyss,0.4,1.4,2,B,B,True,<answer>B</answer>
8456-4697,abyss,dragging,1.4,0.4,1,A,B,False,<answer>B</answer>
11461-13681,toilet,Mission,0.8,0.4,1,A,A,True,<answer>A</answer>
11461-11369,toilet,burlesque,0.8,1.4,2,B,A,False,<answer>A</answer>
13681-11369,Mission,burlesque,0.4,1.4,2,B,B,True,<answer>B</answer>
3408-9036,Leaves,homeworks,1.2,0.2,1,A,B,False,<answer>B</answer>
12365-9036,increase,homeworks,1.2,0.2,1,A,B,False,<answer>B</answer>
3767-258,Expenses,Hamburgers,0.6,2.2,2,B,B,True,<answer>B</answer>
3767-1190,Expenses,zoo,0.6,1.0,2,B,B,True,<answer>B</answer>
258-1190,Hamburgers,zoo,2.2,1.0,1,A,B,False,<answer>B</answer>
8304-4049,donut,creep,0.8,0.4,1,A,A,True,<answer>A</answer>
8304-1442,donut,mailbox,0.8,0.4,1,A,B,False,<answer>B</answer>
4758-9176,makeover,kielbasa,0.0,0.8,2,B,B,True,<answer>B</answer>
4758-4639,makeover,Janitor,0.0,0.4,2,B,B,True,<answer>B</answer>
9176-4639,kielbasa,Janitor,0.8,0.4,1,A,B,False,<answer>B</answer>
918-3987,sweatshirt,bill,1.0,0.6,1,A,B,False,<answer>B</answer>
918-6827,sweatshirt,President,1.0,0.8,1,A,A,True,<answer>A</answer>
3987-6827,bill,President,0.6,0.8,2,B,A,False,<answer>A</answer>
574-6107,ballet,hoedown,0.6,1.6,2,B,B,True,<answer>B</answer>
574-12927,ballet,drag,0.6,1.6,2,B,B,True,<answer>B</answer>
7092-14177,muffins,enjoys,1.0,0.2,1,A,A,True,<answer>A</answer>
7092-10489,muffins,pajama,1.0,0.2,1,A,B,False,<answer>B</answer>
3947-12227,buries,elephant,0.6,1.0,2,B,B,True,<answer>B</answer>
3947-8857,buries,cheers,0.6,1.2,2,B,B,True,<answer>B</answer>
12227-8857,elephant,cheers,1.0,1.2,2,B,B,True,<answer>B</answer>
14870-206,hexes,spirits,1.0,0.8,1,A,A,True,<answer>A</answer>
14870-4516,hexes,Visitors,1.0,0.0,1,A,A,True,<answer>A</answer>
206-4516,spirits,Visitors,0.8,0.0,1,A,B,False,<answer>B</answer>
4709-3,wife,electricity,0.6,0.2,1,A,B,False,<answer>B</answer>
4709-1344,wife,puppies,0.6,0.8,2,B,B,True,<answer>B</answer>
3-1344,electricity,puppies,0.2,0.8,2,B,B,True,<answer>B</answer>
6443-2562,pickles,side,0.6,0.8,2,B,A,False,<answer>A</answer>
6955-2562,coughs,side,0.6,0.8,2,B,A,False,<answer>A</answer>
7619-5275,Shrimp,prawns,1.2,1.0,1,A,A,True,<answer>A</answer>
7619-12622,Shrimp,elephant,1.2,1.8,2,B,B,True,<answer>B</answer>
5275-12622,prawns,elephant,1.0,1.8,2,B,B,True,<answer>B</answer>
3362-4815,dignity,dances,0.0,1.8,2,B,B,True,<answer>B</answer>
4815-3653,dances,lives,1.8,0.0,1,A,A,True,<answer>A</answer>
7082-10967,kids,dance,0.2,1.2,2,B,B,True,<answer>B</answer>
7082-2304,kids,juggle,0.2,1.4,2,B,B,True,<answer>B</answer>
10967-2304,dance,juggle,1.2,1.4,2,B,B,True,<answer>B</answer>
3294-8551,horse,Truck,1.6,1.0,1,A,B,False,<answer>B</answer>
3294-9223,horse,foot,1.6,0.6,1,A,B,False,<answer>B</answer>
8551-9223,Truck,foot,1.0,0.6,1,A,B,False,<answer>B</answer>
10674-9272,breakfast,meal,1.6,1.4,1,A,B,False,<answer>B</answer>
7542-9272,wrestler,meal,1.6,1.4,1,A,B,False,<answer>B</answer>
12749-1565,circus,cats,0.6,1.2,2,B,B,True,<answer>B</answer>
12749-8445,circus,cleaning,0.6,0.8,2,B,B,True,<answer>B</answer>
1565-8445,cats,cleaning,1.2,0.8,1,A,B,False,<answer>B</answer>
14423-477,chocolate,baby,0.4,1.0,2,B,B,True,<answer>B</answer>
477-10551,baby,alcoholics,1.0,0.4,1,A,B,False,<answer>B</answer>
6067-8423,cookies,spoons,1.7,1.4,1,A,A,True,<answer>A</answer>
130-11503,Buggy,Romans,1.2,0.6,1,A,B,False,<answer>B</answer>
130-6025,Buggy,playoff,1.2,0.4,1,A,B,False,<answer>B</answer>
11503-6025,Romans,playoff,0.6,0.4,1,A,B,False,<answer>B</answer>
3179-9334,psoriasis,casino,0.8,1.0,2,B,B,True,<answer>B</answer>
3179-427,psoriasis,sickness,0.8,0.2,1,A,B,False,<answer>B</answer>
9334-427,casino,sickness,1.0,0.2,1,A,B,False,<answer>B</answer>
11790-8732,Concubines,cancel,0.4,0.2,1,A,B,False,<answer>B</answer>
11790-10177,Concubines,credit,0.4,1.0,2,B,B,True,<answer>B</answer>
8732-10177,cancel,credit,0.2,1.0,2,B,B,True,<answer>B</answer>
2603-479,Plumbers,actors,0.8,0.4,1,A,A,True,<answer>A</answer>
2603-13480,Plumbers,children,0.8,0.2,1,A,B,False,<answer>B</answer>
479-13480,actors,children,0.4,0.2,1,A,B,False,<answer>B</answer>
12075-4673,cocaine,drugs,1.8,1.2,1,A,A,True,<answer>A</answer>
4673-13957,drugs,Munchies,1.2,1.8,2,B,B,True,<answer>B</answer>
12529-4073,parrot,hotdog,1.8,1.2,1,A,B,False,<answer>B</answer>
12529-13665,parrot,politician,1.8,0.8,1,A,B,False,<answer>B</answer>
4073-13665,hotdog,politician,1.2,0.8,1,A,A,True,<answer>A</answer>
7296-2817,awards,tree,0.4,1.0,2,B,B,True,<answer>B</answer>
7296-4009,awards,dog,0.4,0.2,1,A,B,False,<answer>B</answer>
2817-4009,tree,dog,1.0,0.2,1,A,B,False,<answer>B</answer>
3889-11860,toupee,nachos,1.8,0.8,1,A,B,False,<answer>B</answer>
3889-12762,toupee,ladder,1.8,1.0,1,A,A,True,<answer>A</answer>
11860-12762,nachos,ladder,0.8,1.0,2,B,B,True,<answer>B</answer>
10046-991,appliances,runaways,1.4,0.0,1,A,B,False,<answer>B</answer>
8724-991,sandwiches,runaways,1.4,0.0,1,A,A,True,<answer>A</answer>
8576-13393,genie,fly,1.8,1.2,1,A,A,True,<answer>A</answer>
8576-13463,genie,Giraffe,1.8,1.4,1,A,B,False,<answer>B</answer>
13393-13463,fly,Giraffe,1.2,1.4,2,B,A,False,<answer>A</answer>
13478-3244,Grandpa,lamp,1.2,0.8,1,A,A,True,<answer>A</answer>
13478-3415,Grandpa,tells,1.2,0.4,1,A,B,False,<answer>B</answer>
3244-3415,lamp,tells,0.8,0.4,1,A,B,False,<answer>B</answer>
14211-466,baptizing,demon,0.4,0.8,2,B,B,True,<answer>B</answer>
14211-8210,baptizing,painting,0.4,0.8,2,B,A,False,<answer>A</answer>
3597-9792,vodka,cereal,1.4,1.0,1,A,B,False,<answer>B</answer>
11247-5350,church,birds,0.6,0.2,1,A,B,False,<answer>B</answer>
14205-2840,hootenanny,lake,0.6,0.0,1,A,B,False,<answer>B</answer>
2840-8465,lake,duck,0.0,0.6,2,B,B,True,<answer>B</answer>
2553-14449,cuddling,shoelaces,1.2,0.8,1,A,B,False,<answer>B</answer>
2553-6568,cuddling,pants,1.2,1.6,2,B,B,True,<answer>B</answer>
14449-6568,shoelaces,pants,0.8,1.6,2,B,A,False,<answer>A</answer>
9941-7315,sleeps,hides,0.8,0.6,1,A,A,True,<answer>A</answer>
9941-1903,sleeps,sings,0.8,0.4,1,A,A,True,<answer>A</answer>
7315-1903,hides,sings,0.6,0.4,1,A,A,True,<answer>A</answer>
3779-27,actual,mascot,0.6,0.0,1,A,B,False,<answer>B</answer>
3779-4485,actual,logo,0.6,0.8,2,B,B,True,<answer>B</answer>
27-4485,mascot,logo,0.0,0.8,2,B,B,True,<answer>B</answer>
9215-8930,date,fun,0.8,1.4,2,B,B,True,<answer>B</answer>
9215-324,date,Elves,0.8,1.4,2,B,B,True,<answer>B</answer>
3316-8048,Cook,Destroy,1.2,0.6,1,A,B,False,<answer>B</answer>
3316-1910,Cook,date,1.2,1.0,1,A,B,False,<answer>B</answer>
8048-1910,Destroy,date,0.6,1.0,2,B,B,True,<answer>B</answer>
9030-11136,tuba,firecrackers,1.0,1.8,2,B,A,False,<answer>A</answer>
9030-8594,tuba,Moons,1.0,2.4,2,B,B,True,<answer>B</answer>
11136-8594,firecrackers,Moons,1.8,2.4,2,B,B,True,<answer>B</answer>
12411-5754,thinks,Building,0.0,0.2,2,B,A,False,<answer>A</answer>
12411-1020,thinks,make,0.0,1.4,2,B,B,True,<answer>B</answer>
5754-1020,Building,make,0.2,1.4,2,B,B,True,<answer>B</answer>
3070-4842,toe,toupee,1.8,2.6,2,B,B,True,<answer>B</answer>
3070-9838,toe,beer,1.8,2.4,2,B,B,True,<answer>B</answer>
4842-9838,toupee,beer,2.6,2.4,1,A,B,False,<answer>B</answer>
652-13933,Monster,embraces,0.6,1.8,2,B,B,True,<answer>B</answer>
652-14369,Monster,diamond,0.6,0.2,1,A,B,False,<answer>B</answer>
13933-14369,embraces,diamond,1.8,0.2,1,A,B,False,<answer>B</answer>
12187-2240,food,carpet,0.4,1.4,2,B,B,True,<answer>B</answer>
12187-6902,food,makeup,0.4,0.6,2,B,B,True,<answer>B</answer>
2240-6902,carpet,makeup,1.4,0.6,1,A,B,False,<answer>B</answer>
10686-4870,harasser,camel,1.0,0.0,1,A,B,False,<answer>B</answer>
4870-14367,camel,potato,0.0,1.0,2,B,B,True,<answer>B</answer>
10443-5888,candy,marital,1.6,0.8,1,A,B,False,<answer>B</answer>
10443-5281,candy,podunk,1.6,0.8,1,A,B,False,<answer>B</answer>
10653-4878,friends,vegetables,1.8,2.0,2,B,B,True,<answer>B</answer>
10653-5702,friends,cats,1.8,2.2,2,B,B,True,<answer>B</answer>
4878-5702,vegetables,cats,2.0,2.2,2,B,B,True,<answer>B</answer>
7110-10217,essay,pigeon,0.6,1.2,2,B,B,True,<answer>B</answer>
7110-14972,essay,opera,0.6,1.6,2,B,B,True,<answer>B</answer>
10217-14972,pigeon,opera,1.2,1.6,2,B,B,True,<answer>B</answer>
11217-8104,helicopter,vanishes,0.0,1.4,2,B,B,True,<answer>B</answer>
11217-12441,helicopter,pageant,0.0,0.6,2,B,B,True,<answer>B</answer>
8104-12441,vanishes,pageant,1.4,0.6,1,A,B,False,<answer>B</answer>
1506-9351,mummies,cigar,2.0,1.4,1,A,A,True,<answer>A</answer>
9351-1318,cigar,romance,1.4,2.0,2,B,A,False,<answer>A</answer>
10938-5195,Companion,book,0.2,1.0,2,B,B,True,<answer>B</answer>
10938-3049,Companion,faking,0.2,1.4,2,B,B,True,<answer>B</answer>
5195-3049,book,faking,1.0,1.4,2,B,B,True,<answer>B</answer>
11058-9823,delusion,Pancake,1.6,0.6,1,A,A,True,<answer>A</answer>
10019-9823,porn,Pancake,1.6,0.6,1,A,A,True,<answer>A</answer>
12355-13522,pants,anus,1.2,0.6,1,A,B,False,<answer>B</answer>
12355-3420,pants,screws,1.2,0.6,1,A,B,False,<answer>B</answer>
7634-11850,leftovers,student,1.6,1.0,1,A,B,False,<answer>B</answer>
7634-13073,leftovers,flight,1.6,1.0,1,A,B,False,<answer>B</answer>
410-9733,kickball,swimming,1.4,1.2,1,A,A,True,<answer>A</answer>
410-12211,kickball,pie,1.4,1.8,2,B,A,False,<answer>A</answer>
9733-12211,swimming,pie,1.2,1.8,2,B,B,True,<answer>B</answer>
3313-9560,eyebrows,ballad,1.8,0.2,1,A,B,False,<answer>B</answer>
3313-3068,eyebrows,boy,1.8,1.4,1,A,B,False,<answer>B</answer>
9560-3068,ballad,boy,0.2,1.4,2,B,B,True,<answer>B</answer>
4512-7872,fuse,hamster,1.4,1.8,2,B,B,True,<answer>B</answer>
4512-3939,fuse,beer,1.4,1.6,2,B,B,True,<answer>B</answer>
7872-3939,hamster,beer,1.8,1.6,1,A,A,True,<answer>A</answer>
3607-12109,doubloons,miles,1.0,0.6,1,A,B,False,<answer>B</answer>
3607-4477,doubloons,speech,1.0,0.2,1,A,A,True,<answer>A</answer>
12109-4477,miles,speech,0.6,0.2,1,A,B,False,<answer>B</answer>
14606-851,boredom,camels,1.2,0.6,1,A,A,True,<answer>A</answer>
14606-13571,boredom,birds,1.2,0.0,1,A,A,True,<answer>A</answer>
851-13571,camels,birds,0.6,0.0,1,A,A,True,<answer>A</answer>
7893-949,chart,Halloween,0.2,0.6,2,B,B,True,<answer>B</answer>
7893-2625,chart,camels,0.2,1.0,2,B,B,True,<answer>B</answer>
949-2625,Halloween,camels,0.6,1.0,2,B,B,True,<answer>B</answer>
4848-2851,Patty,trap,0.0,0.8,2,B,B,True,<answer>B</answer>
4848-14934,Patty,weeds,0.0,1.0,2,B,B,True,<answer>B</answer>
2851-14934,trap,weeds,0.8,1.0,2,B,B,True,<answer>B</answer>
4974-9035,skunk,terrorist,0.8,0.4,1,A,B,False,<answer>B</answer>
4974-6996,skunk,destruction,0.8,0.4,1,A,A,True,<answer>A</answer>
7413-9462,prom,movers,2.0,0.4,1,A,A,True,<answer>A</answer>
7413-10582,prom,hammock,2.0,0.8,1,A,B,False,<answer>B</answer>
9462-10582,movers,hammock,0.4,0.8,2,B,B,True,<answer>B</answer>
9222-12838,vacation,party,0.2,0.8,2,B,B,True,<answer>B</answer>
9222-5353,vacation,lies,0.2,0.6,2,B,B,True,<answer>B</answer>
12838-5353,party,lies,0.8,0.6,1,A,B,False,<answer>B</answer>
11211-11367,slaughter,oil,0.6,0.2,1,A,B,False,<answer>B</answer>
11211-15040,slaughter,fence,0.6,0.2,1,A,B,False,<answer>B</answer>
6404-7575,Drills,drillers,1.2,0.2,1,A,B,False,<answer>B</answer>
6404-10930,Drills,Groundhogs,1.2,0.8,1,A,B,False,<answer>B</answer>
7575-10930,drillers,Groundhogs,0.2,0.8,2,B,B,True,<answer>B</answer>
5355-6878,letters,Tacos,0.6,1.4,2,B,B,True,<answer>B</answer>
5355-3974,letters,bananas,0.6,1.2,2,B,B,True,<answer>B</answer>
6878-3974,Tacos,bananas,1.4,1.2,1,A,B,False,<answer>B</answer>
2847-2295,gender,embarrassment,0.4,0.2,1,A,B,False,<answer>B</answer>
2847-12858,gender,love,0.4,0.2,1,A,B,False,<answer>B</answer>
1135-5014,waste,disasters,0.4,1.6,2,B,B,True,<answer>B</answer>
1135-4674,waste,cartoon,0.4,0.6,2,B,B,True,<answer>B</answer>
5014-4674,disasters,cartoon,1.6,0.6,1,A,B,False,<answer>B</answer>
11356-5098,burglars,grasshoppers,1.0,0.6,1,A,B,False,<answer>B</answer>
11356-3718,burglars,haircuts,1.0,0.4,1,A,B,False,<answer>B</answer>
5098-3718,grasshoppers,haircuts,0.6,0.4,1,A,B,False,<answer>B</answer>
3840-917,Toddlers,siblings,1.6,1.4,1,A,A,True,<answer>A</answer>
3840-13671,Toddlers,beer,1.6,1.2,1,A,A,True,<answer>A</answer>
917-13671,siblings,beer,1.4,1.2,1,A,A,True,<answer>A</answer>
5328-14168,ant,party,0.0,0.6,2,B,B,True,<answer>B</answer>
5328-13238,ant,bear,0.0,1.8,2,B,B,True,<answer>B</answer>
14168-13238,party,bear,0.6,1.8,2,B,B,True,<answer>B</answer>
10491-11323,panties,gamers,0.2,0.4,2,B,A,False,<answer>A</answer>
10491-10942,panties,comedy,0.2,0.8,2,B,A,False,<answer>A</answer>
11323-10942,gamers,comedy,0.4,0.8,2,B,B,True,<answer>B</answer>
8219-10855,celebrity,foxtrotting,0.8,0.4,1,A,B,False,<answer>B</answer>
8219-4867,celebrity,election,0.8,0.6,1,A,B,False,<answer>B</answer>
10855-4867,foxtrotting,election,0.4,0.6,2,B,B,True,<answer>B</answer>
1909-4965,blanket,ice,0.6,0.4,1,A,B,False,<answer>B</answer>
1909-5229,blanket,bartender,0.6,0.8,2,B,B,True,<answer>B</answer>
4965-5229,ice,bartender,0.4,0.8,2,B,B,True,<answer>B</answer>
13751-812,marry,sprouts,2.0,0.8,1,A,B,False,<answer>B</answer>
13751-12754,marry,Mars,2.0,1.8,1,A,A,True,<answer>A</answer>
812-12754,sprouts,Mars,0.8,1.8,2,B,B,True,<answer>B</answer>
11811-513,Toad,fashion,0.2,0.8,2,B,B,True,<answer>B</answer>
11811-1304,Toad,clown,0.2,0.8,2,B,B,True,<answer>B</answer>
279-2229,clown,toupee,1.0,1.2,2,B,B,True,<answer>B</answer>
7787-7640,stuffing,goblins,1.6,0.8,1,A,A,True,<answer>A</answer>
7787-4093,stuffing,everyone,1.6,0.6,1,A,A,True,<answer>A</answer>
7640-4093,goblins,everyone,0.8,0.6,1,A,B,False,<answer>B</answer>
142-11847,boastful,Impression,0.4,1.8,2,B,B,True,<answer>B</answer>
142-4240,boastful,Accidental,0.4,0.0,1,A,B,False,<answer>B</answer>
11847-4240,Impression,Accidental,1.8,0.0,1,A,B,False,<answer>B</answer>
14195-5759,monkey,implode,1.8,0.0,1,A,B,False,<answer>B</answer>
14195-1394,monkey,trump,1.8,1.2,1,A,B,False,<answer>B</answer>
5759-1394,implode,trump,0.0,1.2,2,B,B,True,<answer>B</answer>
3493-7162,stupid,meat,1.6,0.6,1,A,B,False,<answer>B</answer>
3493-5679,stupid,baldness,1.6,1.2,1,A,B,False,<answer>B</answer>
7162-5679,meat,baldness,0.6,1.2,2,B,B,True,<answer>B</answer>
2422-7057,Bear,romped,1.8,1.6,1,A,B,False,<answer>B</answer>
2422-8550,Bear,Skated,1.8,0.6,1,A,B,False,<answer>B</answer>
7057-8550,romped,Skated,1.6,0.6,1,A,B,False,<answer>B</answer>
8596-5725,envelope,eagle,0.4,0.2,1,A,B,False,<answer>B</answer>
8596-10544,envelope,baboon,0.4,0.8,2,B,B,True,<answer>B</answer>
5725-10544,eagle,baboon,0.2,0.8,2,B,B,True,<answer>B</answer>
9767-12471,Madonna,Trolley,1.4,0.4,1,A,B,False,<answer>B</answer>
12471-12537,Trolley,Eyeliner,0.4,1.4,2,B,B,True,<answer>B</answer>
15019-14878,population,oven,0.4,1.2,2,B,B,True,<answer>B</answer>
14878-11562,oven,cuisine,1.2,0.4,1,A,B,False,<answer>B</answer>
4659-9014,microwave,shimmy,0.2,0.6,2,B,B,True,<answer>B</answer>
4659-6592,microwave,spammer,0.2,1.0,2,B,A,False,<answer>A</answer>
9014-6592,shimmy,spammer,0.6,1.0,2,B,A,False,<answer>A</answer>
5717-10815,gecko,Mallard,0.8,0.4,1,A,B,False,<answer>B</answer>
17-10815,flirts,Mallard,0.8,0.4,1,A,B,False,<answer>B</answer>
8253-4871,promise,children,0.4,1.0,2,B,B,True,<answer>B</answer>
4871-824,children,comics,1.0,0.4,1,A,B,False,<answer>B</answer>
14709-2129,attacks,lies,0.6,0.4,1,A,B,False,<answer>B</answer>
2129-118,lies,haircut,0.4,0.6,2,B,B,True,<answer>B</answer>
11510-7189,Bribe,pesos,0.8,0.6,1,A,B,False,<answer>B</answer>
11510-10787,Bribe,film,0.8,0.0,1,A,B,False,<answer>B</answer>
7189-10787,pesos,film,0.6,0.0,1,A,B,False,<answer>B</answer>
1005-2044,bathtub,dogs,1.4,1.2,1,A,B,False,<answer>B</answer>
1005-2657,bathtub,wrestle,1.4,1.8,2,B,B,True,<answer>B</answer>
2044-2657,dogs,wrestle,1.2,1.8,2,B,B,True,<answer>B</answer>
11402-5606,Blank,food,1.8,0.2,1,A,B,False,<answer>B</answer>
11402-13253,Blank,Meal,1.8,1.2,1,A,B,False,<answer>B</answer>
5606-13253,food,Meal,0.2,1.2,2,B,B,True,<answer>B</answer>
13362-12729,kitten,air,0.8,0.4,1,A,B,False,<answer>B</answer>
13362-13790,kitten,sharks,0.8,1.4,2,B,B,True,<answer>B</answer>
12729-13790,air,sharks,0.4,1.4,2,B,B,True,<answer>B</answer>
14374-14752,attic,dungeon,1.4,1.6,2,B,B,True,<answer>B</answer>
14374-2144,attic,husband,1.4,0.6,1,A,B,False,<answer>B</answer>
14752-2144,dungeon,husband,1.6,0.6,1,A,B,False,<answer>B</answer>
790-13355,models,tans,0.8,1.4,2,B,B,True,<answer>B</answer>
790-3006,models,mustaches,0.8,1.4,2,B,B,True,<answer>B</answer>
7929-1417,Roulette,perform,1.6,1.2,1,A,B,False,<answer>B</answer>
7929-11922,Roulette,wedding,1.6,0.8,1,A,B,False,<answer>B</answer>
1417-11922,perform,wedding,1.2,0.8,1,A,B,False,<answer>B</answer>
2211-10809,Amazon,Sherlock,0.6,1.2,2,B,B,True,<answer>B</answer>
2211-9102,Amazon,Sushi,0.6,0.2,1,A,B,False,<answer>B</answer>
10809-9102,Sherlock,Sushi,1.2,0.2,1,A,B,False,<answer>B</answer>
9474-6109,fishing,sweaters,1.0,0.6,1,A,B,False,<answer>B</answer>
9474-14297,fishing,safety,1.0,0.4,1,A,B,False,<answer>B</answer>
6109-14297,sweaters,safety,0.6,0.4,1,A,B,False,<answer>B</answer>
