id_a,id_b,text_a,text_b,rating_a,rating_b,expected
75,93,Q: Do you know the difference between an intelligent male and the Sasquatch?  A: There have been actual reported sightings of the Sasquatch.,"Reaching the end of a job interview, the human resources person asked a young engineer fresh out of Stanford,  """"And what starting salary were you looking for?""""  The engineer said, """"In the neighborhood of $125,000 a year, depending on the benefits package.""""  The interviewer said, """"Well, what would you say to a package of 5-weeks  vacation, 14 paid holidays, full medical and dental, company matching  retirement fund to 50% of salary, and a company car leased every 2 years -  say, a red Corvette?""""  The Engineer sat up straight and said, """"Wow! Are you kidding?""""  And the interviewer replied, """"Yeah, but you started it.",-0.8116,2.7578,B
41,141,"What does an atheist say during an orgasm? """"Oh Darwin! Oh Darwin!...",Jack Bauer can get McDonald's breakfast after 10:30.,0.1034,-2.7388,A
136,143,"A man went to apply for a job. After filling out all of his applications, he waited anxiously for the outcome.The employer read all his applications and said, """"We have an opening for people like you."""" """"Oh, great,"""" he said. """"What is it?"""" """"It's called the door!","A preist, a 12-year-old kid, and the smartest guy in the world are on a plane. The pilot screams, """"The plane is going down! You have to jump!"""" He then grabs a parachute and jumps off, leaving only two more parachutes on the plane. The smartest guy in the world says, """"I have to go. I mean, I'm the smartest guy in the world!"""" He grabs a parachute, and jumps. The priest then looks at the 12-year-old kid, and says, """"Go, my son. You have a long life to live."""" The kid calmly responds: """"Dude, chill. We'll be fine. The 'smartest guy in the world' took my backpack.",0.4763,2.7529,B
68,146,"A man piloting a hot air balloon discovers he has wandered off course and is hopelessly lost. He descends to a lower altitude and locates a man down on the ground. He lowers the balloon further and shouts """"Excuse me, can you tell me where I am?""""  The man below says: """"Yes, you're in a hot air balloon, about 30 feet above this field.""""  """"You must work in Information Technology,"""" says the balloonist.  """"Yes I do,"""" replies the man. """"And how did you know that?""""  """"Well,"""" says the balloonist, """"what you told me is technically correct, but of no use to anyone.""""  The man below says, """"You must work in management.""""  """"I do,"""" replies the balloonist, """"how did you know?""""  """"Well,"""" says the man, """"you don't know where you are, or where you're going, but you expect my immediate help. You're in the same position you were before we met, but now it's my fault!",America: 8:00 - Welcome to work! 12:00 - Lunch break 17:00 - The work day is over Japan: 8:00 - Are you already at work? 12:00 - Continue your work 17:00 - The work day is over 20:00 - Please finish your work Romania: 8:00 - Has anyone come to work? 12:00 - Did someone start working? 16:00 - Is anyone at work?,3.2979,0.205,A
140,106,Chuck Norris' calendar goes straight from March 31st to April 2nd; no one fools Chuck Norris.,"An engineer dies and reports to the pearly gates. St. Peter checks his dossier and says, """"Ah, you're an engineer--you're in the wrong place."""" So, the engineer reports to the gates of hell and is let in. Pretty soon, the engineer gets dissatisfied with the level of comfort in hell, and starts designing and building improvements. After awhile, they've got air conditioning, flush toilets and escalators, and the engineer is a pretty popular guy. One day, God calls Satan up on the telephone and says with a sneer, """"So, how's it going down there in hell?"""" Satan replies, """"Hey, things are going great. We've got air conditioning, flush toilets and escalators, and there's no telling what this engineer is going to come up with next."""" God replies, """"What?? You've got an engineer? That's a mistake--he should never have gotten down there; send him up here."""" Satan says, """"No way."""" I like having an engineer on the staff, and I'm keeping him."""" God says, """"Send him back up here or I'll sue."""" Satan laughs uproariously and answers, """"Yeah, right. And just where are YOU going to get a lawyer?",0.5753,3.2891,B
32,136,"A man arrives at the gates of heaven. St. Peter asks, """"Religion?""""  The man says, """"Methodist."""" St. Peter looks down his list, and says,  """"Go to room 24, but be very quiet as you pass room 8.""""   Another man arrives at the gates of heaven. """"Religion?"""" """"Baptist."""" """"Go to room 18, but be very quiet as you pass room 8.""""   A third man arrives at the gates. """"Religion?"""" """"Jewish."""" """"Go to room 11, but be very quiet as you pass room 8.""""  The man says, """"I can understand there being different rooms for different religions, but why must I be quiet when I pass room 8?"""" St. Peter tells him, """"Well the Catholics are in room 8,  and they think they're the only ones here.","A man went to apply for a job. After filling out all of his applications, he waited anxiously for the outcome.The employer read all his applications and said, """"We have an opening for people like you."""" """"Oh, great,"""" he said. """"What is it?"""" """"It's called the door!",3.4268,0.4763,A
67,119,"Once upon a time, two brooms fell in love and decided to get married. Before the ceremony, the bride broom informed the groom broom that  she was expecting a little whiskbroom. The groom broom was aghast!  """"How is this possible?"""" he asked. """"We've never swept together!","One day the first grade teacher was reading the story of the Three Little Pigs to her class. She came to the part of the story where the first pig was trying to accumulate the building materials for his home. She read, """"...and so the pig went up to the man with the wheelbarrow full of straw and said, 'Pardon me sir, but may I have some of that straw to build my house?'"""" The teacher paused then asked the class, """"And what do you think that man said?"""" One little boy raised his hand and said, """"I know...he said, 'Holy Shit! A talking pig!'",-0.05,2.7341,B
126,123,"A Briton, a Frenchman and a Russian are viewing a painting of Adam and Eve frolicking in the Garden of Eden. """"Look at their reserve, their calm,"""" muses the Brit. """"They must be British."""" """"Nonsense,"""" the Frenchman disagrees. """"They're naked, and so beautiful. Clearly, they are French."""" """"No way! They have no clothes and no shelter,"""" the Russian points out, """"They have only an apple to eat, and they are being told they live in a paradise. Obviously, they are Russian.","When most people claim to be """"killing time"""", it's only an expression. When Chuck Norris kills time, the minutes actually cease to exist.",3.107,-0.2732,A
52,63,Q: What do Monica Lewinsky and Bob Dole have in common? A: They were both upset when Bill finished first.,"An engineer, a physicist and a mathematician are sleeping in a room. There is a fire in the room. The engineer wakes up, sees the fire, picks up the bucket of water and douses the fire and goes back to sleep.   Again there is fire in the room. This time, the physicist wakes up, notices the bucket, fills it with water, calculates the optimal trajectory and douses the fire in minimum amount of water and goes back to sleep.   Again there is fire. This time the mathematician wakes up.  He looks at the fire, looks at the bucket and the water and exclaims, """"A solution exists"""" and goes back to sleep.",0.0932,2.9096,B
26,20,"A guy walks into a bar and sits down next to an extremely gorgeous  woman.  The first thing he notices about her though, are her pants.   They were skin-tight, high-waisted and had no obvious mechanism  (zipper, buttons or velcro) for opening them.  After several minutes of puzzling over how she got the pants up over  her hips, he finally worked up the nerve to ask her.  """"Excuse me miss,  but how do you get into your pants?""""  """"Well,"""" she replied, """"you can start by buying me a drink.",What's the difference between a MacIntosh and an Etch-A-Sketch?   You don't have to shake the Mac to clear the screen.,2.5194,-0.7028,A
7,100,How many feminists does it take to screw in a light bulb? That's not funny.,Q: Whats the difference between greeting a Queen and greeting the President of the United  States?  A: You only have to get on one knee to greet the queen.,-1.9438,1.0409,B
106,79,"An engineer dies and reports to the pearly gates. St. Peter checks his dossier and says, """"Ah, you're an engineer--you're in the wrong place."""" So, the engineer reports to the gates of hell and is let in. Pretty soon, the engineer gets dissatisfied with the level of comfort in hell, and starts designing and building improvements. After awhile, they've got air conditioning, flush toilets and escalators, and the engineer is a pretty popular guy. One day, God calls Satan up on the telephone and says with a sneer, """"So, how's it going down there in hell?"""" Satan replies, """"Hey, things are going great. We've got air conditioning, flush toilets and escalators, and there's no telling what this engineer is going to come up with next."""" God replies, """"What?? You've got an engineer? That's a mistake--he should never have gotten down there; send him up here."""" Satan says, """"No way."""" I like having an engineer on the staff, and I'm keeping him."""" God says, """"Send him back up here or I'll sue."""" Satan laughs uproariously and answers, """"Yeah, right. And just where are YOU going to get a lawyer?","Q: Ever wonder why the IRS calls it Form 1040?  A: Because for every $50 that you earn, you get 10 and they get 40.",3.2891,0.3077,A
64,111,What is the rallying cry of the International Dyslexic Pride movement? Dyslexics Untie!,"A new business was opening and one of the owner's friends wanted to send him flowers for the occasion. They arrived at the new business site and the owner read the card, """"Rest in Peace."""" The owner was angry and called the florist to complain. After he had told the florist of the obvious mistake and how angry he was, the florist replied, """"Sir, I'm really sorry for the mistake, but rather than getting angry, you should imagine this: somewhere there is a funeral taking place today, and they have flowers with a note saying, 'Congratulations on your new location!'",-0.0642,2.7169,B
89,75,"A radio conversation of a US naval  ship with Canadian authorities ...   Americans: Please divert your course 15 degrees to the North to avoid a collision.  Canadians: Recommend you divert YOUR course 15 degrees to the South to  avoid a collision.  Americans: This is the Captain of a US Navy ship.  I say again, divert  YOUR course.  Canadians: No.  I say again, you divert YOUR course.  Americans: This is the aircraft carrier USS LINCOLN, the second largest ship in the United States' Atlantic Fleet. We are accompanied by three destroyers, three cruisers and numerous support vessels. I demand that you change your course 15 degrees north, that's ONE FIVE DEGREES NORTH, or counter-measures will be undertaken to ensure the safety of this ship.  Canadians: This is a lighthouse.  Your call.",Q: Do you know the difference between an intelligent male and the Sasquatch?  A: There have been actual reported sightings of the Sasquatch.,3.561,-0.8116,A
24,88,What do you get when you run over a parakeet with a lawnmower?  Shredded tweet.,"A Czechoslovakian man felt his eyesight was growing steadily worse, and  felt it was time to go see an optometrist.   The doctor started with some simple testing, and showed him a standard eye  chart with letters of diminishing size: CRKBNWXSKZY. . .   """"Can you read this?"""" the doctor asked.   """"Read it?"""" the Czech answered. """"Doc, I know him!",-0.9482,2.2936,B
105,57,"A couple of hunters are out in the woods in the deep south when one of them falls to the ground. He doesn't seem to be breathing, and his eyes are rolled back in his head.The other guy whips out his cell phone and calls 911. He gasps to the operator, """"My friend is dead! What can I do?"""" The operator, in a calm and soothing voice, says, """"Alright, take it easy. I can help. First, let's make sure he's dead."""" There is silence, and then a gun shot is heard.The hunter comes back on the line. """"Okay. Now what??",Why are there so many Jones's in the phone book? Because they all have phones.,3.6604,-0.3931,A
13,105,"They asked the Japanese visitor if they have elections in his country.   """"Every Morning"""" he answers.","A couple of hunters are out in the woods in the deep south when one of them falls to the ground. He doesn't seem to be breathing, and his eyes are rolled back in his head.The other guy whips out his cell phone and calls 911. He gasps to the operator, """"My friend is dead! What can I do?"""" The operator, in a calm and soothing voice, says, """"Alright, take it easy. I can help. First, let's make sure he's dead."""" There is silence, and then a gun shot is heard.The hunter comes back on the line. """"Okay. Now what??",-0.6712,3.6604,B
68,43,"A man piloting a hot air balloon discovers he has wandered off course and is hopelessly lost. He descends to a lower altitude and locates a man down on the ground. He lowers the balloon further and shouts """"Excuse me, can you tell me where I am?""""  The man below says: """"Yes, you're in a hot air balloon, about 30 feet above this field.""""  """"You must work in Information Technology,"""" says the balloonist.  """"Yes I do,"""" replies the man. """"And how did you know that?""""  """"Well,"""" says the balloonist, """"what you told me is technically correct, but of no use to anyone.""""  The man below says, """"You must work in management.""""  """"I do,"""" replies the balloonist, """"how did you know?""""  """"Well,"""" says the man, """"you don't know where you are, or where you're going, but you expect my immediate help. You're in the same position you were before we met, but now it's my fault!","Arnold Swartzeneger and Sylvester Stallone are making a movie about the lives of the great composers.   Stallone says """"I want to be Mozart.""""  Swartzeneger says: """"In that case...  I'll be Bach.",3.2979,0.3014,A
16,125,Q. What is orange and sounds like a parrot?    A. A carrot.,"An American tourist goes into a restaurant in Spain and orders the specialty of the house. When his dinner arrives, he asks the waiter what it is. """"These, senor,"""" replied the waiter in broken English, """"are the testicles of the bull killed in the ring today."""" The tourist swallowed hard but tasted the dish and thought it was delicious. So he comes back the next evening and orders the same item. When it is served, he says to the waiter, """"These testicles...are much smaller than the ones I had last night."""" """"Yes, senor,"""" replied the waiter, """"You see...the bull, he does not always lose.",-1.554,2.8201,B
52,141,Q: What do Monica Lewinsky and Bob Dole have in common? A: They were both upset when Bill finished first.,Jack Bauer can get McDonald's breakfast after 10:30.,0.0932,-2.7388,A
103,106,"Nurse: Doctor, Doctor, there's an invisible man in the waiting room! Doctor: Well, go in there and tell him that I can't see him!","An engineer dies and reports to the pearly gates. St. Peter checks his dossier and says, """"Ah, you're an engineer--you're in the wrong place."""" So, the engineer reports to the gates of hell and is let in. Pretty soon, the engineer gets dissatisfied with the level of comfort in hell, and starts designing and building improvements. After awhile, they've got air conditioning, flush toilets and escalators, and the engineer is a pretty popular guy. One day, God calls Satan up on the telephone and says with a sneer, """"So, how's it going down there in hell?"""" Satan replies, """"Hey, things are going great. We've got air conditioning, flush toilets and escalators, and there's no telling what this engineer is going to come up with next."""" God replies, """"What?? You've got an engineer? That's a mistake--he should never have gotten down there; send him up here."""" Satan says, """"No way."""" I like having an engineer on the staff, and I'm keeping him."""" God says, """"Send him back up here or I'll sue."""" Satan laughs uproariously and answers, """"Yeah, right. And just where are YOU going to get a lawyer?",0.8182,3.2891,B
76,34,"There once was a man and a woman that both  got in  a terrible car wreck. Both of their vehicles   were completely destroyed, buy fortunately, no one  was   hurt.  In thankfulness, the woman said to the  man, 'We are both okay, so we should celebrate. I have   a  bottle of wine in my car, let's open it.'          So the woman got the bottleout of the car, and  handed it to the man. The man took a really big drink,  and handed the woman the bottle. The  woman  closed the bottle and put it down. The man  asked,   'Aren't you going to take a drink?'   The woman cleverly replied,  'No, I think I'll  just  wait for the cops to get here.'","Out in the backwoods of some midwestern state, little Johnny arrives at school an hour late.  Teacher: """"Why are you so late, John?"""" Johny : """"My big brother got shot in the ass."""" (the teacher corrects his speech) Teacher: """"Rectum."""" Johnny : """"Wrecked him!? Hell, It damn near killed him!",2.9148,0.7403,A
15,100,Q:  What did the blind person say when given some matzah?  A:  Who the hell wrote this?,Q: Whats the difference between greeting a Queen and greeting the President of the United  States?  A: You only have to get on one knee to greet the queen.,-1.4361,1.0409,B
27,85,"Clinton returns from a vacation in Arkansas and walks down  the steps of Air Force One with two pigs under his arms.  At the bottom of the steps, he says  to the honor guardsman, """"These are genuine Arkansas Razor-Back Hogs.  I got this one for Chelsea and this one for Hillary.""""    The guardsman replies, """"Nice trade, Sir.",Q: How many Presidents does it take to screw in a light bulb?  A: It depends upon your definition of screwing a light bulb.,2.9338,0.2626,A
7,106,How many feminists does it take to screw in a light bulb? That's not funny.,"An engineer dies and reports to the pearly gates. St. Peter checks his dossier and says, """"Ah, you're an engineer--you're in the wrong place."""" So, the engineer reports to the gates of hell and is let in. Pretty soon, the engineer gets dissatisfied with the level of comfort in hell, and starts designing and building improvements. After awhile, they've got air conditioning, flush toilets and escalators, and the engineer is a pretty popular guy. One day, God calls Satan up on the telephone and says with a sneer, """"So, how's it going down there in hell?"""" Satan replies, """"Hey, things are going great. We've got air conditioning, flush toilets and escalators, and there's no telling what this engineer is going to come up with next."""" God replies, """"What?? You've got an engineer? That's a mistake--he should never have gotten down there; send him up here."""" Satan says, """"No way."""" I like having an engineer on the staff, and I'm keeping him."""" God says, """"Send him back up here or I'll sue."""" Satan laughs uproariously and answers, """"Yeah, right. And just where are YOU going to get a lawyer?",-1.9438,3.2891,B
56,41,"A man and Cindy Crawford get stranded on a desert island.  After a couple of days they fall in love and start sleeping together.  Time pass the man seems frustrated, Cindy asks if there is anything she can do?  He says there is one thing, """"Could you put on this baseball cap and go to the other side of the island and answer me when I call you Bob?""""  She agrees.  Next day he is walking on the other side of the island, runs into her and says """"Hi Bob!""""   She says """"Hello, what's up?""""   He replies: """"Bob you won't believe it: I've been sleeping with Cindy Crawford for the past two weeks!!!!","What does an atheist say during an orgasm? """"Oh Darwin! Oh Darwin!...",2.4623,0.1034,A
18,134,"A dog walks into Western Union and asks the clerk to send a telegram. He fills out a form on which he writes down the telegram he wishes to send: """"Bow wow wow, Bow wow wow.""""  The clerk says, """"You can add another 'Bow wow' for the same price.""""  The dog responded, """"Now wouldn't that sound a little silly?","An artist asked the gallery owner if there had been any interest in his paintings currently on display. """"I've got good news and bad news,"""" the owner replied. """"The good news is that a gentleman inquired about your work and wondered if it would appreciate in value after your death. When I told him it would, he bought all fifteen of your paintings."""" """"That's wonderful!"""" the artist exclaimed. """"What's the bad news?"""" With concern, the gallery owner replied: """"The guy was your doctor.",-0.1343,3.1538,B
26,85,"A guy walks into a bar and sits down next to an extremely gorgeous  woman.  The first thing he notices about her though, are her pants.   They were skin-tight, high-waisted and had no obvious mechanism  (zipper, buttons or velcro) for opening them.  After several minutes of puzzling over how she got the pants up over  her hips, he finally worked up the nerve to ask her.  """"Excuse me miss,  but how do you get into your pants?""""  """"Well,"""" she replied, """"you can start by buying me a drink.",Q: How many Presidents does it take to screw in a light bulb?  A: It depends upon your definition of screwing a light bulb.,2.5194,0.2626,A
15,68,Q:  What did the blind person say when given some matzah?  A:  Who the hell wrote this?,"A man piloting a hot air balloon discovers he has wandered off course and is hopelessly lost. He descends to a lower altitude and locates a man down on the ground. He lowers the balloon further and shouts """"Excuse me, can you tell me where I am?""""  The man below says: """"Yes, you're in a hot air balloon, about 30 feet above this field.""""  """"You must work in Information Technology,"""" says the balloonist.  """"Yes I do,"""" replies the man. """"And how did you know that?""""  """"Well,"""" says the balloonist, """"what you told me is technically correct, but of no use to anyone.""""  The man below says, """"You must work in management.""""  """"I do,"""" replies the balloonist, """"how did you know?""""  """"Well,"""" says the man, """"you don't know where you are, or where you're going, but you expect my immediate help. You're in the same position you were before we met, but now it's my fault!",-1.4361,3.2979,B
54,13,"The Pope dies and, naturally, goes to heaven. He's met by the reception committee, and after a whirlwind tour he is told that he can enjoy any of the myriad of recreations available. He decides that he wants to read all of the ancient original text of the Holy Scriptures, so he spends the next eon or so learning languages. After becoming a linguistic master, he sits down in the library and begins to pour over every version of the Bible, working back from most recent """"Easy Reading"""" to the original script. All of a sudden there is a scream in the library. The Angels come running in only to find the Pope huddled in his chair, crying to himself and muttering, """"An 'R'! The scribes left out the 'R'.""""  A particularly concerned Angel takes him aside, offering comfort, asks him what the problem is and what does he mean.  After collecting his wits, the Pope sobs again, """"It's the letter 'R'. They left out the 'R'. The word was supposed to be CELEBRATE!","They asked the Japanese visitor if they have elections in his country.   """"Every Morning"""" he answers.",2.8787,-0.6712,A
64,122,What is the rallying cry of the International Dyslexic Pride movement? Dyslexics Untie!,"An astronomer, a physicist and a mathematician (it is said) were holidaying in Scotland. Glancing from a train window, they observed a black sheep in the middle of a field.""""How interesting,"""" observed the astronomer, """"All Scottish sheep are black!"""" To which the physicist responded, """"No, no! Some Scottish sheep are black!"""" The mathematician gazed heavenward in supplication, and then intoned, """"In Scotland there exists at least one field, containing at least one sheep, at least one side of which is black.",-0.0642,2.548,B
63,85,"An engineer, a physicist and a mathematician are sleeping in a room. There is a fire in the room. The engineer wakes up, sees the fire, picks up the bucket of water and douses the fire and goes back to sleep.   Again there is fire in the room. This time, the physicist wakes up, notices the bucket, fills it with water, calculates the optimal trajectory and douses the fire in minimum amount of water and goes back to sleep.   Again there is fire. This time the mathematician wakes up.  He looks at the fire, looks at the bucket and the water and exclaims, """"A solution exists"""" and goes back to sleep.",Q: How many Presidents does it take to screw in a light bulb?  A: It depends upon your definition of screwing a light bulb.,2.9096,0.2626,A
124,96,"Person 1: Hey, wanna hear a great knock-knock joke? Person 2: Sure, What is it? Person 1: Okay, you start. Person 2: Knock-knock. Person 1: Who's there? Person 2: … Person 1: Hah!","Two attorneys went into a diner and ordered two drinks.  Then they produced  sandwiches from their briefcases and started to eat.  The owner became quite concerned and marched over and told them, """"You can't eat your own sandwiches in here!""""  The attorneys looked at each other, shrugged their shoulders and then exchanged sandwiches.",-2.0039,2.3047,B
68,51,"A man piloting a hot air balloon discovers he has wandered off course and is hopelessly lost. He descends to a lower altitude and locates a man down on the ground. He lowers the balloon further and shouts """"Excuse me, can you tell me where I am?""""  The man below says: """"Yes, you're in a hot air balloon, about 30 feet above this field.""""  """"You must work in Information Technology,"""" says the balloonist.  """"Yes I do,"""" replies the man. """"And how did you know that?""""  """"Well,"""" says the balloonist, """"what you told me is technically correct, but of no use to anyone.""""  The man below says, """"You must work in management.""""  """"I do,"""" replies the balloonist, """"how did you know?""""  """"Well,"""" says the man, """"you don't know where you are, or where you're going, but you expect my immediate help. You're in the same position you were before we met, but now it's my fault!",Did you hear that Clinton has announced there is a new national bird?   The spread eagle.,3.2979,-0.4471,A
67,62,"Once upon a time, two brooms fell in love and decided to get married. Before the ceremony, the bride broom informed the groom broom that  she was expecting a little whiskbroom. The groom broom was aghast!  """"How is this possible?"""" he asked. """"We've never swept together!","A group of  managers were given the assignment to measure the height of a flagpole. So they go out to the flagpole with ladders and tape measures, and they're falling off the ladders, dropping the tape measures - the whole thing is just a mess. An engineer comes along and sees what they're trying to do, walks over, pulls the flagpole out of the ground, lays it flat, measures it from end to end, gives the measurement to one of the managers and walks away. After the engineer has gone, one manager turns to another and laughs. """"Isn't that just like an engineer, we're looking for the  height and he gives us the length.",-0.05,3.1837,B
53,131,"One Sunday morning William burst into the living room and said, """"Dad! Mom! I have some great news for you! I am getting married to the most beautiful girl in town. She lives a block away and her name is Susan."""" After dinner, William's dad took him aside. """"Son, I have to talk with you. Your mother and I have been married 30 years.. She's a wonderful wife but she has never offered much excitement in the bedroom, so I used to fool around with women a lot. Susan is actually your half-sister, and I'm afraid you can't marry her."""" William was heart-broken. After eight months he eventually started dating girls again. A year later he came home and very proudly announced, """"Dianne said yes! We're getting married in June."""" Again his father insisted on another private conversation and broke the sad news. """"Dianne is your half-sister too, William. I'm awfully sorry about this."""" William was furious! He finally decided to go to his mother with the news. """"Dad has done so much harm.. I guess I'm never going to get married,""""  he complained. """"Every time I fall in love, Dad tells me the girl is my half-sister."""" His mother just shook her head. """"Don't pay any attention to what he says, dear. He's not really your father.","A guy had been feeling down for so long that he finally decided to seek the aid of a psychiatrist. He went there, lay on the couch, spilled his guts then waited for the profound wisdom of the psychiatrist to make him feel better.The psychiatrist asked me a few questions, took some notes then sat thinking in silence for a few minutes with a puzzled look on his face. He looked up with an expression of delight and said, """"I think your problem is low self-esteem. It is very common among losers.",3.6316,0.7387,A
64,88,What is the rallying cry of the International Dyslexic Pride movement? Dyslexics Untie!,"A Czechoslovakian man felt his eyesight was growing steadily worse, and  felt it was time to go see an optometrist.   The doctor started with some simple testing, and showed him a standard eye  chart with letters of diminishing size: CRKBNWXSKZY. . .   """"Can you read this?"""" the doctor asked.   """"Read it?"""" the Czech answered. """"Doc, I know him!",-0.0642,2.2936,B
87,79,"A man, recently completing a routine physical examination receives a phone call from his doctor.  The doctor says, """"I have some good news and some bad news.""""  The man says, """"OK, give me the good news first.""""  The doctor says, """"The good news is, you have 24 hours to live.""""  The man replies, """"Shit!  That's the good news?  Then what's the bad news?""""  The doctor says, """"The bad news is, I forgot to call you yesterday.","Q: Ever wonder why the IRS calls it Form 1040?  A: Because for every $50 that you earn, you get 10 and they get 40.",2.4532,0.3077,A
141,57,Jack Bauer can get McDonald's breakfast after 10:30.,Why are there so many Jones's in the phone book? Because they all have phones.,-2.7388,-0.3931,B
131,16,"A guy had been feeling down for so long that he finally decided to seek the aid of a psychiatrist. He went there, lay on the couch, spilled his guts then waited for the profound wisdom of the psychiatrist to make him feel better.The psychiatrist asked me a few questions, took some notes then sat thinking in silence for a few minutes with a puzzled look on his face. He looked up with an expression of delight and said, """"I think your problem is low self-esteem. It is very common among losers.",Q. What is orange and sounds like a parrot?    A. A carrot.,0.7387,-1.554,A
8,36,Q. Did you hear about the dyslexic devil worshiper?   A. He sold his soul to Santa.,"A guy walks into a bar, orders a beer and says to the bartender, """"Hey, I got this great Polish Joke...""""   The barkeep glares at him and says in a warning tone of voice: """"Before you go telling that joke you better know that I'm Polish, both bouncers are Polish and so are most of my customers""""  """"Okay"""" says the customer,""""I'll tell it very slowly.",-0.7048,2.8359,B
20,141,What's the difference between a MacIntosh and an Etch-A-Sketch?   You don't have to shake the Mac to clear the screen.,Jack Bauer can get McDonald's breakfast after 10:30.,-0.7028,-2.7388,A
15,27,Q:  What did the blind person say when given some matzah?  A:  Who the hell wrote this?,"Clinton returns from a vacation in Arkansas and walks down  the steps of Air Force One with two pigs under his arms.  At the bottom of the steps, he says  to the honor guardsman, """"These are genuine Arkansas Razor-Back Hogs.  I got this one for Chelsea and this one for Hillary.""""    The guardsman replies, """"Nice trade, Sir.",-1.4361,2.9338,B
21,20,"What's the difference between a used tire and 365 used condoms?  One's a Goodyear, the other's a great year.",What's the difference between a MacIntosh and an Etch-A-Sketch?   You don't have to shake the Mac to clear the screen.,3.0111,-0.7028,A
34,134,"Out in the backwoods of some midwestern state, little Johnny arrives at school an hour late.  Teacher: """"Why are you so late, John?"""" Johny : """"My big brother got shot in the ass."""" (the teacher corrects his speech) Teacher: """"Rectum."""" Johnny : """"Wrecked him!? Hell, It damn near killed him!","An artist asked the gallery owner if there had been any interest in his paintings currently on display. """"I've got good news and bad news,"""" the owner replied. """"The good news is that a gentleman inquired about your work and wondered if it would appreciate in value after your death. When I told him it would, he bought all fifteen of your paintings."""" """"That's wonderful!"""" the artist exclaimed. """"What's the bad news?"""" With concern, the gallery owner replied: """"The guy was your doctor.",0.7403,3.1538,B
77,44,If pro- is the opposite of con- then congress must be the opposite of progress.,"A horse walks into a bar. Bartender says: """"So, why the long face?",1.5608,-0.8796,A
5,129,"Q.	What's O. J. Simpson's Internet address?  A.	Slash, slash, backslash, slash, slash, escape.","A group of girlfriends is on vacation when they see a 5-story hotel with a sign that reads: """"For Women Only."""" Since they are without their boyfriends and husbands, they decide to go in. The bouncer, a very attractive guy, explains to them how it works. """"We have 5 floors. Go up floor by floor, and once you find what you are looking for, you can stay there. It's easy to decide since each floor has a sign telling you what's inside."""" So they start going up and on the first floor the sign reads: """"All the men on this floor are short and plain."""" The friends laugh and without hesitation move on to the next floor. The sign on the second floor reads: """"All the men here are short and handsome."""" Still, this isn't good enough, so the friends continue on up. They reach the third floor and the sign reads: """"All the men here are tall and plain."""" They still want to do better, and so, knowing there are still two floors left, they continued on up. On the fourth floor, the sign is perfect: """"All the men here are tall and handsome."""" The women get all excited and are going in when they realize that there is still one floor left. Wondering what they are missing, they head on up to the fifth floor. There they find a sign that reads: """"There are no men here. This floor was built only to prove that there is no way to please a woman.",-2.0346,3.4788,B
107,16,"(A) The Japanese eat very little fat and suffer fewer heart attacks than the British or Americans. (B) On the other hand, the French eat a lot of fat and also suffer fewer heart attacks than the British or Americans. (C) The Chinese drink very little red wine and suffer fewer heart attacks than the British or Americans. (D) The Italians drink excessive amounts of red wine and also suffer fewer heart attacks than the British or Americans.(E) Conclusion: Eat and drink what you like. It's speaking English that kills you.",Q. What is orange and sounds like a parrot?    A. A carrot.,2.5622,-1.554,A
37,110,"A Jewish young man was seeing a psychiatrist for an eating and sleeping disorder.   """"I am so obsessed with my mother... As soon as I go to sleep, I start dreaming, and everyone in my dream turns into my mother. I wake up in such a state, all I can do is go downstairs and eat a piece of toast.""""  The psychiatrist replies:  """"What, just one piece of toast, for a big boy like you?","One day, a professor was giving a big test to his students. He handed out the tests and went back to his desk to wait. Once the test was over, the students all handed the tests back in.The professor noticed that one of the students had attached a $100 bill to his test with a note saying: """"A dollar per point."""" The next class the professor handed the tests back out. This student got back his test...and $64 change!",0.1476,2.7549,B
63,103,"An engineer, a physicist and a mathematician are sleeping in a room. There is a fire in the room. The engineer wakes up, sees the fire, picks up the bucket of water and douses the fire and goes back to sleep.   Again there is fire in the room. This time, the physicist wakes up, notices the bucket, fills it with water, calculates the optimal trajectory and douses the fire in minimum amount of water and goes back to sleep.   Again there is fire. This time the mathematician wakes up.  He looks at the fire, looks at the bucket and the water and exclaims, """"A solution exists"""" and goes back to sleep.","Nurse: Doctor, Doctor, there's an invisible man in the waiting room! Doctor: Well, go in there and tell him that I can't see him!",2.9096,0.8182,A
101,132,Did you hear about the Buddhist who refused Novocaine during a root canal? He wanted to transcend dental medication.,"Mickey Mouse is having a nasty divorce with Minnie Mouse. Mickey spoke to the judge about the separation.""""I'm sorry Mickey, but I can't legally separate you two on the grounds that Minnie is mentally insane..."""" Mickey replied, """"I didn't say she was mentally insane, I said that she's fucking Goofy!",-0.2429,3.2287,B
139,58,"In a Veteran's Day speech, President Bush vowed, We will finish the mission. Period. Afterwards, he was advised that he doesn't have to read the punctuation marks.","How many teddybears does it take to change a lightbulb?  It takes only one teddybear, but it takes a whole lot of lightbulbs.",1.601,-1.2742,A
52,78,Q: What do Monica Lewinsky and Bob Dole have in common? A: They were both upset when Bill finished first.,Q: What's the difference between the government  and  the Mafia?  A: One of them is organized.,0.0932,2.2525,B
